Key,Process Order Number,Order Type (packaging or repackaging),Material Number,Product Name,Process Order Creation Date,Batch Number,Process Order Release Date,Packaging Line  Start,Packaging Line Finish,Packaging  Final Check Date,BRR Start Date,BRR End Date,QA Release Date,Product,Batch Status,PO Create to PO Release,PO Release to Pkg Start,Pkg Start to Pkg Finish,Pkg Finish to Pkg Final Check,Pkg Final Check to BRR Begin,BRR Begin To BRR Finish,BRR Finish to QP Release,FG E2E,Check
10112467H0548H28,3061651,ZSP1,10112467,MIRCERA 120MCG/.3ML 1 ASRG DK-NO-IS,26-Feb-16,H0548H28,24-Mar-16,31-Mar-16,31-Mar-16,1-Apr-16,13-Apr-16,14-Apr-16,14-Apr-16,MIRCERA ,7,27,7,0,1,12,1,0,48,TRUE
10112468H0552H37,3061652,ZSP1,10112468,MIRCERA 150MCG/.3ML 1 ASRG DK-NO-IS,26-Feb-16,H0552H37,29-Mar-16,31-Mar-16,31-Mar-16,31-Mar-16,12-Apr-16,14-Apr-16,14-Apr-16,MIRCERA ,7,32,2,0,0,12,2,0,48,TRUE
10159517B8011H07,3064951,ZSP1,10159517,AVASTIN 400MG/16ML 1VIAL DE,29-Feb-16,B8011H07,22-Mar-16,31-Mar-16,31-Mar-16,31-Mar-16,7-Apr-16,12-Apr-16,13-Apr-16,AVASTIN ,7,22,9,0,0,7,5,1,44,TRUE
10095587H0534H09,3069217,ZSP1,10095587,MIRCERA 50MCG/.3ML 1 ASRG ELL,5-Mar-16,H0534H09,29-Mar-16,31-Mar-16,31-Mar-16,31-Mar-16,13-Apr-16,14-Apr-16,14-Apr-16,MIRCERA ,7,24,2,0,0,13,1,0,40,TRUE
10144942H0551H09,3069258,ZSP1,10144942,MIRCERA 200MCG/0.3ML 1ASRG HR,5-Mar-16,H0551H09,30-Mar-16,31-Mar-16,31-Mar-16,31-Mar-16,11-Apr-16,12-Apr-16,12-Apr-16,MIRCERA ,7,25,1,0,0,11,1,0,38,TRUE
10098952H0551H15,3069268,ZSP1,10098952,MIRCERA 30MCG/0.3ML 1ASRG DE,5-Mar-16,H0551H15,30-Mar-16,31-Mar-16,31-Mar-16,31-Mar-16,6-Apr-16,7-Apr-16,8-Apr-16,MIRCERA ,7,25,1,0,0,6,1,1,34,TRUE
10171228H0700H03,3070252,ZSP1,10171228,NEORECOR 50000IU 1VILY PT,7-Mar-16,H0700H03,21-Mar-16,31-Mar-16,5-Apr-16,6-Apr-16,6-Apr-16,8-Jun-16,9-Jun-16,NEORECOR ,7,14,10,5,1,0,63,1,94,TRUE
10159517B8011H08,3070810,ZSP1,10159517,AVASTIN 400MG/16ML 1VIAL DE,8-Mar-16,B8011H08,22-Mar-16,31-Mar-16,31-Mar-16,31-Mar-16,7-Apr-16,12-Apr-16,13-Apr-16,AVASTIN ,7,14,9,0,0,7,5,1,36,TRUE
10109027H0616H06,3071467,ZSP1,10109027,NEORECOR 6000IU/.3ML 6 ASRG SC,10-Mar-16,H0616H06,16-Mar-16,31-Mar-16,31-Mar-16,1-Apr-16,13-Apr-16,13-Apr-16,14-Apr-16,NEORECOR ,7,6,15,0,1,12,0,1,35,TRUE
10108991H6259H03,3052751,ZSP1,10108991,NEORECOR 4000IU/.3ML 6 ASRG DEATBENL,28-Jan-16,H6259H03,17-Mar-16,1-Apr-16,1-Apr-16,1-Apr-16,14-Apr-16,14-Apr-16,15-Apr-16,NEORECOR ,7,49,15,0,0,13,0,1,78,TRUE
10144938H0672H05,3052752,ZSP1,10144938,NEORECOR 4000IU/0.3ML 6ASRG HR,28-Jan-16,H0672H05,16-Mar-16,1-Apr-16,1-Apr-16,1-Apr-16,14-Apr-16,14-Apr-16,15-Apr-16,NEORECOR ,7,48,16,0,0,13,0,1,78,TRUE
10110604H0637H11,3052777,ZSP1,10110604,NEORECOR 10000IU/0.6ML 6ASRG AU-NZ,28-Jan-16,H0637H11,10-Mar-16,1-Apr-16,1-Apr-16,4-Apr-16,14-Apr-16,14-Apr-16,15-Apr-16,NEORECOR ,7,42,22,0,3,10,0,1,78,TRUE
10159522B8011H05,3061313,ZSP1,10159522,AVASTIN 400MG/16ML 1VIAL GB-IE,25-Feb-16,B8011H05,22-Mar-16,1-Apr-16,1-Apr-16,1-Apr-16,13-Apr-16,13-Apr-16,14-Apr-16,AVASTIN ,7,26,10,0,0,12,0,1,49,TRUE
10159534B8011H09,3061315,ZSP1,10159534,AVASTIN 400MG/16ML 1VIAL PT,25-Feb-16,B8011H09,22-Mar-16,31-Mar-16,1-Apr-16,1-Apr-16,13-Apr-16,13-Apr-16,14-Apr-16,AVASTIN ,7,26,9,1,0,12,0,1,49,TRUE
10091270H0551H10,3061543,ZSP1,10091270,MIRCERA 200MCG/0.3ML 1ASRG MX,26-Feb-16,H0551H10,1-Apr-16,1-Apr-16,1-Apr-16,4-Apr-16,14-Apr-16,15-Apr-16,15-Apr-16,MIRCERA ,7,35,0,0,3,10,1,0,49,TRUE
10107351H0579H18,3061568,ZSP1,10107351,MIRCERA 75MCG/.3ML 1 ASRG FE-36,26-Feb-16,H0579H18,1-Apr-16,1-Apr-16,1-Apr-16,4-Apr-16,13-Apr-16,13-Apr-16,13-Apr-16,MIRCERA ,7,35,0,0,3,9,0,0,47,TRUE
10108956H0841H04,3061576,ZSP1,10108956,NEORECOR 2000IU/.3ML 6 ASRG NO,26-Feb-16,H0841H04,21-Mar-16,1-Apr-16,1-Apr-16,4-Apr-16,14-Apr-16,15-Apr-16,18-Apr-16,NEORECOR ,7,24,11,0,3,10,1,3,52,TRUE
10107353H0548H30,3061584,ZSP1,10107353,MIRCERA 120MCG/.3ML 1 ASRG FE-36,26-Feb-16,H0548H30,1-Apr-16,1-Apr-16,1-Apr-16,4-Apr-16,14-Apr-16,14-Apr-16,14-Apr-16,MIRCERA ,7,35,0,0,3,10,0,0,48,TRUE
10107354H0552H38,3061593,ZSP1,10107354,MIRCERA 150MCG/.3ML 1 ASRG FE-36,26-Feb-16,H0552H38,31-Mar-16,1-Apr-16,1-Apr-16,1-Apr-16,13-Apr-16,14-Apr-16,14-Apr-16,MIRCERA ,7,34,1,0,0,12,1,0,48,TRUE
10107675H0579H17,3061594,ZSP1,10107675,MIRCERA 75MCG/.3ML 1 ASRG EFA-36,26-Feb-16,H0579H17,31-Mar-16,4-Apr-16,4-Apr-16,4-Apr-16,13-Apr-16,13-Apr-16,13-Apr-16,MIRCERA ,7,34,4,0,0,9,0,0,47,TRUE
10107677H0578H21,3061595,ZSP1,10107677,MIRCERA 100MCG/.3ML 1 ASRG EFA-36,26-Feb-16,H0578H21,31-Mar-16,1-Apr-16,1-Apr-16,4-Apr-16,13-Apr-16,13-Apr-16,13-Apr-16,MIRCERA ,7,34,1,0,3,9,0,0,47,TRUE
10108998H0672H06,3061621,ZSP1,10108998,NEORECOR 4000IU/.3ML 6 ASRG SC,26-Feb-16,H0672H06,17-Mar-16,1-Apr-16,1-Apr-16,1-Apr-16,13-Apr-16,14-Apr-16,15-Apr-16,NEORECOR ,7,20,15,0,0,12,1,1,49,TRUE
10110612H0638H05,3061640,ZSP1,10110612,RECORMON 10000IU/.6ML 6 ASRG FE,26-Feb-16,H0638H05,15-Mar-16,1-Apr-16,1-Apr-16,4-Apr-16,14-Apr-16,14-Apr-16,15-Apr-16,RECORMON ,7,18,17,0,3,10,0,1,49,TRUE
10110671H0672H07,3061647,ZSP1,10110671,RECORMON 4000IU/.3ML 6 ASRG CH,26-Feb-16,H0672H07,22-Mar-16,1-Apr-16,1-Apr-16,1-Apr-16,14-Apr-16,14-Apr-16,15-Apr-16,RECORMON ,7,25,10,0,0,13,0,1,49,TRUE
10167583H6309H04,3061679,ZSP1,10167583,RECORMON 2000IU/.3ML 6 ASRG TW,26-Feb-16,H6309H04,21-Mar-16,3-Apr-16,4-Apr-16,4-Apr-16,15-Apr-16,18-Nov-16,21-Nov-16,RECORMON ,5,24,13,1,0,11,217,3,269,TRUE
10110604H0638H04,3071572,ZSP1,10110604,NEORECOR 10000IU/0.6ML 6ASRG AU-NZ,10-Mar-16,H0638H04,10-Mar-16,1-Apr-16,14-Apr-16,4-Apr-16,14-Apr-16,14-Apr-16,15-Apr-16,NEORECOR ,7,0,22,13,-10,10,0,1,36,TRUE
10160546H0841H05,3072408,ZSP1,10160546,NEORECOR 2000IU/0.3ML 6ASRG ME,14-Mar-16,H0841H05,21-Mar-16,1-Apr-16,3-Apr-16,4-Apr-16,14-Apr-16,18-Apr-16,19-Apr-16,NEORECOR ,7,7,11,2,1,10,4,1,36,TRUE
10160545H6210H04,3072718,ZSP1,10160545,NEORECOR 10000IU/0.6ML 6ASRG ME,21-Mar-16,H6210H04,31-Mar-16,1-Apr-16,1-Apr-16,4-Apr-16,14-Apr-16,14-Apr-16,15-Apr-16,NEORECOR ,7,10,1,0,3,10,0,1,25,TRUE
10159523B8011H10,3072761,ZSP1,10159523,AVASTIN 400MG/16ML 1VIAL GR-CY,23-Mar-16,B8011H10,30-Mar-16,1-Apr-16,1-Apr-16,1-Apr-16,12-Apr-16,12-Apr-16,13-Apr-16,AVASTIN ,7,7,2,0,0,11,0,1,21,TRUE
10159515B8506H04,3072763,ZSP1,10159515,AVASTIN 400MG/16ML 1VIAL BG,23-Mar-16,B8506H04,30-Mar-16,1-Apr-16,1-Apr-16,1-Apr-16,12-Apr-16,15-Apr-16,18-Apr-16,AVASTIN ,7,7,2,0,0,11,3,3,26,TRUE
10159524B8506H05,3061353,ZSP1,10159524,AVASTIN 400MG/16ML 1VIAL HU,25-Feb-16,B8506H05,1-Apr-16,1-Apr-16,4-Apr-16,4-Apr-16,14-Apr-16,15-Apr-16,18-Apr-16,AVASTIN ,7,36,0,3,0,10,1,3,53,TRUE
10095596H0579H16,3061548,ZSP1,10095596,MIRCERA 75MCG/.3ML 1 ASRG BE-NL,26-Feb-16,H0579H16,31-Mar-16,4-Apr-16,4-Apr-16,4-Apr-16,15-Apr-16,18-Apr-16,18-Apr-16,MIRCERA ,7,34,4,0,0,11,3,0,52,TRUE
10108954H0841H06,3061596,ZSP1,10108954,NEORECOR 2000IU/.3ML 6 ASRG FR,26-Feb-16,H0841H06,21-Mar-16,4-Apr-16,4-Apr-16,4-Apr-16,6-Apr-16,8-Apr-16,11-Apr-16,NEORECOR ,7,24,14,0,0,2,2,3,45,TRUE
10109019H6216H01,3061623,ZSP1,10109019,NEORECOR 6000IU/.3ML 6 ASRG CZSKHUSI,26-Feb-16,H6216H01,15-Mar-16,4-Apr-16,4-Apr-16,5-Apr-16,6-Apr-16,6-Apr-16,7-Apr-16,NEORECOR ,7,18,20,0,1,1,0,1,41,TRUE
10109025H0616H08,3061624,ZSP1,10109025,NEORECOR 6000IU/.3ML 6 ASRG NO,26-Feb-16,H0616H08,16-Mar-16,4-Apr-16,4-Apr-16,5-Apr-16,14-Apr-16,15-Apr-16,18-Apr-16,NEORECOR ,7,19,19,0,1,9,1,3,52,TRUE
10110662H0572H08,3061629,ZSP1,10110662,RECORMON 3000IU/.3ML 6 ASRG EFA,26-Feb-16,H0572H08,22-Mar-16,4-Apr-16,4-Apr-16,4-Apr-16,15-Apr-16,15-Apr-16,18-Apr-16,RECORMON ,7,25,13,0,0,11,0,3,52,TRUE
10110636H0631H11,3061641,ZSP1,10110636,RECORMON 30000IU/.6ML 4 ASRG FE,26-Feb-16,H0631H11,16-Mar-16,4-Apr-16,5-Apr-16,18-Apr-16,19-Apr-16,21-Apr-16,22-Apr-16,RECORMON ,7,19,19,1,13,1,2,1,56,TRUE
10112466H0578H23,3061650,ZSP1,10112466,MIRCERA 100MCG/.3ML 1 ASRG DK-NO-IS,26-Feb-16,H0578H23,31-Mar-16,4-Apr-16,4-Apr-16,5-Apr-16,14-Apr-16,18-Apr-16,18-Apr-16,MIRCERA ,7,34,4,0,1,9,4,0,52,TRUE
10140268H0578H22,3061663,ZSP1,10140268,MIRCERA 100MCG/0.3ML 1ASRG PE,26-Feb-16,H0578H22,31-Mar-16,4-Apr-16,4-Apr-16,5-Apr-16,15-Apr-16,15-Apr-16,15-Apr-16,MIRCERA ,7,34,4,0,1,10,0,0,49,TRUE
10144937H0841H07,3061670,ZSP1,10144937,NEORECOR 2000IU/.3ML 6 ASRG HR,26-Feb-16,H0841H07,21-Mar-16,4-Apr-16,4-Apr-16,4-Apr-16,14-Apr-16,14-Apr-16,15-Apr-16,NEORECOR ,7,24,14,0,0,10,0,1,49,TRUE
10140873H0543H05,3061680,ZSP1,10140873,NEORECOR 20000IU/0.6ML 6ASRG GB-IE,26-Feb-16,H0543H05,11-Mar-16,4-Apr-16,4-Apr-16,5-Apr-16,14-Apr-16,15-Apr-16,18-Apr-16,NEORECOR ,7,14,24,0,1,9,1,3,52,TRUE
10159704H6259H04,3061683,ZSP1,10159704,RECORMON 4000IU/0.3ML 6ASRG FE-REG,26-Feb-16,H6259H04,22-Mar-16,4-Apr-16,5-Apr-16,5-Apr-16,15-Apr-16,15-Apr-16,18-Apr-16,RECORMON ,7,25,13,1,0,10,0,3,52,TRUE
10144944H0551H16,3069269,ZSP1,10144944,MIRCERA 30MCG/0.3ML 1ASRG HR,5-Mar-16,H0551H16,31-Mar-16,4-Apr-16,4-Apr-16,4-Apr-16,15-Apr-16,18-Apr-16,18-Apr-16,MIRCERA ,7,26,4,0,0,11,3,0,44,TRUE
10159517B8012H12,3072762,ZSP1,10159517,AVASTIN 400MG/16ML 1VIAL DE,23-Mar-16,B8012H12,30-Mar-16,4-Apr-16,5-Apr-16,5-Apr-16,15-Apr-16,15-Apr-16,18-Apr-16,AVASTIN ,7,7,5,1,0,10,0,3,26,TRUE
10108936H0700H02,3061237,ZSP1,10108936,NEORECOR 50000IU 1 VILY PL,25-Feb-16,H0700H02,21-Mar-16,5-Apr-16,8-Apr-16,11-Apr-16,11-Apr-16,8-Jun-16,9-Jun-16,NEORECOR ,7,25,15,3,3,0,58,1,105,TRUE
10169197H0155H02,3061331,ZSP1,10169197,PERJETA 420MG/14ML 1VIAL FR-CLIN,25-Feb-16,H0155H02,29-Mar-16,5-Apr-16,5-Apr-16,8-Apr-16,14-Apr-16,15-Apr-16,15-Apr-16,PERJETA ,7,33,7,0,3,6,1,0,50,TRUE
10169189H0155H03,3061332,ZSP1,10169189,PERJETA 420MG/14ML 1VIAL AT,25-Feb-16,H0155H03,29-Mar-16,5-Apr-16,5-Apr-16,6-Apr-16,7-Apr-16,18-Apr-16,19-Apr-16,PERJETA ,7,33,7,0,1,1,11,1,54,TRUE
10108983H0631H07,3061608,ZSP1,10108983,NEORECOR 30000IU/.6ML 4 ASRG DEATBENL,26-Feb-16,H0631H07,16-Mar-16,5-Apr-16,5-Apr-16,5-Apr-16,15-Apr-16,15-Apr-16,18-Apr-16,NEORECOR ,7,19,20,0,0,10,0,3,52,TRUE
10108988H6260H01,3061609,ZSP1,10108988,NEORECOR 4000IU/0.3ML 1ASRG FR-CLIN,26-Feb-16,H6260H01,30-Mar-16,5-Apr-16,6-Apr-16,6-Apr-16,7-Apr-16,7-Apr-16,8-Apr-16,NEORECOR ,7,33,6,1,0,1,0,1,42,TRUE
10108984H0630H32,3061610,ZSP1,10108984,NEORECOR 30000IU/.6ML 4 ASRG ES-PT,26-Feb-16,H0630H32,16-Mar-16,5-Apr-16,5-Apr-16,6-Apr-16,18-Apr-16,18-Apr-16,19-Apr-16,NEORECOR ,7,19,20,0,1,12,0,1,53,TRUE
10108993H0672H08,3061612,ZSP1,10108993,NEORECOR 4000IU/.3ML 6 ASRG ES-PT,26-Feb-16,H0672H08,22-Mar-16,5-Apr-16,5-Apr-16,6-Apr-16,18-Apr-16,18-Apr-16,19-Apr-16,NEORECOR ,7,25,14,0,1,12,0,1,53,TRUE
10110632H0631H08,3061619,ZSP1,10110632,RECORMON 30000IU/.6ML 4 ASRG CH,26-Feb-16,H0631H08,16-Mar-16,5-Apr-16,5-Apr-16,6-Apr-16,18-Apr-16,18-Apr-16,19-Apr-16,RECORMON ,7,19,20,0,1,12,0,1,53,TRUE
10121706H0616/02,3061638,ZSP1,10121706,REC 6000IU/0.3ML 4ASRG CLIN-TR,26-Feb-16,H0616/02,18-Mar-16,5-Apr-16,6-Apr-16,6-Apr-16,7-Apr-16,0,0,REC ,0,21,18,1,0,1,0,0,0,0
10122502H0673H01,3061657,ZSP1,10122502,NEORECOR 4000IU/0.3ML 1ASRG IN,26-Feb-16,H0673H01,31-Mar-16,6-Apr-16,6-Apr-16,7-Apr-16,18-Apr-16,18-Apr-16,19-Apr-16,NEORECOR ,7,34,6,0,1,11,0,1,53,TRUE
10108984H0631H10,3072692,ZSP1,10108984,NEORECOR 30000IU/.6ML 4 ASRG ES-PT,16-Mar-16,H0631H10,16-Mar-16,5-Apr-16,5-Apr-16,6-Apr-16,18-Apr-16,18-Apr-16,19-Apr-16,NEORECOR ,7,0,20,0,1,12,0,1,34,TRUE
101229393082011XXA,6001501,ZSR1,10122939,TRASTUZUMAB BULKSOL EX SG V1.1 FRZN,4-Apr-16,3082011XXA,4-Apr-16,5-Apr-16,6-Apr-16,0,0,0,0,TRASTUZUMAB ,0,0,1,1,0,0,0,0,0,0
101229393060099XXA,6001502,ZSR1,10122939,TRASTUZUMAB BULKSOL EX SG V1.1 FRZN,4-Apr-16,3060099XXA,4-Apr-16,5-Apr-16,6-Apr-16,0,0,0,0,TRASTUZUMAB ,0,0,1,1,0,0,0,0,0,0
10108969H6224H12,3060175,ZSP1,10108969,NEORECOR 3000IU/.3ML 1 ASRG IT-PU,19-Feb-16,H6224H12,22-Mar-16,6-Apr-16,6-Apr-16,7-Apr-16,18-Apr-16,19-Apr-16,20-Apr-16,NEORECOR ,7,32,15,0,1,11,1,1,61,TRUE
10169202H0155H04,3061328,ZSP1,10169202,PERJETA 420MG/14ML 1VIAL NL,25-Feb-16,H0155H04,29-Mar-16,5-Apr-16,5-Apr-16,6-Apr-16,15-Apr-16,18-Apr-16,19-Apr-16,PERJETA ,7,33,7,0,1,9,3,1,54,TRUE
10169203H0155H01,3061329,ZSP1,10169203,PERJETA 420MG/14ML 1VIAL PL,25-Feb-16,H0155H01,29-Mar-16,6-Apr-16,6-Apr-16,6-Apr-16,7-Apr-16,15-Apr-16,15-Apr-16,PERJETA ,7,33,8,0,0,1,8,0,50,TRUE
10168748B2045H29,3061365,ZSP1,10168748,ROACTEM 80MG/4ML 1VIAL IV DK-NO-IS,25-Feb-16,B2045H29,29-Mar-16,6-Apr-16,6-Apr-16,7-Apr-16,19-Apr-16,19-Apr-16,20-Apr-16,ROACTEM ,7,33,8,0,1,12,0,1,55,TRUE
10108968H6225H05,3061578,ZSP1,10108968,NEORECOR 3000IU/0.3ML 1ASRG FR-CLIN,26-Feb-16,H6225H05,22-Mar-16,6-Apr-16,7-Apr-16,7-Apr-16,7-Apr-16,7-Apr-16,8-Apr-16,NEORECOR ,7,25,15,1,0,0,0,1,42,TRUE
10108969H6225H04,3061604,ZSP1,10108969,NEORECOR 3000IU/.3ML 1 ASRG IT-PU,26-Feb-16,H6225H04,22-Mar-16,6-Apr-16,6-Apr-16,7-Apr-16,19-Apr-16,19-Apr-16,20-Apr-16,NEORECOR ,7,25,15,0,1,12,0,1,54,TRUE
10120478H0578/03,3061637,ZSP1,10120478,CER 100MCG/0.3ML + SD 3ASRG CLIN-TR,26-Feb-16,H0578/03,30-Mar-16,6-Apr-16,6-Apr-16,6-Apr-16,7-Apr-16,0,0,CER ,0,33,7,0,0,1,0,0,0,0
10147696H0534H13,3061677,ZSP1,10147696,MIRCERA 50MCG/.3ML 3 ASRG DE,26-Feb-16,H0534H13,5-Apr-16,6-Apr-16,6-Apr-16,6-Apr-16,18-Apr-16,18-Apr-16,19-Apr-16,MIRCERA ,7,39,1,0,0,12,0,1,53,TRUE
10147697H0579H21,3061686,ZSP1,10147697,MIRCERA 75MCG/.3ML 3 ASRG DE,26-Feb-16,H0579H21,5-Apr-16,6-Apr-16,6-Apr-16,7-Apr-16,18-Apr-16,19-Apr-16,19-Apr-16,MIRCERA ,7,39,1,0,1,11,1,0,53,TRUE
10095591H0534H11,3067199,ZSP1,10095591,MIRCERA 50MCG/.3ML 1 ASRG GB-IE-GRCY,2-Mar-16,H0534H11,4-Apr-16,7-Apr-16,7-Apr-16,7-Apr-16,18-Apr-16,18-Apr-16,19-Apr-16,MIRCERA ,7,33,3,0,0,11,0,1,48,TRUE
10095674H0551H18,3071804,ZSP1,10095674,MIRCERA 30MCG/.3ML 1 ASRG CZSKHUSI,11-Mar-16,H0551H18,4-Apr-16,7-Apr-16,7-Apr-16,7-Apr-16,18-Apr-16,19-Apr-16,19-Apr-16,MIRCERA ,7,24,3,0,0,11,1,0,39,TRUE
10095623H0579H19,3071808,ZSP1,10095623,MIRCERA 75MCG/.3ML 1 ASRG RO-BG-PL,11-Mar-16,H0579H19,4-Apr-16,6-Apr-16,6-Apr-16,7-Apr-16,18-Apr-16,18-Apr-16,19-Apr-16,MIRCERA ,7,24,2,0,1,11,0,1,39,TRUE
10095625H0578H25,3071809,ZSP1,10095625,MIRCERA 100MCG/.3ML 1 ASRG CZSKHUSI,11-Mar-16,H0578H25,4-Apr-16,7-Apr-16,7-Apr-16,8-Apr-16,18-Apr-16,19-Apr-16,19-Apr-16,MIRCERA ,7,24,3,0,1,10,1,0,39,TRUE
10095662H0551H11,3071831,ZSP1,10095662,MIRCERA 200MCG/.3ML 1 ASRG RO-BG-PL,11-Mar-16,H0551H11,4-Apr-16,6-Apr-16,7-Apr-16,7-Apr-16,18-Apr-16,19-Apr-16,19-Apr-16,MIRCERA ,7,24,2,1,0,11,1,0,39,TRUE
10095652H0552H39,3072730,ZSP1,10095652,MIRCERA 150MCG/.3ML 1 ASRG RO-BG-PL,18-Mar-16,H0552H39,4-Apr-16,6-Apr-16,6-Apr-16,7-Apr-16,18-Apr-16,19-Apr-16,19-Apr-16,MIRCERA ,7,17,2,0,1,11,1,0,32,TRUE
10142059H0631H14,3052748,ZSP1,10142059,RECORMON 30000IU/0.6ML 1ASRG UY-BO-PY,28-Jan-16,H0631H14,4-Apr-16,8-Apr-16,8-Apr-16,8-Apr-16,18-Apr-16,19-Apr-16,20-Apr-16,RECORMON ,7,67,4,0,0,10,1,1,83,TRUE
10142057H0631H12,3052766,ZSP1,10142057,RECORMON 30000IU/0.6ML 1ASRG EC,28-Jan-16,H0631H12,4-Apr-16,7-Apr-16,7-Apr-16,8-Apr-16,11-Apr-16,11-Apr-16,12-Apr-16,RECORMON ,7,67,3,0,1,3,0,1,75,TRUE
10168706B2053H25,3061358,ZSP1,10168706,ROACTEM 200MG/10ML 1VIAL IV PL,25-Feb-16,B2053H25,30-Mar-16,7-Apr-16,7-Apr-16,8-Apr-16,15-Apr-16,19-Apr-16,20-Apr-16,ROACTEM ,7,34,8,0,1,7,4,1,55,TRUE
10168748B2045H30,3061370,ZSP1,10168748,ROACTEM 80MG/4ML 1VIAL IV DK-NO-IS,25-Feb-16,B2045H30,29-Mar-16,6-Apr-16,7-Apr-16,7-Apr-16,19-Apr-16,19-Apr-16,20-Apr-16,ROACTEM ,7,33,8,1,0,12,0,1,55,TRUE
10108938H6209H24,3061590,ZSP1,10108938,NEORECOR 10000IU/.6ML 1 ASRG IT-PU,26-Feb-16,H6209H24,22-Mar-16,7-Apr-16,7-Apr-16,8-Apr-16,15-Apr-16,19-Apr-16,20-Apr-16,NEORECOR ,7,25,16,0,1,7,4,1,54,TRUE
10108960H0543H06,3061601,ZSP1,10108960,NEORECOR 20000IU/.6ML 1 ASRG FR-CLIN,26-Feb-16,H0543H06,15-Mar-16,7-Apr-16,7-Apr-16,8-Apr-16,12-Apr-16,12-Apr-16,13-Apr-16,NEORECOR ,7,18,23,0,1,4,0,1,47,TRUE
10110621H0638H06,3061626,ZSP1,10110621,RECORMON 10000IU/0.6ML 1ASRG FE,26-Feb-16,H0638H06,18-Mar-16,7-Apr-16,7-Apr-16,8-Apr-16,15-Apr-16,18-Apr-16,19-Apr-16,RECORMON ,7,21,20,0,1,7,3,1,53,TRUE
10110645H0631H06,3061628,ZSP1,10110645,RECORMON 30000IU/.6ML 1 ASRG FE,26-Feb-16,H0631H06,15-Mar-16,8-Apr-16,8-Apr-16,11-Apr-16,19-Apr-16,21-Apr-16,22-Apr-16,RECORMON ,7,18,24,0,3,8,2,1,56,TRUE
10142057H0631H13,3061671,ZSP1,10142057,RECORMON 30000IU/0.6ML 1ASRG EC,26-Feb-16,H0631H13,4-Apr-16,7-Apr-16,8-Apr-16,8-Apr-16,11-Apr-16,11-Apr-16,12-Apr-16,RECORMON ,7,38,3,1,0,3,0,1,46,TRUE
10095645H0554H03,3071829,ZSP1,10095645,MIRCERA 150MCG/.3ML 1 ASRG CZSKHUSI,11-Mar-16,H0554H03,4-Apr-16,7-Apr-16,7-Apr-16,8-Apr-16,15-Apr-16,19-Apr-16,19-Apr-16,MIRCERA ,7,24,3,0,1,7,4,0,39,TRUE
10095595H0579H20,3071834,ZSP1,10095595,MIRCERA 75MCG/.3ML 1 ASRG CZSKHUSI,11-Mar-16,H0579H20,4-Apr-16,7-Apr-16,7-Apr-16,8-Apr-16,15-Apr-16,18-Apr-16,19-Apr-16,MIRCERA ,7,24,3,0,1,7,3,1,39,TRUE
10095584H0534H12,3071835,ZSP1,10095584,MIRCERA 50MCG/.3ML 1 ASRG CZSKHUSI,11-Mar-16,H0534H12,4-Apr-16,7-Apr-16,7-Apr-16,8-Apr-16,18-Apr-16,20-Apr-16,20-Apr-16,MIRCERA ,7,24,3,0,1,10,2,0,40,TRUE
10095670H0549H08,3072665,ZSP1,10095670,MIRCERA 250MCG/.3ML 1 ASRG GB-IE-GRCY,16-Mar-16,H0549H08,4-Apr-16,7-Apr-16,7-Apr-16,8-Apr-16,15-Apr-16,19-Apr-16,19-Apr-16,MIRCERA ,7,19,3,0,1,7,4,0,34,TRUE
10095680H0551H17,3072666,ZSP1,10095680,MIRCERA 30MCG/.3ML 1 ASRG GB-IE-GRCY,16-Mar-16,H0551H17,4-Apr-16,7-Apr-16,7-Apr-16,7-Apr-16,18-Apr-16,20-Apr-16,20-Apr-16,MIRCERA ,7,19,3,0,0,11,2,0,35,TRUE
10095650H0554H02,3072685,ZSP1,10095650,MIRCERA 150MCG/.3ML 1 ASRG GB-IE-GRCY,16-Mar-16,H0554H02,4-Apr-16,7-Apr-16,7-Apr-16,8-Apr-16,15-Apr-16,20-Apr-16,20-Apr-16,MIRCERA ,7,19,3,0,1,7,5,0,35,TRUE
10161794H0533H03,3073170,ZSP1,10161794,MIRCERA 50MCG/0.3ML 1ASRG US-WDY,6-Apr-16,H0533H03,7-Apr-16,7-Apr-16,8-Apr-16,13-Apr-16,18-Apr-16,22-Apr-16,22-Apr-16,MIRCERA ,2,1,0,1,5,5,4,0,16,TRUE
10168738B3008H21,3061323,ZSP1,10168738,ROACTEM 400MG/20ML 1VIAL IV NL,25-Feb-16,B3008H21,30-Mar-16,8-Apr-16,8-Apr-16,11-Apr-16,19-Apr-16,21-Apr-16,22-Apr-16,ROACTEM ,7,34,9,0,3,8,2,1,57,TRUE
10168737B3008H20,3061324,ZSP1,10168737,ROACTEM 400MG/20ML 1VIAL IV IT-CLIN,25-Feb-16,B3008H20,30-Mar-16,8-Apr-16,8-Apr-16,8-Apr-16,18-Apr-16,21-Apr-16,22-Apr-16,ROACTEM ,7,34,9,0,0,10,3,1,57,TRUE
10168698B2053H26,3061356,ZSP1,10168698,ROACTEM 200MG/10ML 1VIAL IV ES,25-Feb-16,B2053H26,30-Mar-16,7-Apr-16,8-Apr-16,8-Apr-16,15-Apr-16,19-Apr-16,20-Apr-16,ROACTEM ,7,34,8,1,0,7,4,1,55,TRUE
