Key,Process Order Number,Order Type (packaging or repackaging),Material Number,Product Name,Process Order Creation Date,Batch Number,Process Order Release Date,Packaging Start Date,Packaging End Date,Packaging Head Pkg Sigoff,BRR Start,BRR End,QA Release Date,Product,Batch Status,PO Crearte to Release,Release to Pkg Start,Pkg Start to Finish,PKG Finish to BRR Begin,BRR Start To Finish,BRR Finish to QP Release,FG E2E,Check
10095662H0549H29,3043004,ZSP1,10095662,MIRCERA 200MCG/.3ML 1 ASRG RO-BG-PL,11/27/2015,H0549H29,12/14/2015,12/18/2015,12/18/2015,12/21/2015,12/21/2015,1/19/2016,1/20/2016,MIRCERA,7,17,4,3,0,29,1,54,TRUE
10159040B8006H17,3044714,ZSP1,10159040,AVASTIN 100MG/4ML 1VIAL GB-IE,12/10/2015,B8006H17,12/11/2015,12/18/2015,12/18/2015,12/21/2015,1/11/2016,1/12/2016,1/13/2016,AVASTIN,7,1,7,3,21,1,1,34,TRUE
10110672H0669H02,3033022,ZSP1,10110672,RECORMON 4000IU/.3ML 6 ASRG EFA,9/28/2015,H0669H02,12/15/2015,12/21/2015,12/22/2015,12/23/2015,1/5/2016,1/7/2016,1/7/2016,RECORMON,7,78,6,2,13,2,0,101,TRUE
10110674H0669H01,3033048,ZSP1,10110674,RECORMON 4000IU/.3ML 6 ASRG FE,9/28/2015,H0669H01,12/15/2015,12/21/2015,12/21/2015,12/23/2015,1/5/2016,1/12/2016,1/13/2016,RECORMON,7,78,6,2,13,7,1,107,TRUE
10108945H6209H08,3035678,ZSP1,10108945,NEORECOR 10000IU/.6ML 6 ASRG NO,10/28/2015,H6209H08,12/15/2015,12/21/2015,12/21/2015,12/21/2015,1/21/2016,1/22/2016,1/22/2016,NEORECOR,7,48,6,0,31,1,0,86,TRUE
10108944H6209H07,3035747,ZSP1,10108944,NEORECOR 10000IU/.6ML 6 ASRG GB-IE-GRCY,10/28/2015,H6209H07,12/10/2015,12/21/2015,12/21/2015,12/22/2015,1/11/2016,1/15/2016,1/18/2016,NEORECOR,7,43,11,1,20,4,3,82,TRUE
10144938H0671H02,3035770,ZSP1,10144938,NEORECOR 4000IU/0.3ML 6ASRG HR,10/28/2015,H0671H02,12/15/2015,12/21/2015,12/21/2015,12/21/2015,1/8/2016,1/15/2016,1/18/2016,NEORECOR,7,48,6,0,18,7,3,82,TRUE
10160545H0636H11,3035839,ZSP1,10160545,NEORECOR 10000IU/0.6ML 6ASRG ME,10/28/2015,H0636H11,12/10/2015,12/21/2015,12/21/2015,12/21/2015,12/22/2015,1/15/2016,1/18/2016,NEORECOR,7,43,11,0,1,24,3,82,TRUE
10159031B8006H20,3042438,ZSP1,10159031,AVASTIN 100MG/4ML 1VIAL DE,11/25/2015,B8006H20,12/15/2015,12/21/2015,12/21/2015,12/21/2015,1/11/2016,1/14/2016,1/15/2016,AVASTIN,7,20,6,0,21,3,1,51,TRUE
10159029B8006H18,3042445,ZSP1,10159029,AVASTIN 100MG/4ML 1VIAL BG,11/25/2015,B8006H18,12/14/2015,12/21/2015,12/21/2015,12/21/2015,1/13/2016,1/18/2016,1/19/2016,AVASTIN,7,19,7,0,23,5,1,55,TRUE
10159049B8503H15,3042462,ZSP1,10159049,AVASTIN 100MG/4ML 1VIAL PT,11/25/2015,B8503H15,12/11/2015,12/21/2015,12/22/2015,12/22/2015,1/12/2016,1/13/2016,1/14/2016,AVASTIN,7,16,10,1,21,1,1,50,TRUE
10110612H0637H08,3042521,ZSP1,10110612,RECORMON 10000IU/.6ML 6 ASRG FE,11/25/2015,H0637H08,12/10/2015,12/21/2015,12/21/2015,12/21/2015,1/13/2016,1/13/2016,1/14/2016,RECORMON,7,15,11,0,23,0,1,50,TRUE
10159031B8006H19,3043601,ZSP1,10159031,AVASTIN 100MG/4ML 1VIAL DE,11/30/2015,B8006H19,12/15/2015,12/21/2015,12/21/2015,12/21/2015,1/12/2016,1/13/2016,1/14/2016,AVASTIN,7,15,6,0,22,1,1,45,TRUE
10145649H6273H02,3035038,ZSP1,10145649,BONVIVA 3MG/3ML 1ASRG PRISA,10/27/2015,H6273H02,11/19/2015,11/26/2015,,11/30/2015,12/22/2015,12/22/2015,12/23/2015,BONVIVA,7,23,7,4,22,0,1,57,TRUE
10161796H0571H02,3040896,ZSP1,10161796,MIRCERA 100MCG/0.3ML 1ASRG US-WDY,11/5/2015,H0571H02,12/21/2015,12/22/2015,12/23/2015,1/4/2016,1/4/2016,1/8/2016,1/8/2016,MIRCERA,2,46,1,13,0,4,0,64,TRUE
10159026B8503H17,3042437,ZSP1,10159026,AVASTIN 100MG/4ML 1VIAL AT,11/25/2015,B8503H17,12/11/2015,12/22/2015,12/22/2015,12/22/2015,1/11/2016,1/12/2016,1/13/2016,AVASTIN,7,16,11,0,20,1,1,49,TRUE
10159035B8503H16,3042439,ZSP1,10159035,AVASTIN 100MG/4ML 1VIAL ES,11/25/2015,B8503H16,12/11/2015,12/22/2015,12/22/2015,12/23/2015,1/11/2016,1/13/2016,1/14/2016,AVASTIN,7,16,11,1,19,2,1,50,TRUE
10159046B8503H18,3042448,ZSP1,10159046,AVASTIN 100MG/4ML 1VIAL IT-CLIN,11/25/2015,B8503H18,12/14/2015,12/22/2015,12/22/2015,12/23/2015,1/8/2016,1/11/2016,1/12/2016,AVASTIN,7,19,8,1,16,3,1,48,TRUE
10159051B8503H20,3042450,ZSP1,10159051,AVASTIN 100MG/4ML 1VIAL SE-FI,11/25/2015,B8503H20,12/20/2015,12/22/2015,12/22/2015,12/23/2015,1/13/2016,1/14/2016,1/15/2016,AVASTIN,7,25,2,1,21,1,1,51,TRUE
10159047B8503H19,3042461,ZSP1,10159047,AVASTIN 100MG/4ML 1VIAL NL,11/25/2015,B8503H19,12/14/2015,12/22/2015,12/22/2015,12/23/2015,1/20/2016,1/20/2016,1/21/2016,AVASTIN,7,19,8,1,28,0,1,57,TRUE
10161794H0531H01,3045793,ZSP1,10161794,MIRCERA 50MCG/0.3ML 1ASRG US-WDY,12/18/2015,H0531H01,12/18/2015,12/23/2015,12/23/2015,1/4/2016,1/4/2016,1/8/2016,1/8/2016,MIRCERA,7,0,5,12,0,4,0,21,TRUE
10161794H0531H02,3045894,ZSP1,10161794,MIRCERA 50MCG/0.3ML 1ASRG US-WDY,12/18/2015,H0531H02,12/18/2015,12/23/2015,1/4/2016,1/4/2016,1/4/2016,1/8/2016,1/8/2016,MIRCERA,2,0,5,12,0,4,0,21,TRUE
10110645H0630H11,3035728,ZSP1,10110645,RECORMON 30000IU/.6ML 1 ASRG FE,10/28/2015,H0630H11,12/14/2015,12/23/2015,12/23/2015,1/4/2016,1/11/2016,1/12/2016,1/13/2016,RECORMON,7,47,9,12,7,1,1,77,TRUE
10108949H6304H01,3035756,ZSP1,10108949,NEORECOR 2000IU/.3ML 1 ASRG IT-PU,10/28/2015,H6304H01,12/15/2015,12/23/2015,12/23/2015,12/23/2015,1/4/2016,1/25/2016,1/25/2016,NEORECOR,7,48,8,0,12,21,0,89,TRUE
10161795H0576H01,3042285,ZSP1,10161795,MIRCERA 75MCG/0.3ML 1ASRG US-WDY,11/19/2015,H0576H01,12/22/2015,1/4/2016,1/5/2016,1/7/2016,1/7/2016,1/12/2016,1/13/2016,MIRCERA,2,33,13,3,0,5,1,55,TRUE
10108949H6293H05,3045106,ZSP1,10108949,NEORECOR 2000IU/.3ML 1 ASRG IT-PU,12/15/2015,H6293H05,12/15/2015,12/22/2015,12/23/2015,12/23/2015,1/4/2016,1/7/2016,1/8/2016,NEORECOR,7,0,7,1,12,3,1,24,TRUE
10161795H0575H02,3045240,ZSP1,10161795,MIRCERA 75MCG/0.3ML 1ASRG US-WDY,12/17/2015,H0575H02,12/22/2015,1/5/2016,1/5/2016,1/8/2016,1/8/2016,1/12/2016,1/13/2016,MIRCERA,2,5,14,3,0,4,1,27,TRUE
10108980H0630H14,3031698,ZSP1,10108980,NEORECOR 30000IU/.6ML 1 ASRG IT-PU,9/25/2015,H0630H14,12/14/2015,1/3/2016,1/4/2016,1/4/2016,1/4/2016,1/7/2016,1/8/2016,NEORECOR,7,80,20,1,0,3,1,105,TRUE
10108988H6256H03,3031396,ZSP1,10108988,NEORECOR 4000IU/0.3ML 1ASRG FR-CLIN,9/25/2015,H6256H03,12/16/2015,1/4/2016,1/4/2016,1/5/2016,1/7/2016,1/19/2016,1/20/2016,NEORECOR,7,82,19,1,2,12,1,117,TRUE
10108948H6293H06,3035789,ZSP1,10108948,NEORECOR 2000IU/0.3ML 1ASRG FR-CLIN,10/28/2015,H6293H06,12/16/2015,1/4/2016,1/5/2016,1/7/2016,1/13/2016,1/14/2016,1/15/2016,NEORECOR,7,49,19,3,6,1,1,79,TRUE
10108968H6222H07,3035798,ZSP1,10108968,NEORECOR 3000IU/0.3ML 1ASRG FR-CLIN,10/28/2015,H6222H07,12/15/2015,1/4/2016,1/4/2016,1/5/2016,1/12/2016,1/15/2016,1/18/2016,NEORECOR,7,48,20,1,7,3,3,82,TRUE
10142056H0630H12,3035799,ZSP1,10142056,RECORMON 30000IU/0.6ML 1ASRG CO,10/28/2015,H0630H12,12/14/2015,1/4/2016,1/4/2016,1/4/2016,1/8/2016,1/12/2016,1/13/2016,RECORMON,7,47,21,0,4,4,1,77,TRUE
10108968H6220H11,3042424,ZSP1,10108968,NEORECOR 3000IU/0.3ML 1ASRG FR-CLIN,11/24/2015,H6220H11,12/15/2015,1/4/2016,1/4/2016,1/5/2016,1/12/2016,1/14/2016,1/15/2016,NEORECOR,7,21,20,1,7,2,1,52,TRUE
10076368H0572H28,3042950,ZSP1,10076368,MIRCERA 75MCG/0.3ML 1ASRG AU-NZ,11/27/2015,H0572H28,12/16/2015,1/5/2016,1/5/2016,1/7/2016,1/7/2016,1/15/2016,1/18/2016,MIRCERA,7,19,20,2,0,8,3,52,TRUE
10076349H0530H08,3042952,ZSP1,10076349,MIRCERA 50MCG/0.3ML 1ASRG AU-NZ,11/27/2015,H0530H08,12/16/2015,1/5/2016,1/5/2016,1/7/2016,1/7/2016,1/15/2016,1/18/2016,MIRCERA,7,19,20,2,0,8,3,52,TRUE
10122503H0647H06,3034260,ZSP1,10122503,NEORECOR 5000IU/0.3ML 1ASRG IN,10/20/2015,H0647H06,12/15/2015,1/5/2016,1/5/2016,1/7/2016,1/11/2016,1/12/2016,1/13/2016,NEORECOR,7,56,21,2,4,1,1,85,TRUE
10078087H6273H04,3035055,ZSP1,10078087,BONVIVA 3MG/3ML 1ASRG RO,10/27/2015,H6273H04,11/26/2015,12/9/2015,,12/9/2015,12/22/2015,1/7/2016,1/8/2016,BONVIVA,7,30,13,0,13,16,1,73,TRUE
10108979H0630H15,3035748,ZSP1,10108979,NEORECOR 30000IU/.6ML 1 ASRG HU-SI,10/28/2015,H0630H15,12/15/2015,1/5/2016,1/5/2016,1/7/2016,1/11/2016,1/11/2016,1/12/2016,NEORECOR,7,48,21,2,4,0,1,76,TRUE
10108989H6255H06,3042634,ZSP1,10108989,NEORECOR 4000IU/.3ML 1 ASRG IT-PU,11/26/2015,H6255H06,12/16/2015,1/5/2016,1/7/2016,1/8/2016,1/15/2016,1/21/2016,1/22/2016,NEORECOR,7,20,20,3,7,6,1,57,TRUE
10122502H0669H04,3042655,ZSP1,10122502,NEORECOR 4000IU/0.3ML 1ASRG IN,11/26/2015,H0669H04,12/16/2015,1/5/2016,1/5/2016,1/7/2016,1/12/2016,1/13/2016,1/14/2016,NEORECOR,7,20,20,2,5,1,1,49,TRUE
10107350H0530H09,3042894,ZSP1,10107350,MIRCERA 50MCG/.3ML 1 ASRG FE-36,11/27/2015,H0530H09,12/22/2015,1/5/2016,1/7/2016,1/8/2016,1/8/2016,1/14/2016,1/15/2016,MIRCERA,7,25,14,3,0,6,1,49,TRUE
10122502H0671H03,3045107,ZSP1,10122502,NEORECOR 4000IU/0.3ML 1ASRG IN,12/15/2015,H0671H03,1/4/2016,1/5/2016,1/5/2016,1/7/2016,1/15/2016,1/15/2016,1/18/2016,NEORECOR,7,20,1,2,8,0,3,34,TRUE
10109022H6214H14,3031397,ZSP1,10109022,NEORECOR 6000IU/.3ML 6 ASRG ES-PT,9/25/2015,H6214H14,12/21/2015,1/7/2016,1/8/2016,1/11/2016,1/13/2016,1/14/2016,1/15/2016,NEORECOR,7,87,17,4,2,1,1,112,TRUE
10108975H6222H09,3035611,ZSP1,10108975,NEORECOR 3000IU/.3ML 6 ASRG RO-BG-PL,10/28/2015,H6222H09,12/17/2015,1/8/2016,1/8/2016,1/8/2016,1/12/2016,1/14/2016,1/15/2016,NEORECOR,7,50,22,0,4,2,1,79,TRUE
10108971H6222H08,3035864,ZSP1,10108971,NEORECOR 3000IU/.3ML 6 ASRG DEATBENL,10/28/2015,H6222H08,12/17/2015,1/8/2016,1/8/2016,1/8/2016,1/15/2016,1/21/2016,1/22/2016,NEORECOR,7,50,22,0,7,6,1,86,TRUE
10107353H0548H12,3042968,ZSP1,10107353,MIRCERA 120MCG/.3ML 1 ASRG FE-36,11/27/2015,H0548H12,12/9/2015,1/7/2016,1/7/2016,1/8/2016,1/8/2016,1/18/2016,1/18/2016,MIRCERA,7,12,29,1,0,10,0,52,TRUE
10107352H0573H30,3042974,ZSP1,10107352,MIRCERA 100MCG/.3ML 1 ASRG FE-36,11/27/2015,H0573H30,12/22/2015,1/7/2016,1/8/2016,1/11/2016,1/11/2016,1/14/2016,1/15/2016,MIRCERA,7,25,16,4,0,3,1,49,TRUE
10107355H0549H27,3043000,ZSP1,10107355,MIRCERA 200MCG/.3ML 1 ASRG FE-36,11/27/2015,H0549H27,12/9/2015,1/7/2016,1/7/2016,1/8/2016,1/8/2016,1/18/2016,1/18/2016,MIRCERA,7,12,29,1,0,10,0,52,TRUE
10109024H6215H02,3043819,ZSP1,10109024,NEORECOR 6000IU/.3ML 6 ASRG GB-IE-GRCY,12/2/2015,H6215H02,12/18/2015,1/7/2016,1/7/2016,1/8/2016,1/13/2016,1/14/2016,1/15/2016,NEORECOR,7,16,20,1,5,1,1,44,TRUE
10109022H6215H03,3047157,ZSP1,10109022,NEORECOR 6000IU/.3ML 6 ASRG ES-PT,12/21/2015,H6215H03,12/21/2015,1/7/2016,1/7/2016,1/8/2016,1/11/2016,1/12/2016,1/13/2016,NEORECOR,7,0,17,1,3,1,1,23,TRUE
10108937H6208H13,3050206,ZSP1,10108937,NEORECOR 10000IU/0.6ML 1ASRG FR-CLIN,1/5/2016,H6208H13,1/5/2016,1/7/2016,1/7/2016,1/8/2016,1/12/2016,1/15/2016,1/18/2016,NEORECOR,7,0,2,1,4,3,3,13,TRUE
10107679H0833H05,3031801,ZSP1,10107679,RECORMON 2000IU/0.3ML 6ASRG KZ,9/25/2015,H0833H05,12/18/2015,1/8/2016,1/8/2016,1/12/2016,1/19/2016,1/21/2016,1/22/2016,RECORMON,7,84,21,4,7,2,1,119,TRUE
10076425H0549H32,3034254,ZSP1,10076425,MIRCERA 200MCG/0.3ML 1ASRG AU-NZ,10/26/2015,H0549H32,12/16/2015,1/8/2016,1/8/2016,1/11/2016,1/11/2016,1/25/2016,1/26/2016,MIRCERA,7,51,23,3,0,14,1,92,TRUE
10109000H0571H04,3035882,ZSP1,10109000,NEORECOR 500IU/.3ML 6 ASRG CZSKHUSI,10/28/2015,H0571H04,12/18/2015,1/8/2016,1/8/2016,1/11/2016,1/14/2016,1/19/2016,1/20/2016,NEORECOR,7,51,21,3,3,5,1,84,TRUE
10109001H0571H05,3035976,ZSP1,10109001,NEORECOR 500IU/.3ML 6 ASRG DEATBENL,10/28/2015,H0571H05,12/21/2015,1/8/2016,1/8/2016,1/11/2016,1/15/2016,1/27/2016,1/28/2016,NEORECOR,7,54,18,3,4,12,1,92,TRUE
10110660H6222H10,3040975,ZSP1,10110660,NEORECOR 3000IU/.3ML 6 ASRG TR,11/5/2015,H6222H10,12/22/2015,1/8/2016,1/8/2016,1/12/2016,1/12/2016,1/14/2016,1/15/2016,NEORECOR,7,47,17,4,0,2,1,71,TRUE
10107354H0552H22,3042972,ZSP1,10107354,MIRCERA 150MCG/.3ML 1 ASRG FE-36,11/27/2015,H0552H22,12/17/2015,1/8/2016,1/8/2016,1/11/2016,1/11/2016,1/15/2016,1/18/2016,MIRCERA,7,20,22,3,0,4,3,52,TRUE
10078689H0549H31,3043001,ZSP1,10078689,MIRCERA 200MCG/0.3ML 1ASRG CH,11/27/2015,H0549H31,12/16/2015,1/8/2016,1/8/2016,1/11/2016,1/11/2016,1/21/2016,1/22/2016,MIRCERA,7,19,23,3,0,10,1,56,TRUE
10108971H6224H01,3044812,ZSP1,10108971,NEORECOR 3000IU/.3ML 6 ASRG DEATBENL,12/11/2015,H6224H01,12/17/2015,1/8/2016,1/8/2016,1/14/2016,1/19/2016,1/22/2016,1/22/2016,NEORECOR,7,6,22,6,5,3,0,42,TRUE
10107680H0552H23,3045171,ZSP1,10107680,MIRCERA 150MCG/.3ML 1 ASRG EFA-36,12/16/2015,H0552H23,12/17/2015,1/8/2016,1/8/2016,1/11/2016,1/11/2016,1/21/2016,1/22/2016,MIRCERA,7,1,22,3,0,10,1,37,TRUE
10107354H0552H24,3045676,ZSP1,10107354,MIRCERA 150MCG/.3ML 1 ASRG FE-36,12/18/2015,H0552H24,12/22/2015,1/8/2016,1/11/2016,1/11/2016,1/11/2016,1/15/2016,1/18/2016,MIRCERA,7,4,17,3,0,4,3,31,TRUE
10108950H6304H03,3035792,ZSP1,10108950,NEORECOR 2000IU/.3ML 6 ASRG CZSKHUSI,10/28/2015,H6304H03,12/17/2015,1/8/2016,1/11/2016,1/12/2016,1/13/2016,1/14/2016,1/15/2016,NEORECOR,7,50,22,4,1,1,1,79,TRUE
10108957H6304H02,3035794,ZSP1,10108957,NEORECOR 2000IU/.3ML 6 ASRG RO-BG-PL,10/28/2015,H6304H02,12/16/2015,1/11/2016,1/11/2016,1/12/2016,1/14/2016,1/18/2016,1/19/2016,NEORECOR,7,49,26,1,2,4,1,83,TRUE
10140048H0691H01,3042283,ZSP1,10140048,NEORECOR 50000IU 1VILY ES,11/19/2015,H0691H01,12/16/2015,1/11/2016,1/25/2016,1/15/2016,1/15/2016,1/19/2016,1/20/2016,NEORECOR,7,27,26,4,0,4,1,62,TRUE
10159517B8004H07,3042467,ZSP1,10159517,AVASTIN 400MG/16ML 1VIAL DE,11/25/2015,B8004H07,12/18/2015,1/11/2016,1/11/2016,1/12/2016,1/13/2016,1/20/2016,1/21/2016,AVASTIN,7,23,24,1,1,7,1,57,TRUE
10159520B8005H06,3042500,ZSP1,10159520,AVASTIN 400MG/16ML 1VIAL ES,11/25/2015,B8005H06,12/23/2015,1/11/2016,1/11/2016,1/12/2016,1/20/2016,1/21/2016,1/22/2016,AVASTIN,7,28,19,1,8,1,1,58,TRUE
10095622H0572H30,3042897,ZSP1,10095622,MIRCERA 75MCG/.3ML 1 ASRG IT-PU,11/27/2015,H0572H30,12/22/2015,1/11/2016,1/11/2016,1/11/2016,1/11/2016,1/27/2016,1/28/2016,MIRCERA,7,25,20,0,0,16,1,62,TRUE
10095602H0572H31,3042898,ZSP1,10095602,MIRCERA 75MCG/.3ML 1 ASRG GB-IE-GRCY,11/27/2015,H0572H31,12/22/2015,1/11/2016,1/11/2016,1/12/2016,1/12/2016,1/19/2016,1/20/2016,MIRCERA,7,25,20,1,0,7,1,54,TRUE
10107675H0572H29,3042951,ZSP1,10107675,MIRCERA 75MCG/.3ML 1 ASRG EFA-36,11/27/2015,H0572H29,12/22/2015,1/11/2016,1/11/2016,1/11/2016,1/11/2016,1/25/2016,1/25/2016,MIRCERA,7,25,20,0,0,14,0,59,TRUE
10095623H0572H33,3042953,ZSP1,10095623,MIRCERA 75MCG/.3ML 1 ASRG RO-BG-PL,11/27/2015,H0572H33,1/4/2016,1/11/2016,1/11/2016,1/11/2016,1/11/2016,1/29/2016,2/1/2016,MIRCERA,7,38,7,0,0,18,3,66,TRUE
10159517B8005H02,3042991,ZSP1,10159517,AVASTIN 400MG/16ML 1VIAL DE,11/27/2015,B8005H02,12/22/2015,1/11/2016,1/11/2016,1/12/2016,1/13/2016,1/26/2016,1/26/2016,AVASTIN,7,25,20,1,1,13,0,60,TRUE
10159517B8005H01,3043588,ZSP1,10159517,AVASTIN 400MG/16ML 1VIAL DE,11/30/2015,B8005H01,12/22/2015,1/11/2016,1/11/2016,1/12/2016,1/20/2016,1/21/2016,1/22/2016,AVASTIN,7,22,20,1,8,1,1,53,TRUE
10142051H0572H32,3045245,ZSP1,10142051,MIRCERA 75MCG/0.3ML 1ASRG PRISA,12/17/2015,H0572H32,12/22/2015,1/11/2016,1/11/2016,1/12/2016,1/12/2016,1/27/2016,1/27/2016,MIRCERA,7,5,20,1,0,15,0,41,TRUE
10130020H0530H13,3045246,ZSP1,10130020,MIRCERA 50MCG/0.3ML 1ASRG KR,12/17/2015,H0530H13,1/5/2016,1/11/2016,1/12/2016,1/12/2016,1/12/2016,1/21/2016,1/22/2016,MIRCERA,7,19,6,1,0,9,1,36,TRUE
10112464H0530H11,3045249,ZSP1,10112464,MIRCERA 50MCG/.3ML 1 ASRG DK-NO-IS,12/17/2015,H0530H11,1/5/2016,1/11/2016,1/11/2016,1/12/2016,1/12/2016,1/28/2016,1/28/2016,MIRCERA,7,19,6,1,0,16,0,42,TRUE
10112501H0530H12,3045250,ZSP1,10112501,MIRCERA 50MCG/.3ML 1 ASRG SE-FI,12/17/2015,H0530H12,1/5/2016,1/11/2016,1/11/2016,1/12/2016,1/12/2016,1/27/2016,1/27/2016,MIRCERA,7,19,6,1,0,15,0,41,TRUE
10112465H0572H34,3045261,ZSP1,10112465,MIRCERA 75MCG/.3ML 1 ASRG DK-NO-IS,12/17/2015,H0572H34,1/5/2016,1/11/2016,1/11/2016,1/12/2016,1/12/2016,1/27/2016,1/27/2016,MIRCERA,7,19,6,1,0,15,0,41,TRUE
10133182H6304H04,3045814,ZSP1,10133182,RECORMON 2000IU/0.3ML 6ASRG MY,12/18/2015,H6304H04,12/21/2015,1/11/2016,1/11/2016,1/12/2016,1/20/2016,1/21/2016,1/22/2016,RECORMON,7,3,21,1,8,1,1,35,TRUE
10133182H6305H01,3045878,ZSP1,10133182,RECORMON 2000IU/0.3ML 6ASRG MY,12/18/2015,H6305H01,12/22/2015,1/11/2016,1/13/2016,1/14/2016,1/25/2016,1/27/2016,1/27/2016,RECORMON,7,4,20,3,11,2,0,40,TRUE
10159514B8005H04,3042501,ZSP1,10159514,AVASTIN 400MG/16ML 1VIAL BE,11/25/2015,B8005H04,12/22/2015,1/12/2016,1/12/2016,1/13/2016,1/25/2016,1/26/2016,1/26/2016,AVASTIN,7,27,21,1,12,1,0,62,TRUE
10159521B8005H05,3042502,ZSP1,10159521,AVASTIN 400MG/16ML 1VIAL FR-CLIN,11/25/2015,B8005H05,12/22/2015,1/12/2016,1/12/2016,1/14/2016,1/20/2016,1/22/2016,1/22/2016,AVASTIN,7,27,21,2,6,2,0,58,TRUE
10159525B8005H03,3042510,ZSP1,10159525,AVASTIN 400MG/16ML 1VIAL IT-CLIN,11/25/2015,B8005H03,12/22/2015,1/11/2016,1/12/2016,1/13/2016,1/21/2016,1/22/2016,1/22/2016,AVASTIN,7,27,20,2,8,1,0,58,TRUE
10133182H6306H04,3042682,ZSP1,10133182,RECORMON 2000IU/0.3ML 6ASRG MY,11/26/2015,H6306H04,12/22/2015,1/13/2016,1/13/2016,1/14/2016,1/26/2016,1/26/2016,1/26/2016,RECORMON,7,26,22,1,12,0,0,61,TRUE
10159521B8009H01,3042926,ZSP1,10159521,AVASTIN 400MG/16ML 1VIAL FR-CLIN,11/27/2015,B8009H01,12/22/2015,1/12/2016,1/12/2016,1/13/2016,1/18/2016,1/19/2016,1/20/2016,AVASTIN,7,25,21,1,5,1,1,54,TRUE
10110667H0530H10,3045262,ZSP1,10110667,MIRCERA 50MCG/.3ML 1 ASRG IN,12/17/2015,H0530H10,12/22/2015,1/12/2016,1/12/2016,1/12/2016,1/12/2016,1/19/2016,1/20/2016,MIRCERA,7,5,21,0,0,7,1,34,TRUE
10130025H0552H26,3045688,ZSP1,10130025,MIRCERA 150MCG/0.3ML 1ASRG KR,12/18/2015,H0552H26,12/22/2015,1/12/2016,1/12/2016,1/13/2016,1/13/2016,1/29/2016,2/1/2016,MIRCERA,7,4,21,1,0,16,3,45,TRUE
10112468H0552H25,3045702,ZSP1,10112468,MIRCERA 150MCG/.3ML 1 ASRG DK-NO-IS,12/18/2015,H0552H25,12/22/2015,1/12/2016,1/12/2016,1/13/2016,1/13/2016,1/18/2016,1/19/2016,MIRCERA,7,4,21,1,0,5,1,32,TRUE
10095625H0573H31,3045721,ZSP1,10095625,MIRCERA 100MCG/.3ML 1 ASRG CZSKHUSI,12/18/2015,H0573H31,12/22/2015,1/12/2016,1/12/2016,1/13/2016,1/13/2016,1/27/2016,1/28/2016,MIRCERA,7,4,21,1,0,14,1,41,TRUE
10108958H6306H01,3035712,ZSP1,10108958,NEORECOR 2000IU/.3ML 6 ASRG SC,10/28/2015,H6306H01,12/22/2015,1/13/2016,1/13/2016,1/14/2016,1/19/2016,1/27/2016,1/28/2016,NEORECOR,7,55,22,1,5,8,1,92,TRUE
10108953H6306H03,3035746,ZSP1,10108953,NEORECOR 2000IU/.3ML 6 ASRG ES-PT,10/28/2015,H6306H03,12/22/2015,1/13/2016,1/14/2016,1/14/2016,1/15/2016,1/18/2016,1/19/2016,NEORECOR,7,55,22,1,1,3,1,83,TRUE
10159212N1043H03,3042449,ZSP1,10159212,HERCEPTI 150MG 1VILY IV DE,11/25/2015,N1043H03,12/22/2015,1/13/2016,1/13/2016,1/14/2016,1/19/2016,1/20/2016,1/21/2016,HERCEPTI,7,27,22,1,5,1,1,57,TRUE
10159050B8006H23,3042463,ZSP1,10159050,AVASTIN 100MG/4ML 1VIAL RO,11/25/2015,B8006H23,1/7/2016,1/13/2016,1/13/2016,1/14/2016,1/26/2016,1/26/2016,1/26/2016,AVASTIN,7,43,6,1,12,0,0,62,TRUE
10159051B8006H22,3042516,ZSP1,10159051,AVASTIN 100MG/4ML 1VIAL SE-FI,11/25/2015,B8006H22,1/12/2016,1/13/2016,1/13/2016,1/14/2016,1/25/2016,1/26/2016,1/26/2016,AVASTIN,7,48,1,1,11,1,0,62,TRUE
10142054H0837H05,3042641,ZSP1,10142054,RECORMON 2000IU/0.3ML 6ASRG PRISA,11/26/2015,H0837H05,12/22/2015,1/14/2016,1/14/2016,1/15/2016,1/20/2016,1/20/2016,1/21/2016,RECORMON,7,26,23,1,5,0,1,56,TRUE
10108952H6306H02,3042658,ZSP1,10108952,NEORECOR 2000IU/.3ML 6 ASRG ELL,11/26/2015,H6306H02,12/22/2015,1/13/2016,1/13/2016,1/14/2016,1/25/2016,2/3/2016,2/3/2016,NEORECOR,7,26,22,1,11,9,0,69,TRUE
10110655H0837H04,3042659,ZSP1,10110655,RECORMON 2000IU/0.3ML 6ASRG VN,11/26/2015,H0837H04,12/22/2015,1/14/2016,1/14/2016,1/14/2016,1/20/2016,1/20/2016,1/21/2016,RECORMON,7,26,23,0,6,0,1,56,TRUE
10110637H0838H01,3042668,ZSP1,10110637,RECORMON 2000IU/.3ML 6 ASRG FE,11/26/2015,H0838H01,12/23/2015,1/14/2016,1/15/2016,1/15/2016,1/27/2016,1/27/2016,1/27/2016,RECORMON,7,27,22,1,12,0,0,62,TRUE
10159034B8006H24,3045257,ZSP1,10159034,AVASTIN 100MG/4ML 1VIAL ELL,12/17/2015,B8006H24,1/12/2016,1/13/2016,1/13/2016,1/14/2016,1/26/2016,1/29/2016,2/1/2016,AVASTIN,7,26,1,1,12,3,3,46,TRUE
