process_order_number,order_type,material_number,product_name,process_order_creation_date,batch_number,process_order_release_date,packaging_line_start_date,packaging_line_finish_date,packaging_final_check_date,brr_start_date,brr_end_date,qa_release_date,IN_order_type,IN_created_from,IN_created_to
000003074958,ZSP1,000000000010109023,NEORECOR 6000IU/.3ML 6 ASRG FR,5/13/2016,H6216H09,6/17/2016,6/27/2016,6/27/2016,6/28/16 17:43,6/30/16 10:25,6/30/16 14:51,6/30/2016,ZSP1,1/1/2016,12/31/2016
000003075205,ZSP1,000000000010108991,NEORECOR 4000IU/.3ML 6 ASRG DEATBENL,5/19/2016,H6261H07,6/17/2016,6/28/2016,6/28/2016,6/28/16 17:38,6/30/16 10:14,6/30/16 13:24,6/30/2016,ZSP1,1/1/2016,12/31/2016
000003075206,ZSP1,000000000010108990,NEORECOR 4000IU/.3ML 6 ASRG CZSKHUSI,5/19/2016,H6261H08,6/17/2016,6/28/2016,6/28/2016,6/28/16 17:29,7/4/16 12:48,7/6/16 9:52,7/8/2016,ZSP1,1/1/2016,12/31/2016
000003075198,ZSP1,000000000010110626,RECORMON 2000IU/.3ML 6 ASRG RS,5/19/2016,H0845H08,6/17/2016,6/29/2016,6/29/2016,6/29/16 15:26,7/1/16 9:10,7/4/16 12:40,7/4/2016,ZSP1,1/1/2016,12/31/2016
000003075516,ZSP1,000000000010168739,ROACTEM 400MG/20ML 1VIAL IV PL,5/30/2016,B3010H22,6/17/2016,6/24/2016,6/24/2016,6/27/16 11:44,6/29/16 9:46,7/1/16 15:18,7/4/2016,ZSP1,1/1/2016,12/31/2016
000003075512,ZSP1,000000000010168731,ROACTEM 400MG/20ML 1VIAL IV FR-CLINCHU,5/30/2016,B3010H23,6/17/2016,6/24/2016,6/24/2016,6/28/16 17:35,6/30/16 11:52,7/1/16 11:21,7/4/2016,ZSP1,1/1/2016,12/31/2016
000003075455,ZSP1,000000000010159516,AVASTIN 400MG/16ML 1VIAL CZ,5/30/2016,B7222H04,6/20/2016,6/21/2016,6/21/2016,6/22/16 12:03,6/23/16 12:40,7/4/16 14:07,7/4/2016,ZSP1,1/1/2016,12/31/2016
000003075476,ZSP1,000000000010168706,ROACTEM 200MG/10ML 1VIAL IV PL,5/30/2016,B3007H04,6/20/2016,6/24/2016,6/24/2016,6/27/16 11:58,6/29/16 9:33,6/30/16 15:39,6/30/2016,ZSP1,1/1/2016,12/31/2016
000003074952,ZSP1,000000000010110612,RECORMON 10000IU/.6ML 6 ASRG FE,5/13/2016,H0639H05,6/20/2016,6/28/2016,6/28/2016,6/29/16 15:08,6/30/16 10:38,7/12/16 14:28,7/12/2016,ZSP1,1/1/2016,12/31/2016
000003075274,ZSP1,000000000010129627,BONVIVA 3MG/3ML 1ASRG KR,5/30/2016,H6268H30,6/20/2016,6/22/2016,6/23/2016,6/23/16 13:06,6/24/16 9:36,6/24/16 14:45,6/24/2016,ZSP1,1/1/2016,12/31/2016
000003075471,ZSP1,000000000010168689,ROACTEM 200MG/10ML 1VIAL IV AT,5/30/2016,B3007H05,6/20/2016,6/24/2016,6/27/2016,6/27/16 11:49,6/30/16 8:36,7/6/16 15:20,7/8/2016,ZSP1,1/1/2016,12/31/2016
000003075352,ZSP1,000000000010093686,MIRCERA 50MCG/.3ML 1 ASRG KZ,5/30/2016,H0536H11,6/20/2016,6/29/2016,6/29/2016,6/30/16 9:33,7/4/16 12:44,7/6/16 17:12,7/8/2016,ZSP1,1/1/2016,12/31/2016
000003075377,ZSP1,000000000010095598,MIRCERA 75MCG/.3ML 1 ASRG ELL,5/30/2016,H0579H46,6/20/2016,6/29/2016,6/30/2016,7/1/16 11:34,7/6/16 12:54,7/7/16 13:27,7/8/2016,ZSP1,1/1/2016,12/31/2016
000003076072,ZSP1,000000000010140399,BONVIVA 3MG/3ML 1ASRG PE,6/8/2016,H6276H06,6/20/2016,6/21/2016,6/21/2016,6/21/16 11:43,7/1/16 8:42,7/15/16 14:58,7/16/2016,ZSP1,1/1/2016,12/31/2016
000003075288,ZSP1,000000000010071604,BONVIVA 3MG/3ML 1ASRG FE,5/30/2016,H6276H07,6/20/2016,6/21/2016,6/22/2016,6/22/16 12:00,7/1/16 8:49,7/15/16 14:39,7/16/2016,ZSP1,1/1/2016,12/31/2016
000003075272,ZSP1,000000000010075877,BONVIVA 3MG/3ML 1ASRG BG,5/30/2016,H6280H01,6/20/2016,6/23/2016,6/24/2016,6/27/16 11:47,6/29/16 9:06,7/1/16 9:52,6/30/2016,ZSP1,1/1/2016,12/31/2016
000003075480,ZSP1,000000000010168703,ROACTEM 200MG/10ML 1VIAL IV IE,5/30/2016,B2055H06,6/21/2016,6/27/2016,6/27/2016,6/27/16 11:47,6/30/16 8:54,7/1/16 12:21,7/4/2016,ZSP1,1/1/2016,12/31/2016
000003075541,ZSP1,000000000010168710,ROACTEM 200MG/10ML 1VIAL IV SE,5/30/2016,B3007H06,6/21/2016,6/27/2016,6/27/2016,6/27/16 11:48,6/30/16 8:47,7/6/16 16:23,7/8/2016,ZSP1,1/1/2016,12/31/2016
000003075305,ZSP1,000000000010109016,NEORECOR 5000IU/.3ML 6 ASRG SC,5/30/2016,H6220H09,6/21/2016,6/23/2016,6/23/2016,6/23/16 12:56,6/27/16 13:20,6/28/16 14:31,6/28/2016,ZSP1,1/1/2016,12/31/2016
000003074959,ZSP1,000000000010110603,RECORMON 6000IU/.3ML 6 ASRG FE,5/13/2016,H0617H03,6/21/2016,6/27/2016,6/27/2016,6/28/16 17:45,7/4/16 14:19,7/6/16 11:09,7/8/2016,ZSP1,1/1/2016,12/31/2016
000003074560,ZSP1,000000000010109027,NEORECOR 6000IU/.3ML 6 ASRG SC,5/9/2016,H0617H04,6/21/2016,6/27/2016,6/27/2016,6/28/16 17:44,7/4/16 12:34,7/4/16 15:28,7/4/2016,ZSP1,1/1/2016,12/31/2016
000003075313,ZSP1,000000000010133183,RECORMON 5000IU/0.3ML 6ASRG MY,5/30/2016,H6220H10,6/21/2016,6/27/2016,6/27/2016,6/28/16 17:47,7/5/16 9:14,7/7/16 13:56,7/8/2016,ZSP1,1/1/2016,12/31/2016
000003074125,ZSP1,000000000010159231,HERCEPTI 150MG 1VILY IV CZ,5/4/2016,H4707H02,6/21/2016,6/22/2016,6/22/2016,6/23/16 13:28,6/27/16 14:25,6/30/16 17:27,6/30/2016,ZSP1,1/1/2016,12/31/2016
000003075208,ZSP1,000000000010149881,RECORMON 2000IU/0.3ML 6ASRG EFAPIL,5/19/2016,H0845H09,6/22/2016,6/29/2016,6/29/2016,6/29/16 15:22,7/1/16 9:18,7/4/16 12:53,7/4/2016,ZSP1,1/1/2016,12/31/2016
000003075132,ZSP1,000000000010142060,RECORMON 4000IU/0.3ML 6ASRG PRISA,5/17/2016,H0674H08,6/22/2016,7/4/2016,7/4/2016,7/5/16 14:48,7/8/16 8:07,8/5/16 8:44,8/8/2016,ZSP1,1/1/2016,12/31/2016
000003075421,ZSP1,000000000010161794,MIRCERA 50MCG/0.3ML 1ASRG US-WDY,5/30/2016,H0535H03,6/22/2016,6/27/2016,6/29/2016,6/29/16 16:48,7/4/16 13:54,7/12/16 11:43,7/12/2016,ZSP1,1/1/2016,12/31/2016
000003075414,ZSP1,000000000010112464,MIRCERA 50MCG/.3ML 1 ASRG DK-NO-IS,5/30/2016,H0536H12,6/22/2016,6/29/2016,6/29/2016,6/30/16 9:28,7/4/16 13:39,7/6/16 17:01,7/8/2016,ZSP1,1/1/2016,12/31/2016
000003075440,ZSP1,000000000010142045,MIRCERA 50MCG/0.3ML 1ASRG CO,5/30/2016,H0536H13,6/22/2016,6/29/2016,6/29/2016,6/30/16 9:28,7/4/16 14:12,7/6/16 17:07,7/8/2016,ZSP1,1/1/2016,12/31/2016
000003075302,ZSP1,000000000010109008,NEORECOR 5000IU/.3ML 6 ASRG DEATBENL,5/30/2016,H6220H11,6/22/2016,6/27/2016,6/27/2016,6/27/16 11:48,6/30/16 9:04,7/1/16 16:23,7/4/2016,ZSP1,1/1/2016,12/31/2016
000003075435,ZSP1,000000000010159040,AVASTIN 100MG/4ML 1VIAL GB-IE,5/30/2016,B8013H12,6/22/2016,6/28/2016,6/28/2016,6/28/16 17:22,6/30/16 10:55,7/4/16 11:39,7/4/2016,ZSP1,1/1/2016,12/31/2016
000003076768,ZSP1,000000000010157511,BONDRONA 6MG/6ML 1VIAL TR,6/20/2016,H1083H21,6/22/2016,7/4/2016,7/4/2016,7/5/16 15:00,7/8/16 7:35,7/15/16 12:23,7/16/2016,ZSP1,1/1/2016,12/31/2016
000003076783,ZSP1,000000000010157511,BONDRONA 6MG/6ML 1VIAL TR,6/20/2016,H1084H12,6/22/2016,7/4/2016,7/4/2016,7/5/16 14:59,7/8/16 7:22,7/15/16 15:14,7/16/2016,ZSP1,1/1/2016,12/31/2016
000003075296,ZSP1,000000000010157511,BONDRONA 6MG/6ML 1VIAL TR,5/30/2016,H1087H03,6/22/2016,7/4/2016,7/4/2016,7/5/16 14:46,7/8/16 7:10,7/14/16 12:57,7/16/2016,ZSP1,1/1/2016,12/31/2016
000003075437,ZSP1,000000000010159237,HERCEPTI 150MG 1VILY IV FR-CLIN,5/30/2016,H4695H02,6/23/2016,6/23/2016,6/23/2016,6/24/16 9:24,6/28/16 10:51,7/5/16 17:46,7/6/2016,ZSP1,1/1/2016,12/31/2016
000003074142,ZSP1,000000000010159230,HERCEPTI 150MG 1VILY IV BG,5/4/2016,H4707H03,6/23/2016,6/23/2016,6/23/2016,6/24/16 9:22,6/28/16 14:42,7/4/16 11:08,7/4/2016,ZSP1,1/1/2016,12/31/2016
000003075448,ZSP1,000000000010159232,HERCEPTI 150MG 1VILY IV DE,5/30/2016,H4700H01,6/23/2016,7/4/2016,7/4/2016,7/5/16 14:45,7/12/16 8:08,7/14/16 12:38,7/16/2016,ZSP1,1/1/2016,12/31/2016
000003075461,ZSP1,000000000010159521,AVASTIN 400MG/16ML 1VIAL FR-CLIN,5/30/2016,B8020H01,6/23/2016,6/29/2016,6/29/2016,6/30/16 9:26,7/4/16 8:28,7/6/16 10:21,7/8/2016,ZSP1,1/1/2016,12/31/2016
000003075456,ZSP1,000000000010159517,AVASTIN 400MG/16ML 1VIAL DE,5/30/2016,B7222H05,6/23/2016,6/30/2016,6/30/2016,7/1/16 11:44,7/13/16 14:15,7/13/16 15:49,7/14/2016,ZSP1,1/1/2016,12/31/2016
000003074004,ZSP1,000000000010110660,NEORECOR 3000IU/.3ML 6 ASRG TR,5/2/2016,H0573H04,6/23/2016,6/27/2016,6/27/2016,6/28/16 17:40,6/30/16 10:38,6/30/16 16:07,6/30/2016,ZSP1,1/1/2016,12/31/2016
000003075500,ZSP1,000000000010159524,AVASTIN 400MG/16ML 1VIAL HU,5/30/2016,B7222H06,6/23/2016,6/30/2016,6/30/2016,7/1/16 11:29,7/5/16 14:50,7/8/16 9:58,7/12/2016,ZSP1,1/1/2016,12/31/2016
000003075501,ZSP1,000000000010159526,AVASTIN 400MG/16ML 1VIAL NL,5/30/2016,B7222H07,6/30/2016,7/1/2016,7/1/2016,7/4/16 8:53,7/6/16 9:59,7/12/16 9:00,7/12/2016,ZSP1,1/1/2016,12/31/2016
000003075466,ZSP1,000000000010159520,AVASTIN 400MG/16ML 1VIAL ES,5/30/2016,B8017H07,6/23/2016,6/29/2016,6/30/2016,7/1/16 11:32,7/6/16 9:48,7/8/16 11:22,7/12/2016,ZSP1,1/1/2016,12/31/2016
000003075468,ZSP1,000000000010159525,AVASTIN 400MG/16ML 1VIAL IT-CLIN,5/30/2016,B7222H08,6/23/2016,6/30/2016,7/1/2016,7/5/16 14:51,7/7/16 13:24,7/13/16 14:49,7/14/2016,ZSP1,1/1/2016,12/31/2016
000003075504,ZSP1,000000000010159539,AVASTIN 400MG/16ML 1VIAL HR,5/30/2016,B7222H09,6/23/2016,7/1/2016,7/1/2016,7/4/16 8:53,7/6/16 10:06,7/8/16 13:12,7/12/2016,ZSP1,1/1/2016,12/31/2016
000003075304,ZSP1,000000000010109000,NEORECOR 500IU/.3ML 6 ASRG CZSKHUSI,5/30/2016,H0578H10,6/23/2016,6/28/2016,6/28/2016,6/28/16 17:23,7/5/16 7:36,7/6/16 8:56,7/8/2016,ZSP1,1/1/2016,12/31/2016
000003075209,ZSP1,000000000010109002,NEORECOR 500IU/.3ML 6 ASRG ES-PT,5/19/2016,H0578H11,6/23/2016,6/28/2016,6/28/2016,6/29/16 15:33,7/5/16 13:57,7/7/16 9:09,7/12/2016,ZSP1,1/1/2016,12/31/2016
000003075323,ZSP1,000000000010109001,NEORECOR 500IU/.3ML 6 ASRG DEATBENL,5/30/2016,H0578H12,6/23/2016,6/28/2016,6/28/2016,6/29/16 15:30,7/5/16 14:11,7/6/16 9:26,7/8/2016,ZSP1,1/1/2016,12/31/2016
000003076772,ZSP1,000000000010109005,NEORECOR 500IU/.3ML 6 ASRG PL,6/23/2016,H0578H13,6/23/2016,6/28/2016,6/28/2016,6/29/16 15:29,7/5/16 14:08,7/7/16 9:57,7/12/2016,ZSP1,1/1/2016,12/31/2016
000003075325,ZSP1,000000000010109005,NEORECOR 500IU/.3ML 6 ASRG PL,5/30/2016,H0579H01,6/23/2016,6/28/2016,6/29/2016,6/29/16 15:28,7/1/16 8:57,7/4/16 13:03,7/4/2016,ZSP1,1/1/2016,12/31/2016
000003075210,ZSP1,000000000010108997,NEORECOR 4000IU/.3ML 6 ASRG RO-BG-PL,5/19/2016,H6265H01,6/23/2016,7/5/2016,7/5/2016,7/5/16 14:38,7/14/16 9:47,7/19/16 16:11,7/20/2016,ZSP1,1/1/2016,12/31/2016
000003075331,ZSP1,000000000010110626,RECORMON 2000IU/.3ML 6 ASRG RS,5/30/2016,H0846H01,6/23/2016,6/29/2016,6/29/2016,6/30/16 9:27,7/4/16 13:00,7/6/16 9:43,7/8/2016,ZSP1,1/1/2016,12/31/2016
000003075333,ZSP1,000000000010110644,RECORMON 2000IU/.3ML 6 ASRG CIS,5/30/2016,H0846H02,6/23/2016,6/29/2016,6/29/2016,6/30/16 9:32,7/4/16 13:17,7/6/16 9:54,7/8/2016,ZSP1,1/1/2016,12/31/2016
000003075361,ZSP1,000000000010142052,RECORMON 2000IU/0.3ML 6ASRG CO,5/30/2016,H0846H03,6/23/2016,6/29/2016,6/29/2016,6/30/16 9:25,7/4/16 8:47,7/6/16 15:10,7/8/2016,ZSP1,1/1/2016,12/31/2016
000003075809,ZSP1,000000000010159202,HERCEPTI 150MG 1VILY IV ELL,6/1/2016,N1050H10,6/24/2016,7/1/2016,7/1/2016,7/4/16 8:48,7/6/16 10:09,7/8/16 10:55,7/8/2016,ZSP1,1/1/2016,12/31/2016
000003075373,ZSP1,000000000010087940,MIRCERA 50MCG/.3ML 1 ASRG AR,5/30/2016,H0536H14,6/24/2016,6/29/2016,6/29/2016,6/30/16 9:27,7/4/16 13:16,7/6/16 11:26,7/6/2016,ZSP1,1/1/2016,12/31/2016
000003075811,ZSP1,000000000010159235,HERCEPTI 150MG 1VILY IV ELL,6/1/2016,H4709H03,6/24/2016,7/4/2016,7/4/2016,7/5/16 14:36,7/8/16 8:02,7/14/16 10:17,7/16/2016,ZSP1,1/1/2016,12/31/2016
000003075407,ZSP1,000000000010107352,MIRCERA 100MCG/.3ML 1 ASRG FE-36,5/30/2016,H0583H12,6/24/2016,7/4/2016,7/5/2016,7/5/16 14:36,7/8/16 7:40,7/14/16 14:07,7/16/2016,ZSP1,1/1/2016,12/31/2016
000003075525,ZSP1,000000000010159519,AVASTIN 400MG/16ML 1VIAL ELL,5/30/2016,B7222H10,6/24/2016,6/28/2016,6/29/2016,6/29/16 15:14,6/30/16 13:37,7/6/16 10:50,7/31/2016,ZSP1,1/1/2016,12/31/2016
000003075420,ZSP1,000000000010161795,MIRCERA 75MCG/0.3ML 1ASRG US-WDY,5/30/2016,H0583H04,6/24/2016,6/30/2016,6/30/2016,7/1/16 11:47,7/6/16 12:44,7/14/16 10:48,7/16/2016,ZSP1,1/1/2016,12/31/2016
000003075423,ZSP1,000000000010161795,MIRCERA 75MCG/0.3ML 1ASRG US-WDY,5/30/2016,H0584H01,6/24/2016,6/30/2016,7/4/2016,7/14/16 16:02,7/15/16 10:53,7/21/16 13:41,7/20/2016,ZSP1,1/1/2016,12/31/2016
000003075470,ZSP1,000000000010159535,AVASTIN 400MG/16ML 1VIAL RO,5/30/2016,B8020H02,6/24/2016,6/29/2016,6/29/2016,6/30/16 9:24,7/4/16 8:40,7/6/16 9:27,7/8/2016,ZSP1,1/1/2016,12/31/2016
000003075464,ZSP1,000000000010159515,AVASTIN 400MG/16ML 1VIAL BG,5/30/2016,B7222H11,6/24/2016,6/30/2016,6/30/2016,7/1/16 11:30,7/6/16 9:40,7/11/16 10:45,7/12/2016,ZSP1,1/1/2016,12/31/2016
000003075498,ZSP1,000000000010167307,NEORECOR 2000IU/0.3ML 6ASRG HR,5/30/2016,B2000H01,6/24/2016,7/1/2016,7/1/2016,7/4/16 8:52,7/6/16 10:35,7/11/16 14:52,7/12/2016,ZSP1,1/1/2016,12/31/2016
000003075544,ZSP1,000000000010167302,NEORECOR 2000IU/0.3ML 6ASRG FR,5/30/2016,B2000H02,6/24/2016,7/1/2016,7/1/2016,7/1/16 11:38,7/6/16 12:22,7/12/16 9:34,7/12/2016,ZSP1,1/1/2016,12/31/2016
000003075497,ZSP1,000000000010167296,NEORECOR 2000IU/0.3ML 6ASRG DEATBENL,5/30/2016,B2000H03,6/24/2016,7/1/2016,7/1/2016,7/4/16 8:53,7/6/16 8:07,7/12/16 9:38,7/12/2016,ZSP1,1/1/2016,12/31/2016
000003075560,ZSP1,000000000010167305,NEORECOR 2000IU/0.3ML 6ASRG RO-BG-PL,5/30/2016,B2000H04,6/24/2016,6/29/2016,6/30/2016,7/1/16 11:29,7/4/16 10:01,7/7/16 9:41,7/8/2016,ZSP1,1/1/2016,12/31/2016
000003075539,ZSP1,000000000010167295,NEORECOR 2000IU/.3ML 6 ASRG CZSKHUSI,5/30/2016,B2001H01,6/24/2016,6/30/2016,6/30/2016,7/1/16 11:24,7/5/16 14:36,7/8/16 9:50,7/12/2016,ZSP1,1/1/2016,12/31/2016
000003075543,ZSP1,000000000010167303,NEORECOR 2000IU/0.3ML 6ASRG GB-IE-GRCY,5/30/2016,B2001H02,6/24/2016,6/30/2016,7/1/2016,7/1/16 11:42,7/5/16 14:29,7/8/16 10:06,7/12/2016,ZSP1,1/1/2016,12/31/2016
000003075451,ZSP1,000000000010159239,HERCEPTI 150MG 1VILY IV GB-IE,5/30/2016,H4710H01,6/27/2016,7/5/2016,7/5/2016,7/5/16 13:14,7/7/16 9:33,7/7/16 12:26,7/8/2016,ZSP1,1/1/2016,12/31/2016
000003075868,ZSP1,000000000010159239,HERCEPTI 150MG 1VILY IV GB-IE,6/2/2016,H4707H04,6/27/2016,7/5/2016,7/5/2016,7/5/16 14:31,7/6/16 8:54,7/13/16 13:44,7/12/2016,ZSP1,1/1/2016,12/31/2016
000003075259,ZSP1,000000000010108935,NEORECOR 50000IU 1VILY IT-PU,5/30/2016,H0704H03,6/27/2016,6/30/2016,7/4/2016,7/5/16 14:59,,,7/12/2016,ZSP1,1/1/2016,12/31/2016
000003076053,ZSP1,000000000010142033,MIRCERA 100MCG/0.3ML 1ASRG EC,6/7/2016,H0583H13,6/27/2016,7/5/2016,7/5/2016,7/6/16 15:26,7/12/16 14:25,7/18/16 11:04,7/18/2016,ZSP1,1/1/2016,12/31/2016
000003075356,ZSP1,000000000010095629,MIRCERA 100MCG/.3ML 1 ASRG FR,5/30/2016,H0583H14,6/27/2016,7/5/2016,7/5/2016,7/6/16 15:27,7/12/16 8:51,7/18/16 12:23,7/18/2016,ZSP1,1/1/2016,12/31/2016
000003075385,ZSP1,000000000010098942,MIRCERA 100MCG/.3ML 1 ASRG DE,5/30/2016,H0583H15,6/27/2016,7/5/2016,7/5/2016,7/6/16 15:26,7/12/16 14:04,7/19/16 14:56,7/20/2016,ZSP1,1/1/2016,12/31/2016
000003075355,ZSP1,000000000010095636,MIRCERA 120MCG/.3ML 1 ASRG BE-NL,5/30/2016,H0549H14,6/27/2016,7/5/2016,7/5/2016,7/6/16 15:25,7/11/16 10:07,7/13/16 13:07,7/12/2016,ZSP1,1/1/2016,12/31/2016
000003075384,ZSP1,000000000010098943,MIRCERA 120MCG/0.3ML 1ASRG DE,5/30/2016,H0549H15,6/27/2016,7/5/2016,7/6/2016,7/6/16 15:17,7/12/16 9:25,7/18/16 16:22,7/18/2016,ZSP1,1/1/2016,12/31/2016
000003075415,ZSP1,000000000010121904,MIRCERA 75MCG/.3ML 1 ASRG ZA,5/30/2016,H0579H47,6/27/2016,7/4/2016,7/4/2016,7/4/16 16:48,7/7/16 13:31,7/14/16 10:32,7/16/2016,ZSP1,1/1/2016,12/31/2016
000003077111,ZSP1,000000000010167299,NEORECOR 2000IU/0.3ML 6ASRG ELL,6/27/2016,B2001H03,6/27/2016,7/1/2016,7/1/2016,7/1/16 11:39,7/5/16 14:23,7/7/16 13:18,7/8/2016,ZSP1,1/1/2016,12/31/2016
000003075545,ZSP1,000000000010167345,NEORECOR 4000IU/0.3ML 6ASRG GB-IE-GRCY,5/30/2016,B2000H01,6/27/2016,7/1/2016,7/4/2016,7/4/16 8:47,7/5/16 14:25,7/14/16 15:49,7/16/2016,ZSP1,1/1/2016,12/31/2016
000003075495,ZSP1,000000000010167347,NEORECOR 4000IU/0.3ML 6ASRG RO-BG-PL,5/30/2016,B2000H02,6/27/2016,7/4/2016,7/4/2016,7/7/16 11:04,7/11/16 13:40,7/29/16 15:27,7/31/2016,ZSP1,1/1/2016,12/31/2016
000003075540,ZSP1,000000000010167342,NEORECOR 4000IU/0.3ML 6ASRG ELL,5/30/2016,B2000H03,6/27/2016,7/4/2016,7/4/2016,7/4/16 11:06,7/6/16 9:14,7/13/16 15:11,7/14/2016,ZSP1,1/1/2016,12/31/2016
000003076786,ZSP1,000000000010108991,NEORECOR 4000IU/.3ML 6 ASRG DEATBENL,6/23/2016,H0674H09,6/27/2016,7/4/2016,7/4/2016,7/4/16 16:59,7/6/16 13:03,7/12/16 14:39,7/12/2016,ZSP1,1/1/2016,12/31/2016
000003075303,ZSP1,000000000010108991,NEORECOR 4000IU/.3ML 6 ASRG DEATBENL,5/30/2016,H0675H01,6/27/2016,7/4/2016,7/5/2016,7/5/16 14:40,7/14/16 9:31,7/15/16 11:33,7/18/2016,ZSP1,1/1/2016,12/31/2016
000003075519,ZSP1,000000000010168753,ROACTEM 80MG/4ML 1VIAL IV FR-CLINCHU,5/30/2016,B1027H13,6/27/2016,7/6/2016,7/6/2016,7/7/16 11:57,7/11/16 9:29,7/15/16 15:11,7/18/2016,ZSP1,1/1/2016,12/31/2016
000003075524,ZSP1,000000000010168756,ROACTEM 80MG/4ML 1VIAL IV IE,5/30/2016,B1027H14,6/27/2016,7/6/2016,7/6/2016,7/7/16 11:56,7/11/16 9:42,7/14/16 12:06,7/16/2016,ZSP1,1/1/2016,12/31/2016
000003075478,ZSP1,000000000010168763,ROACTEM 80MG/4ML 1VIAL IV SI,5/30/2016,B1027H15,7/5/2016,7/6/2016,7/6/2016,7/7/16 11:56,7/11/16 9:52,7/15/16 15:18,7/18/2016,ZSP1,1/1/2016,12/31/2016
000003075397,ZSP1,000000000010142037,MIRCERA 150MCG/0.3ML 1ASRG CL,5/30/2016,H0554H25,6/28/2016,7/6/2016,7/6/2016,7/6/16 14:36,7/12/16 14:47,7/14/16 14:16,7/16/2016,ZSP1,1/1/2016,12/31/2016
000003076924,ZSP1,000000000010095581,MIRCERA 360MCG/0.6ML 1ASRG IT-PU,6/27/2016,H0021H16,6/28/2016,7/6/2016,7/6/2016,7/7/16 11:54,7/14/16 9:41,7/19/16 15:35,7/20/2016,ZSP1,1/1/2016,12/31/2016
000003076994,ZSP1,000000000010134307,MIRCERA 360MCG/0.6ML 1ASRG ZA,6/27/2016,H0021H17,6/28/2016,7/7/2016,7/7/2016,7/7/16 11:53,7/14/16 13:13,7/19/16 11:31,7/20/2016,ZSP1,1/1/2016,12/31/2016
000003077023,ZSP1,000000000010147694,MIRCERA 100MCG/0.3ML 3ASRG CIS,6/27/2016,H0583/02,6/28/2016,7/15/2016,7/15/2016,7/18/16 14:33,7/20/16 10:32,7/27/16 11:24,7/28/2016,ZSP1,1/1/2016,12/31/2016
000003077246,ZSP1,000000000010133182,RECORMON 2000IU/0.3ML 6ASRG MY,6/28/2016,H6319H03,6/28/2016,7/1/2016,7/1/2016,7/4/16 8:49,7/6/16 9:01,7/11/16 13:17,7/12/2016,ZSP1,1/1/2016,12/31/2016
000003074185,ZSP1,000000000010159245,HERCEPTI 150MG 1VILY IV IT-CLIN,5/4/2016,H4695H03,6/29/2016,7/1/2016,7/1/2016,7/4/16 8:49,7/6/16 9:31,7/8/16 10:45,7/8/2016,ZSP1,1/1/2016,12/31/2016
000003074145,ZSP1,000000000010159245,HERCEPTI 150MG 1VILY IV IT-CLIN,5/4/2016,H4700H02,6/29/2016,7/1/2016,7/4/2016,7/5/16 14:50,7/7/16 13:16,7/12/16 9:10,7/12/2016,ZSP1,1/1/2016,12/31/2016
000003075886,ZSP1,000000000010159245,HERCEPTI 150MG 1VILY IV IT-CLIN,6/2/2016,H4701H01,6/29/2016,7/4/2016,7/4/2016,7/5/16 14:49,7/7/16 9:41,7/13/16 13:28,7/12/2016,ZSP1,1/1/2016,12/31/2016
000003075450,ZSP1,000000000010159245,HERCEPTI 150MG 1VILY IV IT-CLIN,5/30/2016,H4709H05,6/29/2016,7/4/2016,7/4/2016,7/4/16 16:50,7/6/16 10:17,7/12/16 9:18,7/12/2016,ZSP1,1/1/2016,12/31/2016
000003076083,ZSP1,000000000010159245,HERCEPTI 150MG 1VILY IV IT-CLIN,6/8/2016,H4710H02,6/29/2016,7/4/2016,7/4/2016,7/5/16 14:46,7/11/16 8:00,7/14/16 9:07,7/16/2016,ZSP1,1/1/2016,12/31/2016
000003076068,ZSP1,000000000010159232,HERCEPTI 150MG 1VILY IV DE,6/8/2016,H4701H02,6/29/2016,7/4/2016,7/4/2016,7/5/16 14:43,7/12/16 9:37,7/14/16 12:41,7/16/2016,ZSP1,1/1/2016,12/31/2016
000003075316,ZSP1,000000000010144936,NEORECOR 10000IU/.6ML 6 ASRG HR,5/30/2016,H0639H06,6/29/2016,7/6/2016,7/6/2016,7/6/16 15:18,7/7/16 13:13,7/25/16 17:37,7/26/2016,ZSP1,1/1/2016,12/31/2016
000003075328,ZSP1,000000000010110598,NEORECOR 6000IU/0.3ML 6ASRG AU-NZ,5/30/2016,H0617H05,6/29/2016,7/6/2016,7/6/2016,7/6/16 14:15,7/11/16 10:22,7/13/16 15:32,7/14/2016,ZSP1,1/1/2016,12/31/2016
000003074634,ZSP1,000000000010109021,NEORECOR 6000IU/.3ML 6 ASRG ELL,5/9/2016,H6216H10,6/29/2016,7/6/2016,7/6/2016,7/6/16 14:15,7/12/16 9:26,7/14/16 12:24,7/16/2016,ZSP1,1/1/2016,12/31/2016
000003075200,ZSP1,000000000010122503,NEORECOR 5000IU/0.3ML 1ASRG IN,5/19/2016,H0654H06,6/29/2016,7/6/2016,7/7/2016,7/7/16 11:55,7/11/16 10:40,7/14/16 15:16,7/16/2016,ZSP1,1/1/2016,12/31/2016
000003074894,ZSP1,000000000010109013,NEORECOR 5000IU/.3ML 1 ASRG IT-PU,5/12/2016,H6220H12,6/29/2016,7/7/2016,7/7/2016,7/8/16 12:00,7/11/16 13:20,7/12/16 12:36,7/12/2016,ZSP1,1/1/2016,12/31/2016
