,process_order_number,order_type_packaging_or_repackaging_field,material_number,product,product_name,process_order_creation_date,batch_number,process_order_release_date,packaging_line_start,packaging_line_finish,packaging_final_check_date,brr_start_date,brr_end_date,qa_release_date,po_create_to_po_release,po_release_to_pkg_start,pkg_start_to_pkg_finish,pkg_finish_to_pkg_final_check,pkg_final_check_to_brr_begin,brr_begin_to_brr_finish,brr_finish_to_qp_release
1485,3075526,ZSP1,10159522,AVASTIN,AVASTIN 400MG/16ML 1VIAL GB-IE,2016-05-30 00:00:00,B8017H03,2016-06-08 00:00:00,2016-06-13 00:00:00,2016-06-14 00:00:00,2016-06-14 13:09:00,2016-06-16 14:04:00,2016-06-17 09:36:00,2016-06-17 00:00:00,9.0,5.0,1.0,0.5479166666666667,2.0381944444444446,0.8138888888888889,-0.4
1486,3075527,ZSP1,10169193,PERJETA,PERJETA 420MG/14ML 1VIAL DE,2016-05-30 00:00:00,H0162H01,2016-07-01 00:00:00,2016-07-07 00:00:00,2016-07-08 00:00:00,2016-07-11 09:53:00,2016-07-14 10:55:00,2016-07-18 16:11:00,2016-07-18 00:00:00,32.0,6.0,1.0,3.4118055555555555,3.0430555555555556,4.219444444444444,-0.6743055555555556
1487,3075528,ZSP1,10169194,PERJETA,PERJETA 420MG/14ML 1VIAL DK-NO-IS,2016-05-30 00:00:00,H0162H06,2016-07-01 00:00:00,2016-07-11 00:00:00,2016-07-11 00:00:00,2016-07-11 09:49:00,2016-07-14 15:16:00,2016-07-20 17:04:00,2016-07-21 00:00:00,32.0,10.0,0.0,0.40902777777777777,3.2270833333333333,6.075,0.28888888888888886
1488,3075529,ZSP1,10169197,PERJETA,PERJETA 420MG/14ML 1VIAL FR-CLIN,2016-05-30 00:00:00,H0162H04,2016-07-01 00:00:00,2016-07-08 00:00:00,2016-07-08 00:00:00,2016-07-12 13:35:00,2016-07-18 09:14:00,2016-07-19 12:13:00,2016-07-19 00:00:00,32.0,7.0,0.0,4.565972222222222,5.81875,1.1243055555555554,-0.5090277777777777
1489,3075530,ZSP1,10169195,PERJETA,PERJETA 420MG/14ML 1VIAL ELL,2016-05-30 00:00:00,H0156H15,2016-06-17 00:00:00,2016-06-27 00:00:00,2016-06-27 00:00:00,2016-06-28 17:44:00,2016-07-04 09:09:00,2016-07-04 15:38:00,2016-07-04 00:00:00,18.0,10.0,0.0,1.738888888888889,5.642361111111111,0.2701388888888889,-0.6513888888888889
1490,3075531,ZSP1,10169204,PERJETA,PERJETA 420MG/14ML 1VIAL PT,2016-05-30 00:00:00,H0156H16,2016-06-17 00:00:00,2016-06-27 00:00:00,2016-06-27 00:00:00,2016-06-28 17:46:00,2016-06-30 11:59:00,2016-07-04 11:56:00,2016-07-04 00:00:00,18.0,10.0,0.0,1.7402777777777778,1.7590277777777779,3.997916666666667,-0.49722222222222223
1491,3075532,ZSP1,10169196,PERJETA,PERJETA 420MG/14ML 1VIAL ES,2016-05-30 00:00:00,H0156H19,2016-06-17 00:00:00,2016-06-27 00:00:00,2016-06-27 00:00:00,2016-06-28 17:41:00,2016-07-04 09:18:00,2016-07-04 16:01:00,2016-07-04 00:00:00,18.0,10.0,0.0,1.7368055555555555,5.6506944444444445,0.2798611111111111,-0.6673611111111111
1492,3075533,ZSP1,10169210,PERJETA,PERJETA 420MG/14ML 1VIAL HR,2016-05-30 00:00:00,H0156H18,2016-06-17 00:00:00,2016-06-27 00:00:00,2016-06-27 00:00:00,2016-06-28 17:42:00,2016-06-30 11:37:00,2016-07-01 11:08:00,2016-07-01 00:00:00,18.0,10.0,0.0,1.7375,1.7465277777777777,0.9798611111111111,-0.4638888888888889
1494,3075535,ZSP1,10169196,PERJETA,PERJETA 420MG/14ML 1VIAL ES,2016-05-30 00:00:00,H0156H20,2016-06-17 00:00:00,2016-06-27 00:00:00,2016-06-27 00:00:00,2016-06-28 17:40:00,2016-07-04 09:30:00,2016-07-06 11:16:00,2016-07-06 00:00:00,18.0,10.0,0.0,1.7361111111111112,5.659722222222222,2.073611111111111,-0.46944444444444444
1496,3075537,ZSP1,10169196,PERJETA,PERJETA 420MG/14ML 1VIAL ES,2016-05-30 00:00:00,H0162H05,2016-07-01 00:00:00,2016-07-08 00:00:00,2016-07-28 00:00:00,2016-07-11 09:50:00,2016-07-14 14:22:00,2016-07-15 15:32:00,2016-07-18 00:00:00,32.0,7.0,20.0,-16.59027777777778,3.188888888888889,1.0486111111111112,2.352777777777778
1497,3075539,ZSP1,10167295,NEORECORMON,NEORECOR 2000IU/.3ML 6 ASRG CZSKHUSI,2016-05-30 00:00:00,B2001H01,2016-06-24 00:00:00,2016-06-30 00:00:00,2016-06-30 00:00:00,2016-07-01 11:24:00,2016-07-05 14:36:00,2016-07-08 09:50:00,2016-07-11 00:00:00,25.0,6.0,0.0,1.475,4.133333333333334,2.801388888888889,2.5902777777777777
1498,3075540,ZSP1,10167342,NEORECORMON,NEORECOR 4000IU/0.3ML 6ASRG ELL,2016-05-30 00:00:00,B2000H03,2016-06-27 00:00:00,2016-07-04 00:00:00,2016-07-04 00:00:00,2016-07-04 11:06:00,2016-07-06 09:14:00,2016-07-13 15:11:00,2016-07-14 00:00:00,28.0,7.0,0.0,0.4625,1.9222222222222223,7.247916666666667,0.36736111111111114
1499,3075541,ZSP1,10168710,ACTEMRA,ROACTEM 200MG/10ML 1VIAL IV SE,2016-05-30 00:00:00,B3007H06,2016-06-21 00:00:00,2016-06-27 00:00:00,2016-06-27 00:00:00,2016-06-27 11:48:00,2016-06-30 08:47:00,2016-07-06 16:23:00,2016-07-07 00:00:00,22.0,6.0,0.0,0.49166666666666664,2.8743055555555554,6.316666666666666,0.3173611111111111
1500,3075542,ZSP1,10167343,NEORECORMON,NEORECOR 4000IU/0.3ML 6ASRG ES-PT,2016-05-30 00:00:00,B2000H05,2016-07-04 00:00:00,2016-07-14 00:00:00,2016-07-15 00:00:00,2016-07-15 12:05:00,2016-07-20 09:19:00,2016-07-22 13:21:00,2016-07-25 00:00:00,35.0,10.0,1.0,0.5034722222222222,4.884722222222222,2.1680555555555556,2.44375
1501,3075543,ZSP1,10167303,NEORECORMON,NEORECOR 2000IU/0.3ML 6ASRG GB-IE-GRCY,2016-05-30 00:00:00,B2001H02,2016-06-24 00:00:00,2016-06-30 00:00:00,2016-07-01 00:00:00,2016-07-01 11:42:00,2016-07-05 14:29:00,2016-07-08 10:06:00,2016-07-11 00:00:00,25.0,6.0,1.0,0.4875,4.115972222222222,2.817361111111111,2.5791666666666666
1502,3075544,ZSP1,10167302,NEORECORMON,NEORECOR 2000IU/0.3ML 6ASRG FR,2016-05-30 00:00:00,B2000H02,2016-06-24 00:00:00,2016-07-01 00:00:00,2016-07-01 00:00:00,2016-07-01 11:38:00,2016-07-06 12:22:00,2016-07-12 09:34:00,2016-07-13 00:00:00,25.0,7.0,0.0,0.4847222222222222,5.030555555555556,5.883333333333334,0.6013888888888889
1503,3075545,ZSP1,10167345,NEORECORMON,NEORECOR 4000IU/0.3ML 6ASRG GB-IE-GRCY,2016-05-30 00:00:00,B2000H01,2016-06-27 00:00:00,2016-07-01 00:00:00,2016-07-04 00:00:00,2016-07-04 08:47:00,2016-07-05 14:25:00,2016-07-14 15:49:00,2016-07-15 00:00:00,28.0,4.0,3.0,0.3659722222222222,1.2347222222222223,9.058333333333334,0.34097222222222223
1504,3075546,ZSP1,10168711,ACTEMRA,ROACTEM 200MG/10ML 1VIAL IV SI,2016-05-30 00:00:00,B3007H08,2016-07-05 00:00:00,2016-07-07 00:00:00,2016-07-07 00:00:00,2016-07-08 12:07:00,2016-07-12 13:38:00,2016-07-14 15:28:00,2016-07-15 00:00:00,36.0,2.0,0.0,1.5048611111111112,4.063194444444444,2.076388888888889,0.35555555555555557
1505,3075560,ZSP1,10167305,NEORECORMON,NEORECOR 2000IU/0.3ML 6ASRG RO-BG-PL,2016-05-30 00:00:00,B2000H04,2016-06-24 00:00:00,2016-06-29 00:00:00,2016-06-30 00:00:00,2016-07-01 11:29:00,2016-07-04 10:01:00,2016-07-07 09:41:00,2016-07-08 00:00:00,25.0,5.0,1.0,1.4784722222222222,2.938888888888889,2.986111111111111,0.5965277777777778
1506,3075561,ZSP1,10167333,NEORECORMON,NEORECOR 5000IU/0.3ML 6ASRG GB-IE-GRCY,2016-05-30 00:00:00,B2000H02,2016-07-04 00:00:00,2016-07-15 00:00:00,2016-07-15 00:00:00,2016-07-18 14:44:00,2016-07-20 10:12:00,2016-07-28 09:45:00,2016-07-29 00:00:00,35.0,11.0,0.0,3.613888888888889,1.8111111111111111,7.98125,0.59375
1507,3075562,ZSP1,10167368,NEORECORMON,NEORECOR 3000IU/0.3ML 1ASRG FR-CLIN,2016-05-30 00:00:00,B2000H05,2016-06-30 00:00:00,2016-07-08 00:00:00,2016-07-08 00:00:00,2016-07-11 09:47:00,2016-07-15 09:26:00,2016-07-20 13:11:00,2016-07-21 00:00:00,31.0,8.0,0.0,3.407638888888889,3.9854166666666666,5.15625,0.45069444444444445
1508,3075563,ZSP1,10167311,NEORECORMON,NEORECOR 3000IU/0.3ML 6ASRG ES-PT,2016-05-30 00:00:00,B2000H04,2016-06-30 00:00:00,2016-07-05 00:00:00,2016-07-06 00:00:00,2016-07-06 15:22:00,2016-07-13 14:44:00,2016-07-14 14:26:00,2016-07-15 00:00:00,31.0,5.0,1.0,0.6402777777777777,6.973611111111111,0.9875,0.39861111111111114
1509,3075564,ZSP1,10167314,NEORECORMON,NEORECOR 3000IU/0.3ML 6ASRG GB-IE-GRCY,2016-05-30 00:00:00,B2000H03,2016-06-30 00:00:00,2016-07-05 00:00:00,2016-07-05 00:00:00,2016-07-06 15:24:00,2016-07-12 08:51:00,2016-08-11 12:06:00,2016-08-12 00:00:00,31.0,5.0,0.0,1.6416666666666666,5.727083333333334,30.135416666666668,0.49583333333333335
1510,3075565,ZSP1,10167339,NEORECORMON,NEORECOR 4000IU/0.3ML 1ASRG IT-PU,2016-05-30 00:00:00,B2000H04,2016-07-04 00:00:00,2016-07-12 00:00:00,2016-07-12 00:00:00,2016-07-13 18:27:00,2016-07-18 12:28:00,2016-07-20 15:56:00,2016-07-21 00:00:00,35.0,8.0,0.0,1.76875,4.750694444444444,2.1444444444444444,0.33611111111111114
1511,3075566,ZSP1,10167335,NEORECORMON,NEORECOR 5000IU/0.3ML 6ASRG RO-BG-PL,2016-05-30 00:00:00,B2000H01,2016-06-30 00:00:00,2016-07-06 00:00:00,2016-07-06 00:00:00,2016-07-06 14:13:00,2016-07-12 13:13:00,2016-07-18 17:18:00,2016-07-20 00:00:00,31.0,6.0,0.0,0.5923611111111111,5.958333333333333,6.170138888888889,1.2791666666666666
1512,3075567,ZSP1,10167370,NEORECORMON,NEORECOR 3000IU/.3ML 1 ASRG IT-PU,2016-05-30 00:00:00,B2000H06,2016-06-30 00:00:00,2016-07-10 00:00:00,2016-07-11 00:00:00,2016-07-12 13:42:00,2016-07-15 14:35:00,2016-08-01 11:44:00,2016-08-02 00:00:00,31.0,10.0,1.0,1.5708333333333333,3.0368055555555555,16.88125,0.5111111111111111
1514,3075597,ZSP1,10126180,BONDRONAT,BONDRONA 6MG/6ML 1VIAL ZA,2016-05-30 00:00:00,H1083H22,2016-07-04 00:00:00,2016-07-05 00:00:00,2016-07-05 00:00:00,2016-07-06 15:29:00,2016-07-12 09:48:00,2016-07-18 15:56:00,2016-07-18 00:00:00,35.0,1.0,0.0,1.645138888888889,5.763194444444444,6.2555555555555555,-0.6638888888888889
1515,3075707,ZSP1,10169201,PERJETA,PERJETA 420MG/14ML 1VIAL IT-CLIN,2016-05-31 00:00:00,H0162H07,2016-07-01 00:00:00,2016-07-08 00:00:00,2016-07-08 00:00:00,2016-07-11 09:51:00,2016-07-14 15:27:00,2016-07-19 15:00:00,2016-07-20 00:00:00,31.0,7.0,0.0,3.410416666666667,3.2333333333333334,4.98125,0.375
1516,3075755,ZSP1,10160545,NEORECORMON,NEORECOR 10000IU/0.6ML 6ASRG ME,2016-05-31 00:00:00,H0639H02,2016-05-31 00:00:00,2016-06-08 00:00:00,2016-06-08 00:00:00,2016-06-08 13:26:00,2016-06-14 09:12:00,2016-06-20 10:30:00,2016-06-21 00:00:00,0.0,8.0,0.0,0.5597222222222222,5.823611111111111,6.054166666666666,0.5625
1517,3075809,ZSP1,10159202,HERCEPTIN,HERCEPTI 150MG 1VILY IV ELL,2016-06-01 00:00:00,N1050H10,2016-06-24 00:00:00,2016-07-01 00:00:00,2016-07-01 00:00:00,2016-07-04 08:48:00,2016-07-06 10:09:00,2016-07-08 10:55:00,2016-07-08 00:00:00,23.0,7.0,0.0,3.3666666666666667,2.05625,2.0319444444444446,-0.4548611111111111
1518,3075810,ZSP1,10159226,HERCEPTIN,HERCEPTI 150MG 1VILY IV AT,2016-06-01 00:00:00,H4709H06,2016-07-01 00:00:00,2016-07-04 00:00:00,2016-07-05 00:00:00,2016-07-05 14:32:00,2016-07-11 07:52:00,2016-07-15 11:47:00,2016-07-15 00:00:00,30.0,3.0,1.0,0.6055555555555555,5.722222222222222,4.163194444444445,-0.4909722222222222
1519,3075811,ZSP1,10159235,HERCEPTIN,HERCEPTI 150MG 1VILY IV ELL,2016-06-01 00:00:00,H4709H03,2016-06-24 00:00:00,2016-07-04 00:00:00,2016-07-04 00:00:00,2016-07-05 14:36:00,2016-07-08 08:02:00,2016-07-14 10:17:00,2016-07-15 00:00:00,23.0,10.0,0.0,1.6083333333333334,2.7263888888888888,6.09375,0.5715277777777777
1520,3075814,ZSP1,10129627,BONVIVA,BONVIVA 3MG/3ML 1ASRG KR,2016-06-01 00:00:00,H6272H07,2016-06-08 00:00:00,2016-06-15 00:00:00,2016-06-16 00:00:00,2016-06-16 15:07:00,2016-06-20 08:47:00,2016-06-21 10:50:00,2016-06-21 00:00:00,7.0,7.0,1.0,0.6298611111111111,3.736111111111111,1.0854166666666667,-0.4513888888888889
1521,3075867,ZSP1,10159232,HERCEPTIN,HERCEPTI 150MG 1VILY IV DE,2016-06-02 00:00:00,H4694H04,2016-06-15 00:00:00,2016-06-22 00:00:00,2016-06-23 00:00:00,2016-06-24 09:30:00,2016-06-30 12:13:00,2016-07-13 13:12:00,2016-07-13 00:00:00,13.0,7.0,1.0,1.3958333333333333,6.113194444444445,13.040972222222223,-0.55
1522,3075868,ZSP1,10159239,HERCEPTIN,HERCEPTI 150MG 1VILY IV GB-IE,2016-06-02 00:00:00,H4707H04,2016-06-27 00:00:00,2016-07-05 00:00:00,2016-07-05 00:00:00,2016-07-05 14:31:00,2016-07-06 08:54:00,2016-07-13 13:44:00,2016-07-13 00:00:00,25.0,8.0,0.0,0.6048611111111111,0.7659722222222223,7.201388888888889,-0.5722222222222222
1523,3075886,ZSP1,10159245,HERCEPTIN,HERCEPTI 150MG 1VILY IV IT-CLIN,2016-06-02 00:00:00,H4701H01,2016-06-29 00:00:00,2016-07-04 00:00:00,2016-07-04 00:00:00,2016-07-05 14:49:00,2016-07-07 09:41:00,2016-07-13 13:28:00,2016-07-13 00:00:00,27.0,5.0,0.0,1.617361111111111,1.7861111111111112,6.157638888888889,-0.5611111111111111
1525,3076018,ZSP1,10065283,BONDRONAT,BONDRONA 6MG/6ML 5VIAL SI,2016-06-06 00:00:00,H1084H11,2016-06-06 00:00:00,2016-06-13 00:00:00,2016-06-13 00:00:00,2016-06-13 14:15:00,2016-06-14 10:48:00,2016-06-16 09:34:00,2016-06-16 00:00:00,0.0,7.0,0.0,0.59375,0.85625,1.948611111111111,-0.39861111111111114
1526,3076030,ZSP1,10110667,MIRCERA,MIRCERA 50MCG/.3ML 1 ASRG IN,2016-06-06 00:00:00,H0534H34,2016-06-07 00:00:00,2016-06-08 00:00:00,2016-06-09 00:00:00,2016-06-09 13:09:00,2016-06-14 09:35:00,2016-06-14 11:11:00,2016-06-14 00:00:00,1.0,1.0,1.0,0.5479166666666667,4.851388888888889,0.06666666666666667,-0.46597222222222223
1528,3076039,ZSP1,10159519,AVASTIN,AVASTIN 400MG/16ML 1VIAL ELL,2016-06-07 00:00:00,B7222H01,2016-06-16 00:00:00,2016-06-20 00:00:00,2016-06-20 00:00:00,2016-06-21 11:50:00,2016-06-23 09:32:00,2016-06-28 09:43:00,2016-06-28 00:00:00,9.0,4.0,0.0,1.4930555555555556,1.9041666666666666,5.007638888888889,-0.4048611111111111
1529,3076053,ZSP1,10142033,MIRCERA,MIRCERA 100MCG/0.3ML 1ASRG EC,2016-06-07 00:00:00,H0583H13,2016-06-27 00:00:00,2016-07-05 00:00:00,2016-07-05 00:00:00,2016-07-06 15:26:00,2016-07-12 14:25:00,2016-07-18 11:04:00,2016-07-18 00:00:00,20.0,8.0,0.0,1.6430555555555555,5.957638888888889,5.860416666666667,-0.46111111111111114
1530,3076068,ZSP1,10159232,HERCEPTIN,HERCEPTI 150MG 1VILY IV DE,2016-06-08 00:00:00,H4701H02,2016-06-29 00:00:00,2016-07-04 00:00:00,2016-07-04 00:00:00,2016-07-05 14:43:00,2016-07-12 09:37:00,2016-07-14 12:41:00,2016-07-15 00:00:00,21.0,5.0,0.0,1.6131944444444444,6.7875,2.1277777777777778,0.47152777777777777
1531,3076072,ZSP1,10140399,BONVIVA,BONVIVA 3MG/3ML 1ASRG PE,2016-06-08 00:00:00,H6276H06,2016-06-20 00:00:00,2016-06-21 00:00:00,2016-06-21 00:00:00,2016-06-21 11:43:00,2016-07-01 08:42:00,2016-07-15 14:58:00,2016-07-15 00:00:00,12.0,1.0,0.0,0.48819444444444443,9.874305555555555,14.261111111111111,-0.6236111111111111
1532,3076083,ZSP1,10159245,HERCEPTIN,HERCEPTI 150MG 1VILY IV IT-CLIN,2016-06-08 00:00:00,H4710H02,2016-06-29 00:00:00,2016-07-04 00:00:00,2016-07-04 00:00:00,2016-07-05 14:46:00,2016-07-11 08:00:00,2016-07-14 09:07:00,2016-07-15 00:00:00,21.0,5.0,0.0,1.6152777777777778,5.718055555555556,3.046527777777778,0.6201388888888889
1533,3076111,ZSP1,10095660,MIRCERA,MIRCERA 200MCG/.3ML 1 ASRG GB-IE-GRCY,2016-06-09 00:00:00,H0551H28,2016-06-09 00:00:00,2016-06-14 00:00:00,2016-06-14 00:00:00,2016-06-15 11:03:00,2016-06-17 15:02:00,2016-06-21 16:10:00,2016-06-21 00:00:00,0.0,5.0,0.0,1.4604166666666667,2.1659722222222224,4.0472222222222225,-0.6736111111111112
1534,3076131,ZSP1,10159252,HERCEPTIN,HERCEPTI 150MG 1VILY IV PT,2016-06-09 00:00:00,H4709H02,2016-06-17 00:00:00,2016-06-23 00:00:00,2016-06-23 00:00:00,2016-06-24 09:22:00,2016-06-28 14:22:00,2016-06-29 15:56:00,2016-06-29 00:00:00,8.0,6.0,0.0,1.3902777777777777,4.208333333333333,1.0652777777777778,-0.6638888888888889
1535,3076173,ZSP1,10161796,MIRCERA,MIRCERA 100MCG/0.3ML 1ASRG US-WDY,2016-06-10 00:00:00,H0582H02,2016-06-10 00:00:00,2016-06-14 00:00:00,2016-06-14 00:00:00,2016-06-15 11:01:00,2016-06-20 08:16:00,2016-06-23 12:02:00,2016-06-24 00:00:00,0.0,4.0,0.0,1.4590277777777778,4.885416666666667,3.1569444444444446,0.4986111111111111
1536,3076331,ZSP1,10169206,PERJETA,PERJETA 420MG/14ML 1VIAL SE-FI,2016-06-13 00:00:00,H0156H14,2016-06-14 00:00:00,2016-06-16 00:00:00,2016-06-16 00:00:00,2016-06-16 15:02:00,2016-06-17 10:56:00,2016-06-20 10:51:00,2016-06-20 00:00:00,1.0,2.0,0.0,0.6263888888888889,0.8291666666666667,2.9965277777777777,-0.45208333333333334
1537,3076341,ZSP1,10133182,NEORECORMON,RECORMON 2000IU/0.3ML 6ASRG MY,2016-06-13 00:00:00,H6320H03,2016-06-16 00:00:00,2016-06-21 00:00:00,2016-06-21 00:00:00,2016-06-22 15:21:00,2016-06-27 12:29:00,2016-07-13 10:50:00,2016-07-14 00:00:00,3.0,5.0,0.0,1.6395833333333334,4.8805555555555555,15.93125,0.5486111111111112
1539,3076501,ZSP1,10108985,NEORECORMON,NEORECOR 30000IU/.6ML 4 ASRG FR,2016-06-16 00:00:00,H0633H01,2016-06-16 00:00:00,2016-06-20 00:00:00,2016-06-20 00:00:00,2016-06-22 12:07:00,2016-06-27 14:12:00,2016-06-29 13:51:00,2016-06-30 00:00:00,0.0,4.0,0.0,2.504861111111111,5.086805555555555,1.9854166666666666,0.42291666666666666
1540,3076515,ZSP1,10078685,MIRCERA,MIRCERA 50MCG/0.3ML 1ASRG CH,2016-06-16 00:00:00,H0536H10,2016-06-16 00:00:00,2016-06-29 00:00:00,2016-06-29 00:00:00,2016-06-29 15:12:00,2016-07-04 13:29:00,2016-07-05 17:39:00,2016-07-06 00:00:00,0.0,13.0,0.0,0.6333333333333333,4.928472222222222,1.1736111111111112,0.26458333333333334
1542,3076751,ZSP1,10159212,HERCEPTIN,HERCEPTI 150MG 1VILY IV DE,2016-06-20 00:00:00,N3002H01,2016-07-18 00:00:00,2016-07-26 00:00:00,2016-07-26 00:00:00,2016-07-27 10:51:00,2016-08-03 10:58:00,2016-08-04 11:29:00,2016-08-05 00:00:00,28.0,8.0,0.0,1.4520833333333334,7.004861111111111,1.0215277777777778,0.5215277777777778
1543,3076768,ZSP1,10157511,BONDRONAT,BONDRONA 6MG/6ML 1VIAL TR,2016-06-20 00:00:00,H1083H21,2016-06-22 00:00:00,2016-07-04 00:00:00,2016-07-04 00:00:00,2016-07-05 15:00:00,2016-07-08 07:35:00,2016-07-15 12:23:00,2016-07-15 00:00:00,2.0,12.0,0.0,1.625,2.6909722222222223,7.2,-0.5159722222222223
1544,3076772,ZSP1,10109005,NEORECORMON,NEORECOR 500IU/.3ML 6 ASRG PL,2016-06-23 00:00:00,H0578H13,2016-06-23 00:00:00,2016-06-28 00:00:00,2016-06-28 00:00:00,2016-06-29 15:29:00,2016-07-05 14:08:00,2016-07-07 09:57:00,2016-07-11 00:00:00,0.0,5.0,0.0,1.645138888888889,5.94375,1.8256944444444445,3.5854166666666667
1545,3076773,ZSP1,10122500,NEORECORMON,NEORECOR 2000IU/0.3ML 1ASRG IN,2016-06-23 00:00:00,H0846H05,2016-07-04 00:00:00,2016-07-12 00:00:00,2016-07-12 00:00:00,2016-07-12 13:28:00,2016-07-18 12:16:00,2016-07-21 09:07:00,2016-07-22 00:00:00,11.0,8.0,0.0,0.5611111111111111,5.95,2.86875,0.6201388888888889
1546,3076774,ZSP1,10108949,NEORECORMON,NEORECOR 2000IU/.3ML 1 ASRG IT-PU,2016-06-24 00:00:00,H0846H04,2016-07-04 00:00:00,2016-07-11 00:00:00,2016-07-12 00:00:00,2016-07-14 16:15:00,2016-07-15 09:00:00,2016-07-28 16:09:00,2016-07-29 00:00:00,10.0,7.0,1.0,2.6770833333333335,0.6979166666666666,13.297916666666667,0.32708333333333334
1547,3076783,ZSP1,10157511,BONDRONAT,BONDRONA 6MG/6ML 1VIAL TR,2016-06-20 00:00:00,H1084H12,2016-06-22 00:00:00,2016-07-04 00:00:00,2016-07-04 00:00:00,2016-07-05 14:59:00,2016-07-08 07:22:00,2016-07-15 15:14:00,2016-07-15 00:00:00,2.0,12.0,0.0,1.6243055555555554,2.682638888888889,7.3277777777777775,-0.6347222222222222
1548,3076786,ZSP1,10108991,NEORECORMON,NEORECOR 4000IU/.3ML 6 ASRG DEATBENL,2016-06-23 00:00:00,H0674H09,2016-06-27 00:00:00,2016-07-04 00:00:00,2016-07-04 00:00:00,2016-07-04 16:59:00,2016-07-06 13:03:00,2016-07-12 14:39:00,2016-07-13 00:00:00,4.0,7.0,0.0,0.7076388888888889,1.836111111111111,6.066666666666666,0.38958333333333334
1549,3076788,ZSP1,10161795,MIRCERA,MIRCERA 75MCG/0.3ML 1ASRG US-WDY,2016-06-24 00:00:00,H0585H01,2016-07-07 00:00:00,2016-07-08 00:00:00,2016-07-11 00:00:00,2016-07-11 11:48:00,2016-07-15 07:43:00,2016-07-27 14:10:00,2016-07-28 00:00:00,13.0,1.0,3.0,0.49166666666666664,3.829861111111111,12.26875,0.4097222222222222
1550,3076791,ZSP1,10141943,NEORECORMON,RECORMON 50000IU 1VILY UY-BO-PY,2016-06-27 00:00:00,H0704H06,2016-07-06 00:00:00,2016-07-14 00:00:00,2016-07-14 00:00:00,2016-07-15 12:08:00,2016-08-02 09:45:00,2016-08-02 15:36:00,2016-08-03 00:00:00,9.0,8.0,0.0,1.5055555555555555,17.900694444444444,0.24375,0.35
1551,3076792,ZSP1,10141939,NEORECORMON,RECORMON 50000IU 1VILY PRISA,2016-06-27 00:00:00,H0704H07,2016-07-06 00:00:00,2016-07-18 00:00:00,2016-07-19 00:00:00,2016-07-19 11:02:00,2016-08-04 09:19:00,2016-08-04 12:04:00,2016-08-05 00:00:00,9.0,12.0,1.0,0.4597222222222222,15.928472222222222,0.11458333333333333,0.49722222222222223
1552,3076793,ZSP1,10108936,NEORECORMON,NEORECOR 50000IU 1 VILY PL,2016-06-27 00:00:00,H0706H02,2016-07-14 00:00:00,2016-07-19 00:00:00,2016-07-25 00:00:00,2016-08-04 10:56:00,2016-08-04 14:10:00,2016-08-05 16:01:00,2016-08-08 00:00:00,17.0,5.0,6.0,10.455555555555556,0.13472222222222222,1.0770833333333334,2.332638888888889
1553,3076794,ZSP1,10108930,NEORECORMON,NEORECOR 50000IU 1 VILY AT-DE,2016-06-27 00:00:00,H0704H08,2016-07-18 00:00:00,2016-07-25 00:00:00,2016-07-26 00:00:00,2016-07-27 12:36:00,2016-08-04 11:42:00,2016-08-05 15:48:00,2016-08-08 00:00:00,21.0,7.0,1.0,1.525,7.9625,1.1708333333333334,2.341666666666667
1554,3076795,ZSP1,10071579,BONVIVA,BONVIVA 3MG/3ML 1ASRG DK-NO-IS,2016-06-27 00:00:00,H6268H31,2016-07-01 00:00:00,2016-08-03 00:00:00,2016-08-04 00:00:00,2016-08-04 17:20:00,2016-08-09 09:35:00,2016-08-11 11:22:00,2016-08-12 00:00:00,4.0,33.0,1.0,0.7222222222222222,4.677083333333333,2.0743055555555556,0.5263888888888889
1555,3076796,ZSP1,10071607,BONVIVA,BONVIVA 3MG/3ML 1ASRG GR-CY,2016-06-27 00:00:00,H6268H32,2016-07-04 00:00:00,2016-07-08 00:00:00,2016-07-08 00:00:00,2016-07-08 11:55:00,2016-07-15 08:49:00,2016-07-15 15:55:00,2016-07-18 00:00:00,7.0,4.0,0.0,0.4965277777777778,6.870833333333334,0.29583333333333334,2.3368055555555554
1556,3076797,ZSP1,10067133,BONDRONAT,BONDRONA 6MG/6ML 1VIAL CIS,2016-06-27 00:00:00,H1095H04,2016-07-26 00:00:00,2016-08-01 00:00:00,2016-08-01 00:00:00,2016-08-01 12:35:00,2016-08-02 13:41:00,2016-08-08 14:41:00,2016-08-08 00:00:00,29.0,6.0,0.0,0.5243055555555556,1.0458333333333334,6.041666666666667,-0.6118055555555556
1557,3076798,ZSP1,10071574,BONVIVA,BONVIVA 3MG/3ML 1ASRG BE,2016-06-27 00:00:00,H6268H33,2016-07-26 00:00:00,2016-08-01 00:00:00,2016-08-25 00:00:00,2016-08-03 13:36:00,2016-08-05 14:00:00,2016-08-08 11:25:00,2016-08-08 00:00:00,29.0,6.0,24.0,-21.433333333333334,2.0166666666666666,2.892361111111111,-0.4756944444444444
1558,3076799,ZSP1,10129627,BONVIVA,BONVIVA 3MG/3ML 1ASRG KR,2016-06-27 00:00:00,H6270H03,2016-08-02 00:00:00,2016-08-05 00:00:00,2016-08-05 00:00:00,2016-08-08 14:26:00,2016-08-12 08:25:00,2016-08-15 13:17:00,2016-08-15 00:00:00,36.0,3.0,0.0,3.6013888888888888,3.7493055555555554,3.202777777777778,-0.5534722222222223
