process_order_number,order_type,material_number,product_name,product_family,process_order_creation_date,batch_number,process_order_release_date,packaging_line_start_date,packaging_line_finish_date,packaging_final_check_date,brr_start_date,brr_end_date,qa_release_date,IN_order_type,IN_created_from,IN_created_to
3075305,ZSP1,10109016,NEORECOR 5000IU/.3ML 6 ASRG SC,NEORECORMON,5/30/2016,H6220H09,6/21/2016,6/23/2016,6/23/2016,6/23/16 12:56,6/27/16 13:20,6/28/16 14:31,6/28/2016,ZSP1,1/1/2016,12/31/2016
3075306,ZSP1,10110600,RECORMON 6000IU/.3ML 6 ASRG ZA,NEORECORMON,5/30/2016,H0617H06,7/4/2016,7/13/2016,7/13/2016,7/14/16 14:39,7/19/16 9:46,7/21/16 15:13,7/22/2016,ZSP1,1/1/2016,12/31/2016
3075307,ZSP1,10110640,RECORMON 2000IU/.3ML 6 ASRG EFA,NEORECORMON,5/30/2016,H0846H08,7/7/2016,7/20/2016,7/28/2016,7/21/16 15:54,7/26/16 8:31,7/27/16 10:35,7/28/2016,ZSP1,1/1/2016,12/31/2016
3075308,ZSP1,10110662,RECORMON 3000IU/.3ML 6 ASRG EFA,NEORECORMON,5/30/2016,H0573H03,6/17/2016,6/27/2016,6/28/2016,6/28/16 17:39,7/4/16 14:00,7/5/16 14:35,7/7/2016,ZSP1,1/1/2016,12/31/2016
3075309,ZSP1,10110612,RECORMON 10000IU/.6ML 6 ASRG FE,NEORECORMON,5/30/2016,H0639H08,7/4/2016,7/13/2016,7/13/2016,7/14/16 14:31,7/18/16 15:17,7/28/16 16:44,7/29/2016,ZSP1,1/1/2016,12/31/2016
3075310,ZSP1,10110686,RECORMON 5000IU/.3ML 6 ASRG FE,NEORECORMON,5/30/2016,H0656H01,7/13/2016,7/15/2016,7/18/2016,7/18/16 14:32,7/21/16 9:56,7/27/16 15:27,7/28/2016,ZSP1,1/1/2016,12/31/2016
3075311,ZSP1,10110610,NEORECOR 10000IU/.6ML 6 ASRG TR,NEORECORMON,5/30/2016,H6211H02,6/29/2016,7/6/2016,7/6/2016,7/6/16 15:21,7/11/16 10:40,7/15/16 12:07,7/18/2016,ZSP1,1/1/2016,12/31/2016
3075312,ZSP1,10110689,RECORMON 5000IU/.3ML 6 ASRG PH,NEORECORMON,5/30/2016,H0655H01,7/12/2016,7/19/2016,7/19/2016,7/20/16 16:45,7/26/16 9:02,7/28/16 15:53,7/29/2016,ZSP1,1/1/2016,12/31/2016
3075313,ZSP1,10133183,RECORMON 5000IU/0.3ML 6ASRG MY,NEORECORMON,5/30/2016,H6220H10,6/21/2016,6/27/2016,6/27/2016,6/28/16 17:47,7/5/16 9:14,7/7/16 13:56,7/8/2016,ZSP1,1/1/2016,12/31/2016
3075314,ZSP1,10142056,RECORMON 30000IU/0.6ML 1ASRG CO,NEORECORMON,5/30/2016,H0633H08,6/29/2016,7/7/2016,7/7/2016,7/8/16 12:01,7/15/16 10:00,7/18/16 16:51,7/19/2016,ZSP1,1/1/2016,12/31/2016
3075315,ZSP1,10142057,RECORMON 30000IU/0.6ML 1ASRG EC,NEORECORMON,5/30/2016,H0633H12,6/29/2016,7/8/2016,7/8/2016,7/8/16 12:03,7/15/16 9:51,7/19/16 16:58,7/21/2016,ZSP1,1/1/2016,12/31/2016
3075316,ZSP1,10144936,NEORECOR 10000IU/.6ML 6 ASRG HR,NEORECORMON,5/30/2016,H0639H06,6/29/2016,7/6/2016,7/6/2016,7/6/16 15:18,7/7/16 13:13,7/25/16 17:37,7/26/2016,ZSP1,1/1/2016,12/31/2016
3075317,ZSP1,10142060,RECORMON 4000IU/0.3ML 6ASRG PRISA,NEORECORMON,5/30/2016,H0675H03,7/5/2016,7/14/2016,7/14/2016,7/20/16 11:00,7/20/16 12:21,7/25/16 13:21,7/26/2016,ZSP1,1/1/2016,12/31/2016
3075318,ZSP1,10159704,RECORMON 4000IU/0.3ML 6ASRG FE-REG,NEORECORMON,5/30/2016,H6261H03,5/31/2016,6/8/2016,6/8/2016,6/9/16 13:14,6/13/16 13:40,6/16/16 9:52,6/17/2016,ZSP1,1/1/2016,12/31/2016
3075320,ZSP1,10108981,NEORECOR 30000IU/.6ML 1 ASRG RO-BG-PL,NEORECORMON,5/30/2016,H0633H10,6/29/2016,7/7/2016,7/8/2016,7/8/16 12:04,7/11/16 13:31,7/13/16 14:14,7/14/2016,ZSP1,1/1/2016,12/31/2016
3075321,ZSP1,10108980,NEORECOR 30000IU/.6ML 1 ASRG IT-PU,NEORECORMON,5/30/2016,H0633H09,6/29/2016,7/7/2016,7/7/2016,7/8/16 12:04,7/11/16 12:03,7/12/16 12:42,7/13/2016,ZSP1,1/1/2016,12/31/2016
3075322,ZSP1,10109004,NEORECOR 500IU/.3ML 6 ASRG GB-IE-GRCY,NEORECORMON,5/30/2016,H0578H08,6/8/2016,6/22/2016,6/22/2016,6/23/16 13:29,6/28/16 12:32,7/4/16 14:15,7/5/2016,ZSP1,1/1/2016,12/31/2016
3075323,ZSP1,10109001,NEORECOR 500IU/.3ML 6 ASRG DEATBENL,NEORECORMON,5/30/2016,H0578H12,6/23/2016,6/28/2016,6/28/2016,6/29/16 15:30,7/5/16 14:11,7/6/16 9:26,7/7/2016,ZSP1,1/1/2016,12/31/2016
3075324,ZSP1,10109011,NEORECOR 5000IU/.3ML 6 ASRG FR,NEORECORMON,5/30/2016,H6220H08,6/15/2016,6/23/2016,6/23/2016,6/23/16 13:03,6/28/16 10:41,6/30/16 13:38,7/1/2016,ZSP1,1/1/2016,12/31/2016
3075325,ZSP1,10109005,NEORECOR 500IU/.3ML 6 ASRG PL,NEORECORMON,5/30/2016,H0579H01,6/23/2016,6/28/2016,6/29/2016,6/29/16 15:28,7/1/16 8:57,7/4/16 13:03,7/5/2016,ZSP1,1/1/2016,12/31/2016
3075326,ZSP1,10109012,NEORECOR 5000IU/.3ML 6 ASRG GB-IE-GRCY,NEORECORMON,5/30/2016,H6220H06,6/13/2016,6/23/2016,6/23/2016,6/23/16 12:57,6/27/16 13:37,6/28/16 14:25,6/28/2016,ZSP1,1/1/2016,12/31/2016
3075327,ZSP1,10109020,NEORECOR 6000IU/.3ML 6 ASRG DEATBENL,NEORECORMON,5/30/2016,H0617H07,7/4/2016,7/12/2016,7/28/2016,7/13/16 18:20,7/19/16 9:26,7/22/16 15:08,7/25/2016,ZSP1,1/1/2016,12/31/2016
3075328,ZSP1,10110598,NEORECOR 6000IU/0.3ML 6ASRG AU-NZ,NEORECORMON,5/30/2016,H0617H05,6/29/2016,7/6/2016,7/6/2016,7/6/16 14:15,7/11/16 10:22,7/13/16 15:32,7/14/2016,ZSP1,1/1/2016,12/31/2016
3075329,ZSP1,10110599,RECORMON 500IU/0.3ML 6ASRG ZA,NEORECORMON,5/30/2016,H0578H09,6/8/2016,6/22/2016,6/22/2016,6/22/16 11:59,6/24/16 10:51,6/29/16 16:51,6/30/2016,ZSP1,1/1/2016,12/31/2016
3075330,ZSP1,10110627,RECORMON 2000IU/.3ML 6 ASRG ZA,NEORECORMON,5/30/2016,H0846H10,7/12/2016,7/19/2016,7/19/2016,7/20/16 11:06,7/21/16 9:45,7/27/16 15:12,7/28/2016,ZSP1,1/1/2016,12/31/2016
3075331,ZSP1,10110626,RECORMON 2000IU/.3ML 6 ASRG RS,NEORECORMON,5/30/2016,H0846H01,6/23/2016,6/29/2016,6/29/2016,6/30/16 9:27,7/4/16 13:00,7/6/16 9:43,7/7/2016,ZSP1,1/1/2016,12/31/2016
3075332,ZSP1,10110637,RECORMON 2000IU/.3ML 6 ASRG FE,NEORECORMON,5/30/2016,H0846H09,7/7/2016,7/20/2016,7/20/2016,7/21/16 15:49,7/26/16 8:40,8/2/16 15:40,8/3/2016,ZSP1,1/1/2016,12/31/2016
3075333,ZSP1,10110644,RECORMON 2000IU/.3ML 6 ASRG CIS,NEORECORMON,5/30/2016,H0846H02,6/23/2016,6/29/2016,6/29/2016,6/30/16 9:32,7/4/16 13:17,7/6/16 9:54,7/7/2016,ZSP1,1/1/2016,12/31/2016
3075334,ZSP1,10110655,RECORMON 2000IU/0.3ML 6ASRG VN,NEORECORMON,5/30/2016,H0846H06,7/7/2016,7/19/2016,7/20/2016,7/21/16 8:50,7/22/16 10:06,7/28/16 11:34,7/29/2016,ZSP1,1/1/2016,12/31/2016
3075335,ZSP1,10110679,RECORMON 5000IU/.3ML 6 ASRG MX,NEORECORMON,5/30/2016,H0654H04,6/14/2016,6/23/2016,6/23/2016,6/24/16 9:18,6/27/16 8:44,6/27/16 16:22,6/28/2016,ZSP1,1/1/2016,12/31/2016
3075336,ZSP1,10110680,RECORMON 5000IU/.3ML 6 ASRG RS,NEORECORMON,5/30/2016,H0654H03,6/13/2016,6/23/2016,6/23/2016,6/24/16 9:25,6/28/16 10:26,6/30/16 14:02,7/1/2016,ZSP1,1/1/2016,12/31/2016
3075337,ZSP1,10110674,RECORMON 4000IU/.3ML 6 ASRG FE,NEORECORMON,5/30/2016,H0675H02,7/5/2016,7/14/2016,7/14/2016,7/14/16 22:32,7/20/16 9:05,7/26/16 16:00,7/27/2016,ZSP1,1/1/2016,12/31/2016
3075338,ZSP1,10110685,RECORMON 5000IU/.3ML 6 ASRG EFA,NEORECORMON,5/30/2016,H0656H02,7/6/2016,7/18/2016,7/19/2016,7/21/16 15:30,7/27/16 8:15,8/9/16 15:41,8/10/2016,ZSP1,1/1/2016,12/31/2016
3075339,ZSP1,10120743,RECORMON 5000IU/0.3ML 6ASRG CN,NEORECORMON,5/30/2016,H0656/01,7/8/2016,7/19/2016,7/19/2016,7/20/16 11:27,7/21/16 10:00,7/28/16 9:28,7/29/2016,ZSP1,1/1/2016,12/31/2016
3075346,ZSP1,10160545,NEORECOR 10000IU/0.6ML 6ASRG ME,NEORECORMON,5/30/2016,H0639H07,7/4/2016,7/13/2016,7/13/2016,7/14/16 14:37,7/19/16 8:36,7/20/16 16:42,7/21/2016,ZSP1,1/1/2016,12/31/2016
3075349,ZSP1,10078686,MIRCERA 75MCG/0.3ML 1ASRG CH,MIRCERA,5/30/2016,H0579H42,6/7/2016,6/8/2016,6/8/2016,6/8/16 13:20,6/14/16 9:04,6/15/16 11:56,6/15/2016,ZSP1,1/1/2016,12/31/2016
3075350,ZSP1,10087819,MIRCERA 360MCG/0.6ML 1ASRG AU-NZ,MIRCERA,5/30/2016,H0021H15,6/16/2016,6/24/2016,6/24/2016,6/27/16 11:41,7/4/16 8:00,7/5/16 9:50,7/5/2016,ZSP1,1/1/2016,12/31/2016
3075352,ZSP1,10093686,MIRCERA 50MCG/.3ML 1 ASRG KZ,MIRCERA,5/30/2016,H0536H11,6/20/2016,6/29/2016,6/29/2016,6/30/16 9:33,7/4/16 12:44,7/6/16 17:12,7/8/2016,ZSP1,1/1/2016,12/31/2016
3075353,ZSP1,10095593,MIRCERA 50MCG/.3ML 1 ASRG RO-BG-PL,MIRCERA,5/30/2016,H0536H07,6/13/2016,6/15/2016,6/15/2016,6/16/16 15:15,6/20/16 10:08,6/23/16 13:19,6/24/2016,ZSP1,1/1/2016,12/31/2016
3075354,ZSP1,10095631,MIRCERA 100MCG/.3ML 1 ASRG GB-IE-GRCY,MIRCERA,5/30/2016,H0583H08,6/8/2016,6/10/2016,6/10/2016,6/13/16 14:27,6/14/16 10:29,6/20/16 10:39,6/20/2016,ZSP1,1/1/2016,12/31/2016
3075355,ZSP1,10095636,MIRCERA 120MCG/.3ML 1 ASRG BE-NL,MIRCERA,5/30/2016,H0549H14,6/27/2016,7/5/2016,7/5/2016,7/6/16 15:25,7/11/16 10:07,7/13/16 13:07,7/13/2016,ZSP1,1/1/2016,12/31/2016
3075356,ZSP1,10095629,MIRCERA 100MCG/.3ML 1 ASRG FR,MIRCERA,5/30/2016,H0583H14,6/27/2016,7/5/2016,7/5/2016,7/6/16 15:27,7/12/16 8:51,7/18/16 12:23,7/18/2016,ZSP1,1/1/2016,12/31/2016
3075357,ZSP1,10095650,MIRCERA 150MCG/.3ML 1 ASRG GB-IE-GRCY,MIRCERA,5/30/2016,H0554H24,6/7/2016,6/14/2016,6/14/2016,6/14/16 12:54,6/16/16 10:27,6/21/16 16:38,6/21/2016,ZSP1,1/1/2016,12/31/2016
3075358,ZSP1,10095635,MIRCERA 120MCG/0.3ML 1ASRG CZSKHUSI,MIRCERA,5/30/2016,H0549H12,6/13/2016,6/16/2016,6/16/2016,6/17/16 12:34,6/21/16 13:38,6/24/16 9:40,6/24/2016,ZSP1,1/1/2016,12/31/2016
3075359,ZSP1,10095654,MIRCERA 200MCG/.3ML 1 ASRG CZSKHUSI,MIRCERA,5/30/2016,H0552H08,7/6/2016,7/6/2016,7/6/2016,7/6/16 15:30,7/12/16 9:59,7/14/16 12:24,7/15/2016,ZSP1,1/1/2016,12/31/2016
3075360,ZSP1,10120745,RECORMON 2000IU/0.3ML 6ASRG CN,NEORECORMON,5/30/2016,H0847/01,7/12/2016,7/19/2016,7/28/2016,7/20/16 11:06,7/21/16 10:08,7/28/16 17:01,7/29/2016,ZSP1,1/1/2016,12/31/2016
3075361,ZSP1,10142052,RECORMON 2000IU/0.3ML 6ASRG CO,NEORECORMON,5/30/2016,H0846H03,6/23/2016,6/29/2016,6/29/2016,6/30/16 9:25,7/4/16 8:47,7/6/16 15:10,7/7/2016,ZSP1,1/1/2016,12/31/2016
3075363,ZSP1,10160546,NEORECOR 2000IU/0.3ML 6ASRG ME,NEORECORMON,5/30/2016,H6324H01,7/15/2016,7/21/2016,7/21/2016,7/21/16 15:32,7/27/16 8:21,8/3/16 10:09,8/4/2016,ZSP1,1/1/2016,12/31/2016
3075369,ZSP1,10167309,NEORECOR 3000IU/.3ML 6 ASRG CZSKHUSI,NEORECORMON,5/30/2016,B2001H01,7/18/2016,7/21/2016,7/21/2016,7/21/16 11:05,7/22/16 8:49,7/28/16 16:27,7/29/2016,ZSP1,1/1/2016,12/31/2016
3075373,ZSP1,10087940,MIRCERA 50MCG/.3ML 1 ASRG AR,MIRCERA,5/30/2016,H0536H14,6/24/2016,6/29/2016,6/29/2016,6/30/16 9:27,7/4/16 13:16,7/6/16 11:26,7/6/2016,ZSP1,1/1/2016,12/31/2016
3075374,ZSP1,10091272,MIRCERA 250MCG/0.3ML 1ASRG MX,MIRCERA,5/30/2016,H0549H15,6/13/2016,6/14/2016,6/14/2016,6/15/16 11:02,6/20/16 8:38,6/23/16 11:40,6/24/2016,ZSP1,1/1/2016,12/31/2016
3075375,ZSP1,10095587,MIRCERA 50MCG/.3ML 1 ASRG ELL,MIRCERA,5/30/2016,H0536H06,6/13/2016,6/14/2016,6/15/2016,6/16/16 15:36,6/20/16 9:48,6/22/16 12:09,6/22/2016,ZSP1,1/1/2016,12/31/2016
3075376,ZSP1,10095591,MIRCERA 50MCG/.3ML 1 ASRG GB-IE-GRCY,MIRCERA,5/30/2016,H0536H05,6/13/2016,6/14/2016,6/14/2016,6/16/16 15:19,6/20/16 13:37,6/20/16 15:52,6/20/2016,ZSP1,1/1/2016,12/31/2016
3075377,ZSP1,10095598,MIRCERA 75MCG/.3ML 1 ASRG ELL,MIRCERA,5/30/2016,H0579H46,6/20/2016,6/29/2016,6/30/2016,7/1/16 11:34,7/6/16 12:54,7/7/16 13:27,7/8/2016,ZSP1,1/1/2016,12/31/2016
3075378,ZSP1,10095600,MIRCERA 75MCG/.3ML 1 ASRG FR,MIRCERA,5/30/2016,H0579H44,6/13/2016,6/15/2016,6/15/2016,6/16/16 15:22,6/20/16 10:00,6/22/16 8:06,6/22/2016,ZSP1,1/1/2016,12/31/2016
3075379,ZSP1,10095602,MIRCERA 75MCG/.3ML 1 ASRG GB-IE-GRCY,MIRCERA,5/30/2016,H0579H45,6/13/2016,6/15/2016,6/15/2016,6/16/16 15:24,6/20/16 14:06,6/24/16 9:46,6/24/2016,ZSP1,1/1/2016,12/31/2016
3075380,ZSP1,10095660,MIRCERA 200MCG/.3ML 1 ASRG GB-IE-GRCY,MIRCERA,5/30/2016,H0552H02,6/9/2016,6/14/2016,6/14/2016,6/15/16 11:01,6/17/16 13:57,6/20/16 16:09,6/20/2016,ZSP1,1/1/2016,12/31/2016
3075381,ZSP1,10095670,MIRCERA 250MCG/.3ML 1 ASRG GB-IE-GRCY,MIRCERA,5/30/2016,H0549H16,6/14/2016,6/16/2016,6/16/2016,6/17/16 12:32,6/21/16 10:17,6/24/16 11:44,6/24/2016,ZSP1,1/1/2016,12/31/2016
3075382,ZSP1,10107350,MIRCERA 50MCG/.3ML 1 ASRG FE-36,MIRCERA,5/30/2016,H0536H09,6/15/2016,6/23/2016,6/24/2016,6/27/16 12:10,6/30/16 7:46,7/1/16 9:32,7/1/2016,ZSP1,1/1/2016,12/31/2016
3075383,ZSP1,10095677,MIRCERA 30MCG/.3ML 1 ASRG ES-PT,MIRCERA,5/30/2016,H0552H11,6/16/2016,6/24/2016,6/24/2016,6/27/16 11:40,6/30/16 7:56,7/1/16 9:25,7/1/2016,ZSP1,1/1/2016,12/31/2016
3075384,ZSP1,10098943,MIRCERA 120MCG/0.3ML 1ASRG DE,MIRCERA,5/30/2016,H0549H15,6/27/2016,7/5/2016,7/6/2016,7/6/16 15:17,7/12/16 9:25,7/18/16 16:22,7/18/2016,ZSP1,1/1/2016,12/31/2016
3075385,ZSP1,10098942,MIRCERA 100MCG/.3ML 1 ASRG DE,MIRCERA,5/30/2016,H0583H15,6/27/2016,7/5/2016,7/5/2016,7/6/16 15:26,7/12/16 14:04,7/19/16 14:56,7/19/2016,ZSP1,1/1/2016,12/31/2016
3075386,ZSP1,10108983,NEORECOR 30000IU/.6ML 4 ASRG DEATBENL,NEORECORMON,5/30/2016,H0631H38,6/8/2016,6/16/2016,6/17/2016,6/21/16 10:58,6/22/16 13:22,6/27/16 16:43,7/1/2016,ZSP1,1/1/2016,12/31/2016
3075387,ZSP1,10107355,MIRCERA 200MCG/.3ML 1 ASRG FE-36,MIRCERA,5/30/2016,H0552H03,6/13/2016,6/14/2016,6/14/2016,6/15/16 11:00,6/17/16 15:12,6/21/16 12:52,6/21/2016,ZSP1,1/1/2016,12/31/2016
3075388,ZSP1,10110628,RECORMON 30000IU/.6ML 4 ASRG ZA,NEORECORMON,5/30/2016,H0633H04,6/16/2016,6/21/2016,6/21/2016,6/21/16 11:55,6/27/16 12:31,6/30/16 9:46,7/1/2016,ZSP1,1/1/2016,12/31/2016
3075389,ZSP1,10095580,MIRCERA 360MCG/.6ML 1 ASRG GB-IE-GRCY,MIRCERA,5/30/2016,H0021H14,6/13/2016,6/16/2016,,6/17/16 12:31,6/21/16 10:07,6/30/16 13:42,6/30/2016,ZSP1,1/1/2016,12/31/2016
3075391,ZSP1,10112465,MIRCERA 75MCG/.3ML 1 ASRG DK-NO-IS,MIRCERA,5/30/2016,H0579H43,6/13/2016,6/15/2016,,6/16/16 15:12,6/20/16 13:48,6/21/16 13:27,6/21/2016,ZSP1,1/1/2016,12/31/2016
3075393,ZSP1,10121702,REC 500IU/0.3ML 4ASRG CLIN-TR,NEORECORMON,5/30/2016,H0579/01,6/13/2016,6/21/2016,6/22/2016,6/22/16 11:58,6/24/16 8:38,7/6/16 13:03,7/8/2016,ZSP1,1/1/2016,12/31/2016
3075394,ZSP1,10121908,MIRCERA 250MCG/.3ML 1 ASRG ZA,MIRCERA,5/30/2016,H0549H18,7/4/2016,7/8/2016,7/8/2016,7/8/16 11:54,7/14/16 14:17,7/20/16 12:59,7/20/2016,ZSP1,1/1/2016,12/31/2016
3075395,ZSP1,10142032,MIRCERA 100MCG/0.3ML 1ASRG CO,MIRCERA,5/30/2016,H0583H10,6/13/2016,6/15/2016,6/16/2016,6/16/16 15:08,6/22/16 8:57,6/27/16 9:41,6/27/2016,ZSP1,1/1/2016,12/31/2016
3075396,ZSP1,10142035,MIRCERA 100MCG/0.3ML 1ASRG UY-BO-PY,MIRCERA,5/30/2016,H0583H11,6/14/2016,6/15/2016,,6/16/16 15:09,6/21/16 13:31,6/23/16 13:09,6/24/2016,ZSP1,1/1/2016,12/31/2016
3075397,ZSP1,10142037,MIRCERA 150MCG/0.3ML 1ASRG CL,MIRCERA,5/30/2016,H0554H25,6/28/2016,7/6/2016,7/6/2016,7/6/16 14:36,7/12/16 14:47,7/14/16 14:16,7/15/2016,ZSP1,1/1/2016,12/31/2016
3075398,ZSP1,10147693,MIRCERA 75MCG/0.3ML 3ASRG CIS,MIRCERA,5/30/2016,H0579/05,6/13/2016,6/22/2016,6/22/2016,6/23/16 13:24,6/29/16 9:10,6/30/16 13:26,6/30/2016,ZSP1,1/1/2016,12/31/2016
3075399,ZSP1,10130024,MIRCERA 120MCG/0.3ML 1ASRG KR,MIRCERA,5/30/2016,H0549H13,6/14/2016,6/16/2016,6/16/2016,6/16/16 15:04,6/21/16 14:20,6/27/16 15:17,6/27/2016,ZSP1,1/1/2016,12/31/2016
3075400,ZSP1,10095622,MIRCERA 75MCG/.3ML 1 ASRG IT-PU,MIRCERA,5/30/2016,H0579H50,7/5/2016,7/6/2016,7/6/2016,7/7/16 11:58,7/14/16 9:49,7/19/16 14:48,7/19/2016,ZSP1,1/1/2016,12/31/2016
3075401,ZSP1,10095641,MIRCERA 120MCG/.3ML 1 ASRG GB-IE-GRCY,MIRCERA,5/30/2016,H0549H11,6/7/2016,6/14/2016,6/14/2016,6/14/16 13:33,6/16/16 11:11,6/22/16 8:42,6/22/2016,ZSP1,1/1/2016,12/31/2016
3075403,ZSP1,10095661,MIRCERA 200MCG/.3ML 1 ASRG IT-PU,MIRCERA,5/30/2016,H0552H04,6/13/2016,6/16/2016,6/16/2016,6/17/16 12:33,6/21/16 10:26,6/28/16 14:38,6/28/2016,ZSP1,1/1/2016,12/31/2016
3075404,ZSP1,10095665,MIRCERA 250MCG/.3ML 1 ASRG CZSKHUSI,MIRCERA,5/30/2016,H0549H17,6/14/2016,6/16/2016,6/16/2016,6/17/16 12:31,6/20/16 14:47,6/23/16 13:24,6/24/2016,ZSP1,1/1/2016,12/31/2016
3075405,ZSP1,10108984,NEORECOR 30000IU/.6ML 4 ASRG ES-PT,NEORECORMON,5/30/2016,H0633H02,6/16/2016,6/20/2016,6/20/2016,6/21/16 11:57,6/27/16 10:57,6/30/16 9:53,7/1/2016,ZSP1,1/1/2016,12/31/2016
3075406,ZSP1,10107354,MIRCERA 150MCG/.3ML 1 ASRG FE-36,MIRCERA,5/30/2016,H0554H23,6/6/2016,6/13/2016,6/14/2016,6/14/16 13:07,6/16/16 10:11,6/20/16 16:01,6/20/2016,ZSP1,1/1/2016,12/31/2016
3075407,ZSP1,10107352,MIRCERA 100MCG/.3ML 1 ASRG FE-36,MIRCERA,5/30/2016,H0583H12,6/24/2016,7/4/2016,7/5/2016,7/5/16 14:36,7/8/16 7:40,7/14/16 14:07,7/15/2016,ZSP1,1/1/2016,12/31/2016
3075408,ZSP1,10108985,NEORECOR 30000IU/.6ML 4 ASRG FR,NEORECORMON,5/30/2016,H0631H40,6/16/2016,6/17/2016,6/20/2016,6/22/16 9:26,6/23/16 13:29,6/29/16 16:43,7/1/2016,ZSP1,1/1/2016,12/31/2016
3075409,ZSP1,10108987,NEORECOR 30000IU/.6ML 4 ASRG SC,NEORECORMON,5/30/2016,H0633H05,6/16/2016,6/21/2016,6/21/2016,6/21/16 11:42,6/27/16 9:17,6/30/16 9:37,7/1/2016,ZSP1,1/1/2016,12/31/2016
3075410,ZSP1,10108986,NEORECOR 30000IU/.6ML 4 ASRG GB-IE-GRCY,NEORECORMON,5/30/2016,H0633H03,6/16/2016,6/20/2016,6/21/2016,6/21/16 11:54,6/27/16 12:48,6/30/16 9:50,7/1/2016,ZSP1,1/1/2016,12/31/2016
3075411,ZSP1,10110668,MIRCERA 75MCG/.3ML 1 ASRG IN,MIRCERA,5/30/2016,H0579H49,7/1/2016,7/6/2016,7/6/2016,7/7/16 11:58,7/14/16 10:01,7/18/16 12:13,7/18/2016,ZSP1,1/1/2016,12/31/2016
3075412,ZSP1,10110636,RECORMON 30000IU/.6ML 4 ASRG FE,NEORECORMON,5/30/2016,H0633H06,6/17/2016,6/21/2016,6/21/2016,6/22/16 12:02,6/27/16 13:28,6/30/16 9:32,7/1/2016,ZSP1,1/1/2016,12/31/2016
3075413,ZSP1,10121705,REC 3000IU/0.3ML 4ASRG CLIN-TR,NEORECORMON,5/30/2016,H0573/01,6/15/2016,6/21/2016,6/21/2016,6/23/16 13:23,6/24/16 8:13,7/6/16 12:40,7/8/2016,ZSP1,1/1/2016,12/31/2016
3075414,ZSP1,10112464,MIRCERA 50MCG/.3ML 1 ASRG DK-NO-IS,MIRCERA,5/30/2016,H0536H12,6/22/2016,6/29/2016,6/29/2016,6/30/16 9:28,7/4/16 13:39,7/6/16 17:01,7/8/2016,ZSP1,1/1/2016,12/31/2016
3075415,ZSP1,10121904,MIRCERA 75MCG/.3ML 1 ASRG ZA,MIRCERA,5/30/2016,H0579H47,6/27/2016,7/4/2016,7/4/2016,7/4/16 16:48,7/7/16 13:31,7/14/16 10:32,7/15/2016,ZSP1,1/1/2016,12/31/2016
3075416,ZSP1,10125526,RECORMON 30000IU/0.6ML 4ASRG UA,NEORECORMON,5/30/2016,H0631H37,6/3/2016,6/6/2016,6/6/2016,6/7/16 12:44,6/13/16 14:06,6/14/16 9:39,6/15/2016,ZSP1,1/1/2016,12/31/2016
3075418,ZSP1,10130026,MIRCERA 200MCG/0.3ML 1ASRG KR,MIRCERA,5/30/2016,H0552H06,7/5/2016,7/7/2016,7/7/2016,7/14/16 14:11,7/19/16 10:37,7/28/16 10:12,7/29/2016,ZSP1,1/1/2016,12/31/2016
3075419,ZSP1,10147694,MIRCERA 100MCG/0.3ML 3ASRG CIS,MIRCERA,5/30/2016,H0583/01,6/9/2016,6/22/2016,6/23/2016,6/24/16 7:57,6/29/16 8:40,6/29/16 15:49,6/29/2016,ZSP1,1/1/2016,12/31/2016
3075420,ZSP1,10161795,MIRCERA 75MCG/0.3ML 1ASRG US-WDY,MIRCERA,5/30/2016,H0583H04,6/24/2016,6/30/2016,6/30/2016,7/1/16 11:47,7/6/16 12:44,7/14/16 10:48,7/15/2016,ZSP1,1/1/2016,12/31/2016
3075421,ZSP1,10161794,MIRCERA 50MCG/0.3ML 1ASRG US-WDY,MIRCERA,5/30/2016,H0535H03,6/22/2016,6/27/2016,6/29/2016,6/29/16 16:48,7/4/16 13:54,7/12/16 11:43,7/12/2016,ZSP1,1/1/2016,12/31/2016
3075423,ZSP1,10161795,MIRCERA 75MCG/0.3ML 1ASRG US-WDY,MIRCERA,5/30/2016,H0584H01,6/24/2016,6/30/2016,7/4/2016,7/14/16 16:02,7/15/16 10:53,7/21/16 13:41,7/21/2016,ZSP1,1/1/2016,12/31/2016
3075425,ZSP1,10159000,AVASTIN 100MG/4ML 1VIAL HR,AVASTIN,5/30/2016,B8013H11,6/17/2016,6/28/2016,6/28/2016,6/28/16 17:23,7/4/16 13:01,7/6/16 9:39,7/7/2016,ZSP1,1/1/2016,12/31/2016
3075426,ZSP1,10159042,AVASTIN 100MG/4ML 1VIAL GR-CY,AVASTIN,5/30/2016,B8507H22,7/4/2016,7/11/2016,7/12/2016,7/12/16 13:28,7/13/16 7:56,7/13/16 14:00,7/14/2016,ZSP1,1/1/2016,12/31/2016
3075427,ZSP1,10159037,AVASTIN 100MG/4ML 1VIAL FR-CLIN,AVASTIN,5/30/2016,B8012H05,7/4/2016,7/11/2016,7/11/2016,7/12/16 13:29,7/18/16 8:18,7/21/16 9:09,7/22/2016,ZSP1,1/1/2016,12/31/2016
3075428,ZSP1,10159051,AVASTIN 100MG/4ML 1VIAL SE-FI,AVASTIN,5/30/2016,B8507H20,6/17/2016,6/28/2016,6/28/2016,6/29/16 15:29,6/30/16 13:44,7/5/16 13:58,7/6/2016,ZSP1,1/1/2016,12/31/2016
