process_order_number,order_type,material_number,product_name,product_family,process_order_creation_date,batch_number,process_order_release_date,packaging_line_start_date,packaging_line_finish_date,packaging_final_check_date,brr_start_date,brr_end_date,qa_release_date,IN_order_type,IN_created_from,IN_created_to
000003075464,ZSP1,000000000010159515,AVASTIN 400MG/16ML 1VIAL BG,AVASTIN,30/05/2016,B7222H11,24/06/2016,30/06/2016,30/06/2016,01/07/16 11:30,06/07/16 09:40,11/07/16 10:45,12/07/2016,ZSP1,01/01/2016,31/12/2016
000003075465,ZSP1,000000000010159514,AVASTIN 400MG/16ML 1VIAL BE,AVASTIN,30/05/2016,B8509H01,10/06/2016,21/06/2016,21/06/2016,22/06/16 12:07,23/06/16 10:17,01/07/16 15:34,05/07/2016,ZSP1,01/01/2016,31/12/2016
000003075466,ZSP1,000000000010159520,AVASTIN 400MG/16ML 1VIAL ES,AVASTIN,30/05/2016,B8017H07,23/06/2016,29/06/2016,30/06/2016,01/07/16 11:32,06/07/16 09:48,08/07/16 11:22,11/07/2016,ZSP1,01/01/2016,31/12/2016
000003075467,ZSP1,000000000010159037,AVASTIN 100MG/4ML 1VIAL FR-CLIN,AVASTIN,30/05/2016,B8507H21,04/07/2016,11/07/2016,11/07/2016,12/07/16 13:32,15/07/16 10:55,21/07/16 10:17,22/07/2016,ZSP1,01/01/2016,31/12/2016
000003075468,ZSP1,000000000010159525,AVASTIN 400MG/16ML 1VIAL IT-CLIN,AVASTIN,30/05/2016,B7222H08,23/06/2016,30/06/2016,01/07/2016,05/07/16 14:51,07/07/16 13:24,13/07/16 14:49,14/07/2016,ZSP1,01/01/2016,31/12/2016
000003075469,ZSP1,000000000010159533,AVASTIN 400MG/16ML 1VIAL PL,AVASTIN,30/05/2016,B7222H03,16/06/2016,21/06/2016,21/06/2016,22/06/16 12:02,27/06/16 09:06,01/07/16 16:17,04/07/2016,ZSP1,01/01/2016,31/12/2016
000003075470,ZSP1,000000000010159535,AVASTIN 400MG/16ML 1VIAL RO,AVASTIN,30/05/2016,B8020H02,24/06/2016,29/06/2016,29/06/2016,30/06/16 09:24,04/07/16 08:40,06/07/16 09:27,07/07/2016,ZSP1,01/01/2016,31/12/2016
000003075471,ZSP1,000000000010168689,ROACTEM 200MG/10ML 1VIAL IV AT,ACTEMRA,30/05/2016,B3007H05,20/06/2016,24/06/2016,27/06/2016,27/06/16 11:49,30/06/16 08:36,06/07/16 15:20,07/07/2016,ZSP1,01/01/2016,31/12/2016
000003075472,ZSP1,000000000010168720,ROACTEM 400MG/20ML 1VIAL IV AT,ACTEMRA,30/05/2016,,,,,,,,,ZSP1,01/01/2016,31/12/2016
000003075473,ZSP1,000000000010168700,ROACTEM 200MG/10ML 1VIAL IV FR-CLINCHU,ACTEMRA,30/05/2016,,,,,,,,,ZSP1,01/01/2016,31/12/2016
000003075474,ZSP1,000000000010168714,ROACTEM 200MG/10ML 1VIAL IV HR,ACTEMRA,30/05/2016,B3007H07,05/07/2016,07/07/2016,07/07/2016,08/07/16 12:07,15/07/16 14:11,19/07/16 10:53,20/07/2016,ZSP1,01/01/2016,31/12/2016
000003075475,ZSP1,000000000010168727,ROACTEM 400MG/20ML 1VIAL IV ELL,ACTEMRA,30/05/2016,B3010H16,08/06/2016,15/06/2016,15/06/2016,16/06/16 15:19,20/06/16 09:24,23/06/16 15:59,24/06/2016,ZSP1,01/01/2016,31/12/2016
000003075476,ZSP1,000000000010168706,ROACTEM 200MG/10ML 1VIAL IV PL,ACTEMRA,30/05/2016,B3007H04,20/06/2016,24/06/2016,24/06/2016,27/06/16 11:58,29/06/16 09:33,30/06/16 15:39,01/07/2016,ZSP1,01/01/2016,31/12/2016
000003075477,ZSP1,000000000010168759,ROACTEM 80MG/4ML 1VIAL IV PL,ACTEMRA,30/05/2016,B1027H12,17/06/2016,24/06/2016,24/06/2016,27/06/16 11:46,30/06/16 08:06,05/07/16 10:05,06/07/2016,ZSP1,01/01/2016,31/12/2016
000003075478,ZSP1,000000000010168763,ROACTEM 80MG/4ML 1VIAL IV SI,ACTEMRA,30/05/2016,B1027H15,05/07/2016,06/07/2016,06/07/2016,07/07/16 11:56,11/07/16 09:52,15/07/16 15:18,18/07/2016,ZSP1,01/01/2016,31/12/2016
000003075479,ZSP1,000000000010168725,ROACTEM 400MG/20ML 1VIAL IV DK-NO-IS,ACTEMRA,30/05/2016,B3010H18,08/06/2016,15/06/2016,15/06/2016,16/06/16 15:16,20/06/16 13:45,23/06/16 11:08,24/06/2016,ZSP1,01/01/2016,31/12/2016
000003075480,ZSP1,000000000010168703,ROACTEM 200MG/10ML 1VIAL IV IE,ACTEMRA,30/05/2016,B2055H06,21/06/2016,27/06/2016,27/06/2016,27/06/16 11:47,30/06/16 08:54,01/07/16 12:21,04/07/2016,ZSP1,01/01/2016,31/12/2016
000003075481,ZSP1,000000000010168754,ROACTEM 80MG/4ML 1VIAL IV GB-CHU,ACTEMRA,30/05/2016,,,,,,,,,ZSP1,01/01/2016,31/12/2016
000003075482,ZSP1,000000000010168743,ROACTEM 400MG/20ML 1VIAL IV SE,ACTEMRA,30/05/2016,,,,,,,,,ZSP1,01/01/2016,31/12/2016
000003075483,ZSP1,000000000010168741,ROACTEM 80MG/4ML 1VIAL IV AT,ACTEMRA,30/05/2016,B1027H16,05/07/2016,06/07/2016,06/07/2016,07/07/16 11:55,11/07/16 10:01,13/07/16 14:55,15/07/2016,ZSP1,01/01/2016,31/12/2016
000003075484,ZSP1,000000000010159525,AVASTIN 400MG/16ML 1VIAL IT-CLIN,AVASTIN,30/05/2016,B8509H05,20/07/2016,22/07/2016,22/07/2016,25/07/16 14:26,28/07/16 08:23,28/07/16 11:39,29/07/2016,ZSP1,01/01/2016,31/12/2016
000003075485,ZSP1,000000000010159040,AVASTIN 100MG/4ML 1VIAL GB-IE,AVASTIN,30/05/2016,B8507H14,31/05/2016,10/06/2016,10/06/2016,13/06/16 14:30,16/06/16 13:10,21/06/16 11:59,22/06/2016,ZSP1,01/01/2016,31/12/2016
000003075486,ZSP1,000000000010168758,ROACTEM 80MG/4ML 1VIAL IV NL,ACTEMRA,30/05/2016,B1027H11,17/06/2016,23/06/2016,24/06/2016,27/06/16 11:47,29/06/16 09:50,05/07/16 17:52,06/07/2016,ZSP1,01/01/2016,31/12/2016
000003075487,ZSP1,000000000010169198,PERJETA 420MG/14ML 1VIAL GB-IE,PERJETA,30/05/2016,H0156H21,17/06/2016,28/06/2016,28/06/2016,28/06/16 17:25,04/07/16 10:05,07/07/16 16:17,08/07/2016,ZSP1,01/01/2016,31/12/2016
000003075489,ZSP1,000000000010169202,PERJETA 420MG/14ML 1VIAL NL,PERJETA,30/05/2016,H0162H02,01/07/2016,08/07/2016,08/07/2016,11/07/16 09:50,14/07/16 14:01,20/07/16 17:00,21/07/2016,ZSP1,01/01/2016,31/12/2016
000003075490,ZSP1,000000000010169207,PERJETA 420MG/14ML 1VIAL SK,PERJETA,30/05/2016,H0156H22,01/07/2016,11/07/2016,11/07/2016,12/07/16 13:36,15/07/16 10:46,19/07/16 14:25,20/07/2016,ZSP1,01/01/2016,31/12/2016
000003075491,ZSP1,000000000010169198,PERJETA 420MG/14ML 1VIAL GB-IE,PERJETA,30/05/2016,H0162H03,01/07/2016,08/07/2016,08/07/2016,11/07/16 09:52,14/07/16 14:56,19/07/16 11:37,19/07/2016,ZSP1,01/01/2016,31/12/2016
000003075495,ZSP1,000000000010167347,NEORECOR 4000IU/0.3ML 6ASRG RO-BG-PL,NEORECORMON,30/05/2016,B2000H02,27/06/2016,04/07/2016,04/07/2016,07/07/16 11:04,11/07/16 13:40,29/07/16 15:27,01/08/2016,ZSP1,01/01/2016,31/12/2016
000003075497,ZSP1,000000000010167296,NEORECOR 2000IU/0.3ML 6ASRG DEATBENL,NEORECORMON,30/05/2016,B2000H03,24/06/2016,01/07/2016,01/07/2016,04/07/16 08:53,06/07/16 08:07,12/07/16 09:38,13/07/2016,ZSP1,01/01/2016,31/12/2016
000003075498,ZSP1,000000000010167307,NEORECOR 2000IU/0.3ML 6ASRG HR,NEORECORMON,30/05/2016,B2000H01,24/06/2016,01/07/2016,01/07/2016,04/07/16 08:52,06/07/16 10:35,11/07/16 14:52,12/07/2016,ZSP1,01/01/2016,31/12/2016
000003075500,ZSP1,000000000010159524,AVASTIN 400MG/16ML 1VIAL HU,AVASTIN,30/05/2016,B7222H06,23/06/2016,30/06/2016,30/06/2016,01/07/16 11:29,05/07/16 14:50,08/07/16 09:58,11/07/2016,ZSP1,01/01/2016,31/12/2016
000003075501,ZSP1,000000000010159526,AVASTIN 400MG/16ML 1VIAL NL,AVASTIN,30/05/2016,B7222H07,30/06/2016,01/07/2016,01/07/2016,04/07/16 08:53,06/07/16 09:59,12/07/16 09:00,13/07/2016,ZSP1,01/01/2016,31/12/2016
000003075502,ZSP1,000000000010159534,AVASTIN 400MG/16ML 1VIAL PT,AVASTIN,30/05/2016,B8017H08,19/07/2016,22/07/2016,22/07/2016,22/07/16 13:22,26/07/16 15:05,29/07/16 11:49,01/08/2016,ZSP1,01/01/2016,31/12/2016
000003075503,ZSP1,000000000010159536,AVASTIN 400MG/16ML 1VIAL SE-FI,AVASTIN,30/05/2016,B8017H05,13/06/2016,21/06/2016,21/06/2016,22/06/16 12:08,23/06/16 10:07,30/06/16 13:56,01/07/2016,ZSP1,01/01/2016,31/12/2016
000003075504,ZSP1,000000000010159539,AVASTIN 400MG/16ML 1VIAL HR,AVASTIN,30/05/2016,B7222H09,23/06/2016,01/07/2016,01/07/2016,04/07/16 08:53,06/07/16 10:06,08/07/16 13:12,11/07/2016,ZSP1,01/01/2016,31/12/2016
000003075505,ZSP1,000000000010169190,PERJETA 420MG/14ML 1VIAL BE,PERJETA,30/05/2016,H0156H17,17/06/2016,27/06/2016,,28/06/16 17:43,30/06/16 11:45,04/07/16 12:02,04/07/2016,ZSP1,01/01/2016,31/12/2016
000003075506,ZSP1,000000000010168698,ROACTEM 200MG/10ML 1VIAL IV ES,ACTEMRA,30/05/2016,B2056H02,05/07/2016,07/07/2016,07/07/2016,08/07/16 12:08,12/07/16 13:25,19/07/16 09:58,20/07/2016,ZSP1,01/01/2016,31/12/2016
000003075507,ZSP1,000000000010168702,ROACTEM 200MG/10ML 1VIAL IV GR,ACTEMRA,30/05/2016,B3007H03,16/06/2016,20/06/2016,20/06/2016,21/06/16 11:54,22/06/16 09:43,29/06/16 14:02,30/06/2016,ZSP1,01/01/2016,31/12/2016
000003075508,ZSP1,000000000010168705,ROACTEM 200MG/10ML 1VIAL IV NL,ACTEMRA,30/05/2016,B3007H09,05/07/2016,07/07/2016,07/07/2016,08/07/16 12:06,13/07/16 13:11,15/07/16 11:56,18/07/2016,ZSP1,01/01/2016,31/12/2016
000003075509,ZSP1,000000000010168701,ROACTEM 200MG/10ML 1VIAL IV GB-CHU,ACTEMRA,30/05/2016,B2056H01,05/07/2016,07/07/2016,07/07/2016,08/07/16 12:02,15/07/16 13:53,19/07/16 09:48,20/07/2016,ZSP1,01/01/2016,31/12/2016
000003075512,ZSP1,000000000010168731,ROACTEM 400MG/20ML 1VIAL IV FR-CLINCHU,ACTEMRA,30/05/2016,B3010H23,17/06/2016,24/06/2016,24/06/2016,28/06/16 17:35,30/06/16 11:52,01/07/16 11:21,04/07/2016,ZSP1,01/01/2016,31/12/2016
000003075513,ZSP1,000000000010168733,ROACTEM 400MG/20ML 1VIAL IV GB-CHU,ACTEMRA,30/05/2016,,,,,,,,,ZSP1,01/01/2016,31/12/2016
000003075514,ZSP1,000000000010168734,ROACTEM 400MG/20ML 1VIAL IV GR,ACTEMRA,30/05/2016,B3010H17,08/06/2016,15/06/2016,15/06/2016,16/06/16 15:23,20/06/16 12:47,23/06/16 12:52,24/06/2016,ZSP1,01/01/2016,31/12/2016
000003075515,ZSP1,000000000010168742,ROACTEM 400MG/20ML 1VIAL IV RO,ACTEMRA,30/05/2016,,,,,,,,,ZSP1,01/01/2016,31/12/2016
000003075516,ZSP1,000000000010168739,ROACTEM 400MG/20ML 1VIAL IV PL,ACTEMRA,30/05/2016,B3010H22,17/06/2016,24/06/2016,24/06/2016,27/06/16 11:44,29/06/16 09:46,01/07/16 15:18,04/07/2016,ZSP1,01/01/2016,31/12/2016
000003075517,ZSP1,000000000010168750,ROACTEM 80MG/4ML 1VIAL IV ES,ACTEMRA,30/05/2016,B1027H08,10/06/2016,15/06/2016,15/06/2016,16/06/16 15:24,20/06/16 13:11,23/06/16 10:53,24/06/2016,ZSP1,01/01/2016,31/12/2016
000003075518,ZSP1,000000000010168767,ROACTEM 80MG/4ML 1VIAL IV HR,ACTEMRA,30/05/2016,B1027H09,13/06/2016,15/06/2016,15/06/2016,16/06/16 15:11,20/06/16 13:17,23/06/16 10:58,24/06/2016,ZSP1,01/01/2016,31/12/2016
000003075519,ZSP1,000000000010168753,ROACTEM 80MG/4ML 1VIAL IV FR-CLINCHU,ACTEMRA,30/05/2016,B1027H13,27/06/2016,06/07/2016,06/07/2016,07/07/16 11:57,11/07/16 09:29,15/07/16 15:11,18/07/2016,ZSP1,01/01/2016,31/12/2016
000003075520,ZSP1,000000000010168756,ROACTEM 80MG/4ML 1VIAL IV IE,ACTEMRA,30/05/2016,B1027H07,10/06/2016,15/06/2016,15/06/2016,16/06/16 15:21,20/06/16 13:57,23/06/16 10:47,24/06/2016,ZSP1,01/01/2016,31/12/2016
000003075521,ZSP1,000000000010159239,HERCEPTI 150MG 1VILY IV GB-IE,HERCEPTIN,30/05/2016,,,,,,,,,ZSP1,01/01/2016,31/12/2016
000003075522,ZSP1,000000000010159239,HERCEPTI 150MG 1VILY IV GB-IE,HERCEPTIN,30/05/2016,,,,,,,,,ZSP1,01/01/2016,31/12/2016
000003075523,ZSP1,000000000010159239,HERCEPTI 150MG 1VILY IV GB-IE,HERCEPTIN,30/05/2016,H4717H03,04/07/2016,05/07/2016,05/07/2016,06/07/16 15:30,07/07/16 09:24,13/07/16 14:39,13/07/2016,ZSP1,01/01/2016,31/12/2016
000003075524,ZSP1,000000000010168756,ROACTEM 80MG/4ML 1VIAL IV IE,ACTEMRA,30/05/2016,B1027H14,27/06/2016,06/07/2016,06/07/2016,07/07/16 11:56,11/07/16 09:42,14/07/16 12:06,15/07/2016,ZSP1,01/01/2016,31/12/2016
000003075525,ZSP1,000000000010159519,AVASTIN 400MG/16ML 1VIAL ELL,AVASTIN,30/05/2016,B7222H10,24/06/2016,28/06/2016,29/06/2016,29/06/16 15:14,30/06/16 13:37,06/07/16 10:50,01/08/2016,ZSP1,01/01/2016,31/12/2016
000003075526,ZSP1,000000000010159522,AVASTIN 400MG/16ML 1VIAL GB-IE,AVASTIN,30/05/2016,B8017H03,08/06/2016,13/06/2016,14/06/2016,14/06/16 13:09,16/06/16 14:04,17/06/16 09:36,17/06/2016,ZSP1,01/01/2016,31/12/2016
000003075527,ZSP1,000000000010169193,PERJETA 420MG/14ML 1VIAL DE,PERJETA,30/05/2016,H0162H01,01/07/2016,07/07/2016,08/07/2016,11/07/16 09:53,14/07/16 10:55,18/07/16 16:11,18/07/2016,ZSP1,01/01/2016,31/12/2016
000003075528,ZSP1,000000000010169194,PERJETA 420MG/14ML 1VIAL DK-NO-IS,PERJETA,30/05/2016,H0162H06,01/07/2016,11/07/2016,11/07/2016,11/07/16 09:49,14/07/16 15:16,20/07/16 17:04,21/07/2016,ZSP1,01/01/2016,31/12/2016
000003075529,ZSP1,000000000010169197,PERJETA 420MG/14ML 1VIAL FR-CLIN,PERJETA,30/05/2016,H0162H04,01/07/2016,08/07/2016,08/07/2016,12/07/16 13:35,18/07/16 09:14,19/07/16 12:13,19/07/2016,ZSP1,01/01/2016,31/12/2016
000003075530,ZSP1,000000000010169195,PERJETA 420MG/14ML 1VIAL ELL,PERJETA,30/05/2016,H0156H15,17/06/2016,27/06/2016,27/06/2016,28/06/16 17:44,04/07/16 09:09,04/07/16 15:38,04/07/2016,ZSP1,01/01/2016,31/12/2016
000003075531,ZSP1,000000000010169204,PERJETA 420MG/14ML 1VIAL PT,PERJETA,30/05/2016,H0156H16,17/06/2016,27/06/2016,27/06/2016,28/06/16 17:46,30/06/16 11:59,04/07/16 11:56,04/07/2016,ZSP1,01/01/2016,31/12/2016
000003075532,ZSP1,000000000010169196,PERJETA 420MG/14ML 1VIAL ES,PERJETA,30/05/2016,H0156H19,17/06/2016,27/06/2016,27/06/2016,28/06/16 17:41,04/07/16 09:18,04/07/16 16:01,04/07/2016,ZSP1,01/01/2016,31/12/2016
000003075533,ZSP1,000000000010169210,PERJETA 420MG/14ML 1VIAL HR,PERJETA,30/05/2016,H0156H18,17/06/2016,27/06/2016,27/06/2016,28/06/16 17:42,30/06/16 11:37,01/07/16 11:08,01/07/2016,ZSP1,01/01/2016,31/12/2016
000003075534,ZSP1,000000000010169937,ROACTEM 400MG/20ML 1VIAL IV HU,ACTEMRA,30/05/2016,,,,,,,,,ZSP1,01/01/2016,31/12/2016
000003075535,ZSP1,000000000010169196,PERJETA 420MG/14ML 1VIAL ES,PERJETA,30/05/2016,H0156H20,17/06/2016,27/06/2016,27/06/2016,28/06/16 17:40,04/07/16 09:30,06/07/16 11:16,06/07/2016,ZSP1,01/01/2016,31/12/2016
000003075536,ZSP1,000000000010169197,PERJETA 420MG/14ML 1VIAL FR-CLIN,PERJETA,30/05/2016,,,,,,,,,ZSP1,01/01/2016,31/12/2016
000003075537,ZSP1,000000000010169196,PERJETA 420MG/14ML 1VIAL ES,PERJETA,30/05/2016,H0162H05,01/07/2016,08/07/2016,28/07/2016,11/07/16 09:50,14/07/16 14:22,15/07/16 15:32,18/07/2016,ZSP1,01/01/2016,31/12/2016
000003075539,ZSP1,000000000010167295,NEORECOR 2000IU/.3ML 6 ASRG CZSKHUSI,NEORECORMON,30/05/2016,B2001H01,24/06/2016,30/06/2016,30/06/2016,01/07/16 11:24,05/07/16 14:36,08/07/16 09:50,11/07/2016,ZSP1,01/01/2016,31/12/2016
000003075540,ZSP1,000000000010167342,NEORECOR 4000IU/0.3ML 6ASRG ELL,NEORECORMON,30/05/2016,B2000H03,27/06/2016,04/07/2016,04/07/2016,04/07/16 11:06,06/07/16 09:14,13/07/16 15:11,14/07/2016,ZSP1,01/01/2016,31/12/2016
000003075541,ZSP1,000000000010168710,ROACTEM 200MG/10ML 1VIAL IV SE,ACTEMRA,30/05/2016,B3007H06,21/06/2016,27/06/2016,27/06/2016,27/06/16 11:48,30/06/16 08:47,06/07/16 16:23,07/07/2016,ZSP1,01/01/2016,31/12/2016
000003075542,ZSP1,000000000010167343,NEORECOR 4000IU/0.3ML 6ASRG ES-PT,NEORECORMON,30/05/2016,B2000H05,04/07/2016,14/07/2016,15/07/2016,15/07/16 12:05,20/07/16 09:19,22/07/16 13:21,25/07/2016,ZSP1,01/01/2016,31/12/2016
000003075543,ZSP1,000000000010167303,NEORECOR 2000IU/0.3ML 6ASRG GB-IE-GRCY,NEORECORMON,30/05/2016,B2001H02,24/06/2016,30/06/2016,01/07/2016,01/07/16 11:42,05/07/16 14:29,08/07/16 10:06,11/07/2016,ZSP1,01/01/2016,31/12/2016
000003075544,ZSP1,000000000010167302,NEORECOR 2000IU/0.3ML 6ASRG FR,NEORECORMON,30/05/2016,B2000H02,24/06/2016,01/07/2016,01/07/2016,01/07/16 11:38,06/07/16 12:22,12/07/16 09:34,13/07/2016,ZSP1,01/01/2016,31/12/2016
000003075545,ZSP1,000000000010167345,NEORECOR 4000IU/0.3ML 6ASRG GB-IE-GRCY,NEORECORMON,30/05/2016,B2000H01,27/06/2016,01/07/2016,04/07/2016,04/07/16 08:47,05/07/16 14:25,14/07/16 15:49,15/07/2016,ZSP1,01/01/2016,31/12/2016
000003075546,ZSP1,000000000010168711,ROACTEM 200MG/10ML 1VIAL IV SI,ACTEMRA,30/05/2016,B3007H08,05/07/2016,07/07/2016,07/07/2016,08/07/16 12:07,12/07/16 13:38,14/07/16 15:28,15/07/2016,ZSP1,01/01/2016,31/12/2016
000003075560,ZSP1,000000000010167305,NEORECOR 2000IU/0.3ML 6ASRG RO-BG-PL,NEORECORMON,30/05/2016,B2000H04,24/06/2016,29/06/2016,30/06/2016,01/07/16 11:29,04/07/16 10:01,07/07/16 09:41,08/07/2016,ZSP1,01/01/2016,31/12/2016
000003075561,ZSP1,000000000010167333,NEORECOR 5000IU/0.3ML 6ASRG GB-IE-GRCY,NEORECORMON,30/05/2016,B2000H02,04/07/2016,15/07/2016,15/07/2016,18/07/16 14:44,20/07/16 10:12,28/07/16 09:45,29/07/2016,ZSP1,01/01/2016,31/12/2016
000003075562,ZSP1,000000000010167368,NEORECOR 3000IU/0.3ML 1ASRG FR-CLIN,NEORECORMON,30/05/2016,B2000H05,30/06/2016,08/07/2016,08/07/2016,11/07/16 09:47,15/07/16 09:26,20/07/16 13:11,21/07/2016,ZSP1,01/01/2016,31/12/2016
000003075563,ZSP1,000000000010167311,NEORECOR 3000IU/0.3ML 6ASRG ES-PT,NEORECORMON,30/05/2016,B2000H04,30/06/2016,05/07/2016,06/07/2016,06/07/16 15:22,13/07/16 14:44,14/07/16 14:26,15/07/2016,ZSP1,01/01/2016,31/12/2016
000003075564,ZSP1,000000000010167314,NEORECOR 3000IU/0.3ML 6ASRG GB-IE-GRCY,NEORECORMON,30/05/2016,B2000H03,30/06/2016,05/07/2016,05/07/2016,06/07/16 15:24,12/07/16 08:51,11/08/16 12:06,12/08/2016,ZSP1,01/01/2016,31/12/2016
000003075565,ZSP1,000000000010167339,NEORECOR 4000IU/0.3ML 1ASRG IT-PU,NEORECORMON,30/05/2016,B2000H04,04/07/2016,12/07/2016,12/07/2016,13/07/16 18:27,18/07/16 12:28,20/07/16 15:56,21/07/2016,ZSP1,01/01/2016,31/12/2016
000003075566,ZSP1,000000000010167335,NEORECOR 5000IU/0.3ML 6ASRG RO-BG-PL,NEORECORMON,30/05/2016,B2000H01,30/06/2016,06/07/2016,06/07/2016,06/07/16 14:13,12/07/16 13:13,18/07/16 17:18,20/07/2016,ZSP1,01/01/2016,31/12/2016
000003075567,ZSP1,000000000010167370,NEORECOR 3000IU/.3ML 1 ASRG IT-PU,NEORECORMON,30/05/2016,B2000H06,30/06/2016,10/07/2016,11/07/2016,12/07/16 13:42,15/07/16 14:35,01/08/16 11:44,02/08/2016,ZSP1,01/01/2016,31/12/2016
000003075569,ZSP1,000000000010167584,RECORMON 5000IU/.3ML 6 ASRG TW,NEORECORMON,30/05/2016,,,,,,,,,ZSP1,01/01/2016,31/12/2016
000003075597,ZSP1,000000000010126180,BONDRONA 6MG/6ML 1VIAL ZA,BONDRONAT,30/05/2016,H1083H22,04/07/2016,05/07/2016,05/07/2016,06/07/16 15:29,12/07/16 09:48,18/07/16 15:56,18/07/2016,ZSP1,01/01/2016,31/12/2016
000003075707,ZSP1,000000000010169201,PERJETA 420MG/14ML 1VIAL IT-CLIN,PERJETA,31/05/2016,H0162H07,01/07/2016,08/07/2016,08/07/2016,11/07/16 09:51,14/07/16 15:27,19/07/16 15:00,20/07/2016,ZSP1,01/01/2016,31/12/2016
000003075755,ZSP1,000000000010160545,NEORECOR 10000IU/0.6ML 6ASRG ME,NEORECORMON,31/05/2016,H0639H02,31/05/2016,08/06/2016,08/06/2016,08/06/16 13:26,14/06/16 09:12,20/06/16 10:30,21/06/2016,ZSP1,01/01/2016,31/12/2016
000003075809,ZSP1,000000000010159202,HERCEPTI 150MG 1VILY IV ELL,HERCEPTIN,01/06/2016,N1050H10,24/06/2016,01/07/2016,01/07/2016,04/07/16 08:48,06/07/16 10:09,08/07/16 10:55,08/07/2016,ZSP1,01/01/2016,31/12/2016
000003075810,ZSP1,000000000010159226,HERCEPTI 150MG 1VILY IV AT,HERCEPTIN,01/06/2016,H4709H06,01/07/2016,04/07/2016,05/07/2016,05/07/16 14:32,11/07/16 07:52,15/07/16 11:47,15/07/2016,ZSP1,01/01/2016,31/12/2016
000003075811,ZSP1,000000000010159235,HERCEPTI 150MG 1VILY IV ELL,HERCEPTIN,01/06/2016,H4709H03,24/06/2016,04/07/2016,04/07/2016,05/07/16 14:36,08/07/16 08:02,14/07/16 10:17,15/07/2016,ZSP1,01/01/2016,31/12/2016
000003075814,ZSP1,000000000010129627,BONVIVA 3MG/3ML 1ASRG KR,BONVIVA,01/06/2016,H6272H07,08/06/2016,15/06/2016,16/06/2016,16/06/16 15:07,20/06/16 08:47,21/06/16 10:50,21/06/2016,ZSP1,01/01/2016,31/12/2016
000003075867,ZSP1,000000000010159232,HERCEPTI 150MG 1VILY IV DE,HERCEPTIN,02/06/2016,H4694H04,15/06/2016,22/06/2016,23/06/2016,24/06/16 09:30,30/06/16 12:13,13/07/16 13:12,13/07/2016,ZSP1,01/01/2016,31/12/2016
000003075868,ZSP1,000000000010159239,HERCEPTI 150MG 1VILY IV GB-IE,HERCEPTIN,02/06/2016,H4707H04,27/06/2016,05/07/2016,05/07/2016,05/07/16 14:31,06/07/16 08:54,13/07/16 13:44,13/07/2016,ZSP1,01/01/2016,31/12/2016
000003075886,ZSP1,000000000010159245,HERCEPTI 150MG 1VILY IV IT-CLIN,HERCEPTIN,02/06/2016,H4701H01,29/06/2016,04/07/2016,04/07/2016,05/07/16 14:49,07/07/16 09:41,13/07/16 13:28,13/07/2016,ZSP1,01/01/2016,31/12/2016
000003075887,ZSP1,000000000010169197,PERJETA 420MG/14ML 1VIAL FR-CLIN,PERJETA,02/06/2016,,,,,,,,,ZSP1,01/01/2016,31/12/2016
000003076018,ZSP1,000000000010065283,BONDRONA 6MG/6ML 5VIAL SI,BONDRONAT,06/06/2016,H1084H11,06/06/2016,13/06/2016,13/06/2016,13/06/16 14:15,14/06/16 10:48,16/06/16 09:34,16/06/2016,ZSP1,01/01/2016,31/12/2016
000003076030,ZSP1,000000000010110667,MIRCERA 50MCG/.3ML 1 ASRG IN,MIRCERA,06/06/2016,H0534H34,07/06/2016,08/06/2016,09/06/2016,09/06/16 13:09,14/06/16 09:35,14/06/16 11:11,14/06/2016,ZSP1,01/01/2016,31/12/2016
000003076032,ZSP1,000000000010108938,NEORECOR 10000IU/.6ML 1 ASRG IT-PU,NEORECORMON,06/06/2016,,,,,,,,,ZSP1,01/01/2016,31/12/2016
000003076039,ZSP1,000000000010159519,AVASTIN 400MG/16ML 1VIAL ELL,AVASTIN,07/06/2016,B7222H01,16/06/2016,20/06/2016,20/06/2016,21/06/16 11:50,23/06/16 09:32,28/06/16 09:43,28/06/2016,ZSP1,01/01/2016,31/12/2016
000003076053,ZSP1,000000000010142033,MIRCERA 100MCG/0.3ML 1ASRG EC,MIRCERA,07/06/2016,H0583H13,27/06/2016,05/07/2016,05/07/2016,06/07/16 15:26,12/07/16 14:25,18/07/16 11:04,18/07/2016,ZSP1,01/01/2016,31/12/2016
000003076068,ZSP1,000000000010159232,HERCEPTI 150MG 1VILY IV DE,HERCEPTIN,08/06/2016,H4701H02,29/06/2016,04/07/2016,04/07/2016,05/07/16 14:43,12/07/16 09:37,14/07/16 12:41,15/07/2016,ZSP1,01/01/2016,31/12/2016
000003076072,ZSP1,000000000010140399,BONVIVA 3MG/3ML 1ASRG PE,BONVIVA,08/06/2016,H6276H06,20/06/2016,21/06/2016,21/06/2016,21/06/16 11:43,01/07/16 08:42,15/07/16 14:58,15/07/2016,ZSP1,01/01/2016,31/12/2016
000003076083,ZSP1,000000000010159245,HERCEPTI 150MG 1VILY IV IT-CLIN,HERCEPTIN,08/06/2016,H4710H02,29/06/2016,04/07/2016,04/07/2016,05/07/16 14:46,11/07/16 08:00,14/07/16 09:07,15/07/2016,ZSP1,01/01/2016,31/12/2016
