Plant,Plant Name,Material,Product Family,Dollar Per KG,Product Name,KGs/Vial,Batch,Actual finish,Year,Quarter,Month,DS Goods Issued (KGs),Expected Vials,Actual Filled Vials,Insp Passed Vials,Packed Vials,Filling Yield,Insp Yield,Packed Yield,Overall Yield,KGs Issued,KG's Filled,KG's Inspected,KG's Packed,KG's lost - Fill,KG's lost - Insp,KG's lost - Pkg,Total KG's lost,$s lost - Fill,$s lost - Insp,$s lost - Pkg,Total $s lost
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3101420,6/23/2016,2016,Q2-2016,Jun,325.35,34672,34065,32873,32051,98.25%,94.81%,92.44%,92.44%,325.35,610.45,589.084,574.357,10.873,32.239,46.966,46.966,"$1,440,693","$4,271,656","$6,222,998","$6,222,998.06"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3108483,7/27/2016,2016,Q3-2016,Jul,324.6,34592,33762,32817,31865,97.60%,94.87%,92.12%,92.12%,324.6,605.014,588.073,571.019,14.877,31.818,48.872,48.872,"$1,971,253","$4,215,854","$6,475,526","$6,475,525.60"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3108483,7/26/2016,2016,Q3-2016,Jul,324.6,34592,33693,33373,30436,97.40%,96.47%,87.98%,87.98%,324.6,603.774,598.038,545.411,16.117,21.853,74.48,74.48,"$2,135,525","$2,895,525","$9,868,648","$9,868,648.15"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3115896,8/1/2016,2016,Q3-2016,Aug,331.8,35359,34953,34429,32019,98.85%,97.37%,90.55%,90.55%,331.8,626.354,616.959,573.772,7.287,16.682,59.869,59.869,"$965,510","$2,210,389","$7,932,681","$7,932,681.36"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3115896,7/31/2016,2016,Q3-2016,Jul,331.8,35359,34935,34306,34203,98.80%,97.02%,96.73%,96.73%,331.8,626.037,614.769,612.924,7.604,18.872,20.717,20.717,"$1,007,489","$2,500,588","$2,744,958","$2,744,958.37"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3115896,7/30/2016,2016,Q3-2016,Jul,331.8,35359,33874,33586,30799,95.80%,94.99%,87.10%,87.10%,331.8,607.028,601.868,551.913,26.613,31.773,81.728,81.728,"$3,526,212","$4,209,877","$10,828,923","$10,828,923.27"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3138222,12/9/2016,2016,Q4-2016,Dec,326.8,34827,34182,33840,30727,98.15%,97.17%,88.23%,88.23%,326.8,612.547,606.421,550.63,11.546,17.671,73.462,73.462,"$1,529,806","$2,341,431","$9,733,705","$9,733,705.35"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3138222,12/8/2016,2016,Q4-2016,Dec,326.8,34827,34565,33494,32690,99.25%,96.17%,93.87%,93.87%,326.8,619.412,600.21,585.805,4.681,23.882,38.287,38.287,"$620,192","$3,164,425","$5,073,093","$5,073,092.91"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3149310,1/12/2017,2017,Q1-2017,Jan,326.2,34763,33633,33145,32283,96.75%,95.35%,92.87%,92.87%,326.2,602.701,593.962,578.519,20.246,28.985,44.428,44.428,"$2,682,564","$3,840,503","$5,886,700","$5,886,700.37"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3149310,1/11/2017,2017,Q1-2017,Jan,326.2,34763,34398,33452,31210,98.95%,96.23%,89.78%,89.78%,326.2,616.406,599.454,559.291,6.541,23.492,63.656,63.656,"$866,674","$3,112,702","$8,434,359","$8,434,359.42"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3149312,1/11/2017,2017,Q1-2017,Jan,328.15,34970,34306,33723,30654,98.10%,96.43%,87.66%,87.66%,328.15,614.764,604.313,549.32,11.907,22.358,77.35,77.35,"$1,577,643","$2,962,398","$10,248,899","$10,248,899.50"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3149312,1/10/2017,2017,Q1-2017,Jan,328.15,34970,33764,33730,33258,96.55%,96.45%,95.10%,95.10%,328.15,605.05,604.445,595.983,21.62,22.225,30.687,30.687,"$2,864,667","$2,944,837","$4,066,083","$4,066,082.70"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3149312,1/9/2017,2017,Q1-2017,Jan,328.15,34970,34061,33261,33128,97.40%,95.11%,94.73%,94.73%,328.15,610.377,596.033,593.649,16.293,30.637,33.021,33.021,"$2,158,880","$4,059,441","$4,375,339","$4,375,339.00"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3149313,1/6/2017,2017,Q1-2017,Jan,329.45,35109,33354,32770,31426,95.00%,93.34%,89.51%,89.51%,329.45,597.695,587.236,563.159,31.458,41.917,65.994,65.994,"$4,168,139","$5,554,046","$8,744,204","$8,744,204.08"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3149313,1/4/2017,2017,Q1-2017,Jan,329.45,35109,34617,33683,31359,98.60%,95.94%,89.32%,89.32%,329.45,620.345,603.596,561.948,8.808,25.557,67.206,67.206,"$1,167,079","$3,386,363","$8,904,736","$8,904,736.39"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3155128,3/18/2017,2017,Q1-2017,Mar,322.7,34390,34321,33703,33265,99.80%,98.00%,96.73%,96.73%,322.7,615.03,603.96,596.108,1.233,12.303,20.155,20.155,"$163,310","$1,630,156","$2,670,477","$2,670,476.55"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3155128,3/16/2017,2017,Q1-2017,Mar,322.7,34390,33358,32491,31711,97.00%,94.48%,92.21%,92.21%,322.7,597.775,582.233,568.259,18.488,34.03,48.004,48.004,"$2,449,644","$4,508,978","$6,360,477","$6,360,477.20"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3155129,2/18/2017,2017,Q1-2017,Feb,325.45,34683,33746,32447,30468,97.30%,93.55%,87.85%,87.85%,325.45,604.733,581.451,545.983,16.781,40.063,75.532,75.532,"$2,223,467","$5,308,364","$10,007,943","$10,007,942.56"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3155129,2/16/2017,2017,Q1-2017,Feb,325.45,34683,33989,33904,30887,98.00%,97.76%,89.05%,89.05%,325.45,609.084,607.561,553.488,12.43,13.953,68.026,68.026,"$1,647,013","$1,848,772","$9,013,438","$9,013,438.36"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3155129,2/15/2017,2017,Q1-2017,Feb,325.45,34683,33816,33562,31951,97.50%,96.77%,92.12%,92.12%,325.45,605.976,601.432,572.563,15.538,20.083,48.951,48.951,"$2,058,766","$2,660,955","$6,486,060","$6,486,060.10"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3160554,3/16/2017,2017,Q1-2017,Mar,328.3,34986,34444,32825,30068,98.45%,93.82%,85.94%,85.94%,328.3,617.239,588.229,538.818,9.718,38.728,88.139,88.139,"$1,287,613","$5,131,469","$11,678,457","$11,678,456.79"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3160554,3/14/2017,2017,Q1-2017,Mar,328.3,34986,34881,33521,30370,99.70%,95.81%,86.81%,86.81%,328.3,625.076,600.698,544.232,1.881,26.259,82.724,82.724,"$249,215","$3,479,296","$10,960,991","$10,960,990.95"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3172818,6/27/2017,2017,Q2-2017,Jun,327.7,34922,33211,31684,29276,95.10%,90.73%,83.83%,83.83%,327.7,595.146,567.77,524.619,30.665,58.041,101.192,101.192,"$4,063,079","$7,690,496","$13,407,936","$13,407,936.19"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3172818,6/26/2017,2017,Q2-2017,Jun,327.7,34922,33945,32400,31137,97.20%,92.78%,89.16%,89.16%,327.7,608.288,580.611,557.967,17.523,45.2,67.844,67.844,"$2,321,759","$5,988,978","$8,989,287","$8,989,286.85"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3179401,6/17/2017,2017,Q2-2017,Jun,330.15,35184,33864,32408,30366,96.25%,92.11%,86.31%,86.31%,330.15,606.847,580.752,544.165,23.643,49.738,86.325,86.325,"$3,132,747","$6,590,255","$11,438,083","$11,438,083.27"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3179401,6/15/2017,2017,Q2-2017,Jun,330.15,35184,35096,34587,32615,99.75%,98.30%,92.70%,92.70%,330.15,628.914,619.794,584.466,1.576,10.695,46.024,46.024,"$208,850","$1,417,150","$6,098,148","$6,098,147.64"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3185331,7/21/2017,2017,Q3-2017,Jul,330.65,35237,34109,33836,32009,96.80%,96.03%,90.84%,90.84%,330.65,611.239,606.349,573.606,20.206,25.096,57.839,57.839,"$2,677,326","$3,325,239","$7,663,663","$7,663,662.98"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3185331,7/19/2017,2017,Q3-2017,Jul,330.65,35237,33739,32086,30161,95.75%,91.06%,85.59%,85.59%,330.65,604.608,574.983,540.484,26.836,56.462,90.961,90.961,"$3,555,823","$7,481,243","$12,052,354","$12,052,354.30"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3190857,8/15/2017,2017,Q3-2017,Aug,329.15,35077,34305,32967,30792,97.80%,93.99%,87.78%,87.78%,329.15,614.751,590.776,551.785,13.829,37.804,76.795,76.795,"$1,832,311","$5,009,039","$10,175,377","$10,175,376.54"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3190857,8/14/2017,2017,Q3-2017,Aug,329.15,35077,33902,33444,33344,96.65%,95.35%,95.06%,95.06%,329.15,607.523,599.321,597.523,21.057,29.259,31.057,31.057,"$2,790,110","$3,876,817","$4,115,047","$4,115,046.87"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3195167,6/29/2017,2017,Q2-2017,Jun,331,35274,34498,33998,31754,97.80%,96.38%,90.02%,90.02%,331,618.207,609.243,569.033,13.906,22.87,63.081,63.081,"$1,842,610","$3,030,339","$8,358,167","$8,358,166.56"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3195167,6/28/2017,2017,Q2-2017,Jun,331,35274,33599,32742,31465,95.25%,92.82%,89.20%,89.20%,331,602.088,586.735,563.852,30.025,45.379,68.261,68.261,"$3,978,362","$6,012,666","$9,044,617","$9,044,617.02"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3197034,9/23/2017,2017,Q3-2017,Sep,327.95,34949,33359,32425,29182,95.45%,92.78%,83.50%,83.50%,327.95,597.792,581.054,522.949,28.496,45.234,103.34,103.34,"$3,775,737","$5,993,547","$13,692,516","$13,692,515.54"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3197034,9/22/2017,2017,Q3-2017,Sep,327.95,34949,33429,32861,31415,95.65%,94.02%,89.89%,89.89%,327.95,599.045,588.861,562.951,27.244,37.427,63.337,63.337,"$3,609,771","$4,959,119","$8,392,180","$8,392,180.46"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3197604,7/22/2017,2017,Q3-2017,Jul,328.3,34986,34287,33464,32493,98.00%,95.65%,92.87%,92.87%,328.3,614.418,599.672,582.281,12.539,27.285,44.676,44.676,"$1,661,436","$3,615,285","$5,919,523","$5,919,523.35"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3197604,7/21/2017,2017,Q3-2017,Jul,328.3,34986,34532,33099,29822,98.70%,94.60%,85.24%,85.24%,328.3,618.807,593.126,534.407,8.15,33.831,92.55,92.55,"$1,079,933","$4,482,596","$12,262,926","$12,262,926.39"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3201184,8/19/2017,2017,Q3-2017,Aug,151.6,16156,16083,15737,14447,99.55%,97.41%,89.42%,89.42%,151.6,288.209,282.012,258.887,1.303,7.499,30.624,30.624,"$172,621","$993,656","$4,057,720","$4,057,720.47"
1022,Hillsboro Fill-Finish,10166090,Rituxan ,"$132,500",Rituxan 500mg Fill Samsung V1.2 HTO,0.01792,3201184,8/18/2017,2017,Q3-2017,Aug,151.6,16156,15728,15712,14848,97.35%,97.25%,91.90%,91.90%,151.6,281.84,281.558,266.072,7.672,7.954,23.44,23.44,"$1,016,548","$1,053,892","$3,105,744","$3,105,743.59"
1022,Hillsboro Fill-Finish,10170748,Mabthera ,"$62,500",Mabthera 100mg Fill HTO SBL Ex,0.00193,3115109,6/28/2016,2016,Q2-2016,Jun,243.35,125910,120181,117177,116239,95.45%,93.06%,92.32%,92.32%,243.35,232.278,226.471,224.659,11.072,16.879,18.691,18.691,"$692,027","$1,054,960","$1,168,196","$1,168,195.59"
1022,Hillsboro Fill-Finish,10170748,Mabthera ,"$62,500",Mabthera 100mg Fill HTO SBL Ex,0.00193,3115109,6/27/2016,2016,Q2-2016,Jun,243.35,125910,122636,120736,120494,97.40%,95.89%,95.70%,95.70%,243.35,237.023,233.349,232.882,6.327,10.001,10.468,10.468,"$395,444","$625,060","$654,228","$654,228.32"
1022,Hillsboro Fill-Finish,10170748,Mabthera ,"$62,500",Mabthera 100mg Fill HTO SBL Ex,0.00193,3115904,8/11/2016,2016,Q3-2016,Aug,252.45,130619,124545,119625,115797,95.35%,91.58%,88.65%,88.65%,252.45,240.711,231.203,223.804,11.739,21.247,28.646,28.646,"$733,683","$1,327,938","$1,790,344","$1,790,344.25"
1022,Hillsboro Fill-Finish,10170748,Mabthera ,"$62,500",Mabthera 100mg Fill HTO SBL Ex,0.00193,3115904,8/10/2016,2016,Q3-2016,Aug,252.45,130619,130031,125090,119586,99.55%,95.77%,91.55%,91.55%,252.45,251.314,241.764,231.126,1.136,10.686,21.324,21.324,"$71,002","$667,872","$1,332,723","$1,332,723.37"
1022,Hillsboro Fill-Finish,10170748,Mabthera ,"$62,500",Mabthera 100mg Fill HTO SBL Ex,0.00193,3115904,8/9/2016,2016,Q3-2016,Aug,252.45,130619,127027,122581,114490,97.25%,93.85%,87.65%,87.65%,252.45,245.508,236.915,221.278,6.942,15.535,31.172,31.172,"$433,898","$970,946","$1,948,220","$1,948,220.16"
1022,Hillsboro Fill-Finish,10170748,Mabthera ,"$62,500",Mabthera 100mg Fill HTO SBL Ex,0.00193,3128722,8/17/2016,2016,Q3-2016,Aug,245.5,127023,123529,122541,121683,97.25%,96.47%,95.80%,95.80%,245.5,238.749,236.839,235.181,6.751,8.661,10.319,10.319,"$421,953","$541,328","$644,944","$644,944.46"
1022,Hillsboro Fill-Finish,10170748,Mabthera ,"$62,500",Mabthera 100mg Fill HTO SBL Ex,0.00193,3128722,8/16/2016,2016,Q3-2016,Aug,245.5,127023,124038,122859,119173,97.65%,96.72%,93.82%,93.82%,245.5,239.731,237.453,230.33,5.769,8.047,15.17,15.17,"$360,578","$502,918","$948,143","$948,143.21"
1022,Hillsboro Fill-Finish,10170748,Mabthera ,"$62,500",Mabthera 100mg Fill HTO SBL Ex,0.00193,3128725,10/20/2016,2016,Q4-2016,Oct,265.25,137241,132781,126275,117057,96.75%,92.01%,85.29%,85.29%,265.25,256.629,244.055,226.239,8.621,21.195,39.011,39.011,"$538,789","$1,324,717","$2,438,215","$2,438,215.34"
1022,Hillsboro Fill-Finish,10170748,Mabthera ,"$62,500",Mabthera 100mg Fill HTO SBL Ex,0.00193,3128725,10/18/2016,2016,Q4-2016,Oct,265.25,137241,136486,136213,127496,99.45%,99.25%,92.90%,92.90%,265.25,263.791,263.264,246.415,1.459,1.986,18.835,18.835,"$91,180","$124,154","$1,177,208","$1,177,207.75"
1022,Hillsboro Fill-Finish,10170748,Mabthera ,"$62,500",Mabthera 100mg Fill HTO SBL Ex,0.00193,3128725,10/17/2016,2016,Q4-2016,Oct,265.25,137241,132232,132166,131241,96.35%,96.30%,95.63%,95.63%,265.25,255.568,255.441,253.653,9.682,9.809,11.597,11.597,"$605,102","$613,088","$724,843","$724,843.33"
1022,Hillsboro Fill-Finish,10170748,Mabthera ,"$62,500",Mabthera 100mg Fill HTO SBL Ex,0.00193,3155142,3/5/2017,2017,Q1-2017,Mar,258.35,133671,130263,128569,125869,97.45%,96.18%,94.16%,94.16%,258.35,251.762,248.489,243.271,6.588,9.861,15.079,15.079,"$411,745","$616,302","$942,444","$942,444.03"
1022,Hillsboro Fill-Finish,10170748,Mabthera ,"$62,500",Mabthera 100mg Fill HTO SBL Ex,0.00193,3155142,3/1/2017,2017,Q1-2017,Mar,258.35,133671,130396,127462,125933,97.55%,95.36%,94.21%,94.21%,258.35,252.02,246.35,243.394,6.33,12,14.956,14.956,"$395,598","$750,002","$934,765","$934,764.63"
1022,Hillsboro Fill-Finish,10170748,Mabthera ,"$62,500",Mabthera 100mg Fill HTO SBL Ex,0.00193,3155142,2/28/2017,2017,Q1-2017,Feb,258.35,133671,132067,126520,123357,98.80%,94.65%,92.28%,92.28%,258.35,255.25,244.529,238.416,3.1,13.821,19.934,19.934,"$193,763","$863,793","$1,245,870","$1,245,870.27"
1022,Hillsboro Fill-Finish,10170748,Mabthera ,"$62,500",Mabthera 100mg Fill HTO SBL Ex,0.00193,3185336,7/28/2017,2017,Q3-2017,Jul,279.2,144459,137958,134647,125357,95.50%,93.21%,86.78%,86.78%,279.2,266.636,260.237,242.28,12.564,18.963,36.92,36.92,"$785,250","$1,185,204","$2,307,475","$2,307,474.92"
1022,Hillsboro Fill-Finish,10170748,Mabthera ,"$62,500",Mabthera 100mg Fill HTO SBL Ex,0.00193,3185336,7/26/2017,2017,Q3-2017,Jul,279.2,144459,142364,136883,125659,98.55%,94.76%,86.99%,86.99%,279.2,275.152,264.558,242.864,4.048,14.642,36.336,36.336,"$253,025","$915,109","$2,270,970","$2,270,969.64"
1022,Hillsboro Fill-Finish,10170748,Mabthera ,"$62,500",Mabthera 100mg Fill HTO SBL Ex,0.00193,3185336,7/25/2017,2017,Q3-2017,Jul,279.2,144459,142437,136241,130791,98.60%,94.31%,90.54%,90.54%,279.2,275.291,263.316,252.783,3.909,15.884,26.417,26.417,"$244,300","$992,748","$1,651,038","$1,651,038.03"
1022,Hillsboro Fill-Finish,10170748,Mabthera ,"$62,500",Mabthera 100mg Fill HTO SBL Ex,0.00193,3189779,6/23/2017,2017,Q2-2017,Jun,256.65,132792,131597,129030,122321,99.10%,97.17%,92.11%,92.11%,256.65,254.34,249.381,236.413,2.31,7.269,20.237,20.237,"$144,366","$454,343","$1,264,829","$1,264,829.36"
1022,Hillsboro Fill-Finish,10170748,Mabthera ,"$62,500",Mabthera 100mg Fill HTO SBL Ex,0.00193,3189779,6/21/2017,2017,Q2-2017,Jun,256.65,132792,132260,126838,125823,99.60%,95.52%,94.75%,94.75%,256.65,255.623,245.143,243.182,1.027,11.507,13.468,13.468,"$64,163","$719,197","$841,769","$841,768.88"
1022,Hillsboro Fill-Finish,10170753,Mabthera ,"$62,500",Mabthera 500mg Fill HTO SBL Ex,0.00638,3115100,7/25/2016,2016,Q3-2016,Jul,324.95,34629,33469,33386,33386,96.65%,96.41%,96.41%,96.41%,324.95,213.534,213.001,213.001,7.401,7.935,7.935,7.935,"$462,584","$495,949","$495,949","$495,949.04"
1022,Hillsboro Fill-Finish,10170753,Mabthera ,"$62,500",Mabthera 500mg Fill HTO SBL Ex,0.00638,3115100,7/24/2016,2016,Q3-2016,Jul,324.95,34629,34266,34129,31603,98.95%,98.55%,91.26%,91.26%,324.95,218.616,217.741,201.629,2.32,3.194,19.307,19.307,"$144,989","$199,643","$1,206,697","$1,206,697.48"
1022,Hillsboro Fill-Finish,10170753,Mabthera ,"$62,500",Mabthera 500mg Fill HTO SBL Ex,0.00638,3115101,7/12/2016,2016,Q3-2016,Jul,329.95,35162,34125,32589,32524,97.05%,92.68%,92.50%,92.50%,329.95,217.717,207.92,207.504,6.618,16.415,16.831,16.831,"$413,618","$1,025,948","$1,051,938","$1,051,938.50"
1022,Hillsboro Fill-Finish,10170753,Mabthera ,"$62,500",Mabthera 500mg Fill HTO SBL Ex,0.00638,3115101,7/11/2016,2016,Q3-2016,Jul,329.95,35162,34547,33631,31143,98.25%,95.65%,88.57%,88.57%,329.95,220.409,214.569,198.691,3.926,9.767,25.645,25.645,"$245,367","$610,420","$1,602,800","$1,602,799.64"
1022,Hillsboro Fill-Finish,10170753,Mabthera ,"$62,500",Mabthera 500mg Fill HTO SBL Ex,0.00638,3115102,7/13/2016,2016,Q3-2016,Jul,333.65,35557,35343,34619,33580,99.40%,97.36%,94.44%,94.44%,333.65,225.49,220.867,214.241,1.361,5.984,12.61,12.61,"$85,069","$373,978","$788,104","$788,104.23"
1022,Hillsboro Fill-Finish,10170753,Mabthera ,"$62,500",Mabthera 500mg Fill HTO SBL Ex,0.00638,3115102,7/12/2016,2016,Q3-2016,Jul,333.65,35557,35201,34884,34221,99.00%,98.11%,96.24%,96.24%,333.65,224.582,222.561,218.333,2.269,4.29,8.518,8.518,"$141,782","$268,109","$532,401","$532,400.93"
1022,Hillsboro Fill-Finish,10170753,Mabthera ,"$62,500",Mabthera 500mg Fill HTO SBL Ex,0.00638,3115103,7/26/2016,2016,Q3-2016,Jul,335.4,35743,34474,33388,30851,96.45%,93.41%,86.31%,86.31%,335.4,219.945,213.017,196.828,8.095,15.024,31.213,31.213,"$505,966","$938,983","$1,950,814","$1,950,814.08"
1022,Hillsboro Fill-Finish,10170753,Mabthera ,"$62,500",Mabthera 500mg Fill HTO SBL Ex,0.00638,3115103,7/25/2016,2016,Q3-2016,Jul,335.4,35743,34724,33023,30975,97.15%,92.39%,86.66%,86.66%,335.4,221.542,210.686,197.624,6.499,17.355,30.417,30.417,"$406,198","$1,084,669","$1,901,078","$1,901,077.62"
1022,Hillsboro Fill-Finish,10170753,Mabthera ,"$62,500",Mabthera 500mg Fill HTO SBL Ex,0.00638,3115104,6/7/2016,2016,Q2-2016,Jun,337.95,36015,35871,35656,35477,99.60%,99.00%,98.51%,98.51%,337.95,228.855,227.482,226.345,0.919,2.292,3.43,3.43,"$57,444","$143,264","$214,353","$214,352.67"
1022,Hillsboro Fill-Finish,10170753,Mabthera ,"$62,500",Mabthera 500mg Fill HTO SBL Ex,0.00638,3115104,6/6/2016,2016,Q2-2016,Jun,337.95,36015,35421,34694,31850,98.35%,96.33%,88.43%,88.43%,337.95,225.983,221.351,203.2,3.791,8.424,26.575,26.575,"$236,955","$526,496","$1,660,918","$1,660,918.10"
1022,Hillsboro Fill-Finish,10170753,Mabthera ,"$62,500",Mabthera 500mg Fill HTO SBL Ex,0.00638,3115104,6/5/2016,2016,Q2-2016,Jun,337.95,36015,34502,33622,31975,95.80%,93.36%,88.78%,88.78%,337.95,220.124,214.511,204,9.651,15.264,25.775,25.775,"$603,158","$953,981","$1,610,920","$1,610,920.48"
1022,Hillsboro Fill-Finish,10170753,Mabthera ,"$62,500",Mabthera 500mg Fill HTO SBL Ex,0.00638,3115892,8/3/2016,2016,Q3-2016,Aug,328.65,35024,34586,34551,33584,98.75%,98.65%,95.89%,95.89%,328.65,220.658,220.438,214.265,2.793,3.014,9.186,9.186,"$174,571","$188,363","$574,128","$574,128.43"
1022,Hillsboro Fill-Finish,10170753,Mabthera ,"$62,500",Mabthera 500mg Fill HTO SBL Ex,0.00638,3115892,8/2/2016,2016,Q3-2016,Aug,328.65,35024,33956,32801,31555,96.95%,93.65%,90.09%,90.09%,328.65,216.636,209.271,201.318,6.815,14.181,22.133,22.133,"$425,954","$886,306","$1,383,324","$1,383,323.67"
1022,Hillsboro Fill-Finish,10170753,Mabthera ,"$62,500",Mabthera 500mg Fill HTO SBL Ex,0.00638,3115893,8/5/2016,2016,Q3-2016,Aug,335.6,35764,34548,33616,30254,96.60%,93.99%,84.59%,84.59%,335.6,220.419,214.467,193.021,7.758,13.709,35.156,35.156,"$484,876","$856,832","$2,197,254","$2,197,254.04"
1022,Hillsboro Fill-Finish,10170753,Mabthera ,"$62,500",Mabthera 500mg Fill HTO SBL Ex,0.00638,3115893,8/3/2016,2016,Q3-2016,Aug,335.6,35764,34459,33684,30349,96.35%,94.18%,84.86%,84.86%,335.6,219.848,214.902,193.626,8.328,13.275,34.55,34.55,"$520,528","$829,690","$2,159,395","$2,159,394.58"
1022,Hillsboro Fill-Finish,10170753,Mabthera ,"$62,500",Mabthera 500mg Fill HTO SBL Ex,0.00638,3117686,8/8/2016,2016,Q3-2016,Aug,328.8,35040,34917,33625,32011,99.65%,95.96%,91.36%,91.36%,328.8,222.771,214.528,204.231,0.782,9.025,19.322,19.322,"$48,902","$564,060","$1,207,646","$1,207,645.58"
1022,Hillsboro Fill-Finish,10170753,Mabthera ,"$62,500",Mabthera 500mg Fill HTO SBL Ex,0.00638,3117686,8/7/2016,2016,Q3-2016,Aug,328.8,35040,33901,32511,30040,96.75%,92.78%,85.73%,85.73%,328.8,216.288,207.42,191.656,7.265,16.133,31.897,31.897,"$454,093","$1,008,331","$1,993,576","$1,993,576.32"
1022,Hillsboro Fill-Finish,10170753,Mabthera ,"$62,500",Mabthera 500mg Fill HTO SBL Ex,0.00638,3121970,8/2/2016,2016,Q3-2016,Aug,337.9,36009,34425,32842,30575,95.60%,91.20%,84.91%,84.91%,337.9,219.632,209.529,195.071,10.109,20.212,34.669,34.669,"$631,787","$1,263,229","$2,166,822","$2,166,822.00"
